call_id,caller_person_id,receiver_person_id,caller_phone,receiver_phone,call_timestamp,call_duration,call_type,caller_location_id,receiver_location_id,linked_case_id
454e10a9-e22c-49d0-b964-e7c082b792d3,aa3633ce-4cc8-4523-b090-611e09ceafe9,a52232f9-b886-4f36-ba3b-36c86b38c255,+91 7029051000,+91 2241316216,2024-12-03T07:07:17Z,96,voice,4a112051-0cf1-43ef-beec-1a7e9a17cc89,4a112051-0cf1-43ef-beec-1a7e9a17cc89,
7cc518ca-739e-48cc-a0a4-9dbfcd737423,49711703-a162-45ea-8484-e600d2fc60b9,aaa7c8a2-3cd8-4ee5-bdc0-254cfc409dff,+91 0247205715,+91 3235848624,2025-04-10T11:02:31Z,195,voice,1969e447-bf24-4d61-88f9-2ccf451da1f9,1969e447-bf24-4d61-88f9-2ccf451da1f9,
759473a9-c1f7-40d0-9982-44a9b35f448a,5b93f167-8bd7-422b-8fad-e9d2e135b082,77342270-dc3d-4670-b49f-2d37bb1658ca,+91 8551474294,+91 7517788689,2025-03-11T19:45:46Z,157,voice,fc95a8f1-8226-4323-8a5a-6d16cd95de50,fc95a8f1-8226-4323-8a5a-6d16cd95de50,
5b52a4bc-336d-47a0-9e6a-66852d89b1d2,ac1873db-e2c2-4464-8a87-8fe558f2f8af,0e74ec29-e190-4c6b-8017-3e9a3bcceae9,+91 5136333224,+91 8029706636,2023-09-12T17:34:23Z,16,voice,bd0cc5b9-a10c-4248-ab8d-36760d53b6a0,bd0cc5b9-a10c-4248-ab8d-36760d53b6a0,
2cefa64f-9d88-40b7-91af-025fc895263b,07723ba6-e0c7-4d35-944b-4ca10f7d77c8,376f27e4-a6c9-48fb-be55-e53c25f6e965,+91 8410359640,+91 3307849947,2024-05-26T20:13:40Z,124,voice,c059e218-b273-4941-8842-7fa64f52a475,c059e218-b273-4941-8842-7fa64f52a475,
75fd8395-ec68-45ce-a640-52e1585f40bf,598b970f-3219-4a29-a843-eb1703d9bcc2,4e518ad5-4f1d-4e0b-b8db-35008e94ce9d,+91 8626431450,+91 3660729016,2025-05-05T12:41:31Z,176,voice,e137e7b2-7e1e-406d-bd4d-ca4981740883,e137e7b2-7e1e-406d-bd4d-ca4981740883,
d8f17189-cc04-444f-9aea-a466c696be9d,ba17b826-5d57-4eaf-9f44-6207f6f5c104,3824d6e6-6a09-494c-b598-b43f0acedc19,+91 6015160966,+91 3342193043,2024-05-12T21:27:36Z,386,voice,399368c8-c978-469c-be30-609d71bcffc7,399368c8-c978-469c-be30-609d71bcffc7,
666b7ff8-43d2-46be-a767-c5d980fa9788,0bea0b02-f959-4d59-9ba9-7126b8402c3a,40fc1aa4-08f6-4a52-b89d-07bb0dc1428a,+91 8325273567,+91 2150513048,2025-01-31T13:07:10Z,453,voice,30a28f6c-c417-4a0d-bbab-ea3cbe4771ab,30a28f6c-c417-4a0d-bbab-ea3cbe4771ab,
d5276b8e-376d-488f-a684-cdc56b1a1e70,f3d2335d-16c2-4a88-9fee-f8f8a012a33a,9a8109f2-f379-4bba-8f49-c2a8215f755c,+91 7894334471,+91 7155123262,2023-09-30T07:33:37Z,69,voice,d1739ddb-7365-4554-a76b-d261f099ae21,d1739ddb-7365-4554-a76b-d261f099ae21,
c1947991-40b6-4faa-a952-62fffd18d69f,e09a94ed-6067-4778-b7ac-c1d10524a523,e083e15f-9b47-4fd8-98ab-6971ee549401,+91 7445765232,+91 9071551262,2024-12-17T12:06:40Z,48,voice,5d59a820-d519-48f6-8e6a-e6c34bb77689,5d59a820-d519-48f6-8e6a-e6c34bb77689,
6bba6880-b2b9-4565-b424-e933b871fec9,f4f2fbf2-54c4-4f86-ba7f-90cbb66f6c7b,780380a3-fe83-4fb6-980c-cab0208c14fb,+91 3309194194,+91 0785997152,2025-03-18T10:47:32Z,232,voice,88f5cf00-b2bf-4ddd-9579-e495c6cecc0c,88f5cf00-b2bf-4ddd-9579-e495c6cecc0c,
9e77059f-5dbc-4c4a-b4d8-e6b1b4e2c618,e1beaf71-9083-44d6-bf40-81271b755321,27d5070b-c246-48cc-8b84-baaaf02ab95b,+91 9846045965,+91 1047164120,2024-09-14T21:04:07Z,411,voice,736c90c6-9a18-43b8-bb0f-6bcf33dc8dab,736c90c6-9a18-43b8-bb0f-6bcf33dc8dab,
a7f19b11-a87d-4789-971f-491b10148855,75680bcc-ed61-4f6b-82cc-ee0ee0cc0418,7d7a9547-367c-47ec-8c5c-05fb43f36340,+91 1025014313,+91 8893884314,2024-09-03T02:01:14Z,290,voice,136eff02-aaa9-4d02-9322-e157b879657b,136eff02-aaa9-4d02-9322-e157b879657b,
41038392-a13f-4b2b-b036-d908d5684367,10dcf325-ae8c-493c-b9fd-8c8bf9f919e2,88b49a08-d024-4406-a524-28d30cbe124f,+91 3207128216,+91 6878307941,2024-06-28T19:27:15Z,129,voice,c49dcf9b-a287-4147-9eb8-e168df91c147,c49dcf9b-a287-4147-9eb8-e168df91c147,
aa5226f2-d03d-4b14-8f79-5871c0dc6f65,2d93c2b0-c63d-41da-8fe4-ded93ff7ffbe,b56c9b82-0597-4e04-9c41-1272f478a5d2,+91 0886673121,+91 6135981293,2025-03-08T17:46:02Z,185,voice,02f8a4a5-431b-4492-b02e-9f5dea78934c,02f8a4a5-431b-4492-b02e-9f5dea78934c,
5386372d-546e-464b-a75a-e1bfba25f091,af6f4a57-5b33-4b88-9395-f4b3c7e035af,d460b2f9-3aa4-40c7-8a4a-77edadccf897,+91 9561878322,+91 7372439639,2023-10-09T15:15:19Z,61,sms,d22f0418-222a-43bb-97e9-b2ceea60e9f1,d22f0418-222a-43bb-97e9-b2ceea60e9f1,
67bd293d-17ed-4a9c-835a-1aef848c339a,94af256f-d5fd-4556-854e-8489e90e316e,ad8dfa60-1332-479b-8c85-4620bd0b02c0,+91 0858814020,+91 9793029058,2023-12-17T17:57:07Z,308,voice,3bcf3cb2-15e9-4118-b082-241e75e7f818,3bcf3cb2-15e9-4118-b082-241e75e7f818,
2a9050e0-6cae-4850-93b3-ad7c4ba5eda8,6c911130-6b8d-4dc8-8a79-6ba55a3c9494,ecf8560d-074d-4616-bfe1-5ab4cab60fdc,+91 4230598405,+91 7758253115,2024-10-20T20:08:21Z,151,voice,546f61c4-b23c-454c-97a1-8172126c2eb1,546f61c4-b23c-454c-97a1-8172126c2eb1,
2a49a2a7-c326-4caa-8299-7cd4885b431d,bbe223dd-54f5-4b81-bb1c-a1081fb54155,ac1873db-e2c2-4464-8a87-8fe558f2f8af,+91 7063948228,+91 5136333224,2025-03-11T12:10:00Z,47,sms,bd0cc5b9-a10c-4248-ab8d-36760d53b6a0,bd0cc5b9-a10c-4248-ab8d-36760d53b6a0,
a4ffd99c-6055-4cc7-9518-5adbf5ad204d,a340f970-d761-46df-ae50-904a5c84f1df,a5044e96-2226-49e3-ac23-33ab4e89632e,+91 5519787411,+91 8613084293,2024-02-06T06:24:23Z,297,voice,677b943d-7828-4146-9dbe-db090c179e46,677b943d-7828-4146-9dbe-db090c179e46,
da9d004c-f880-42d2-a990-ff488b3bad8c,2024e16f-89ab-4f4a-a9d3-d876bf5f0041,42b59130-e240-41d3-91dd-4198bd1608d1,+91 8094961911,+91 1309446126,2023-12-14T12:53:41Z,227,voice,12fd7c68-ddcd-4eb1-8122-5e012bed78f1,12fd7c68-ddcd-4eb1-8122-5e012bed78f1,
c1e98da6-df60-4733-9f10-d9b8754691ac,8764b24f-ffe4-4fb6-96ca-c0d84cd2e537,6a04491d-36e6-45f3-a428-ed6c96715aab,+91 0983010854,+91 9387811141,2024-11-17T16:31:26Z,163,voice,63567c45-207e-4463-9fb3-9061aea4680e,63567c45-207e-4463-9fb3-9061aea4680e,
84da8386-c4d1-49af-aa43-7d2f71aef6be,c698a253-26b5-469f-b190-c1ac7b72764a,10945ec6-e78e-4201-904b-77dafb0b0d81,+91 9577633222,+91 1369779517,2025-04-10T14:56:07Z,229,sms,d6543cb1-8eae-431f-aa0f-426dc3d2d8aa,d6543cb1-8eae-431f-aa0f-426dc3d2d8aa,
ace0d700-51b4-4335-857e-e1fe2a42a453,6180b099-5e5e-4247-9219-81bf4309f50f,40cfbda6-b1c7-4b40-8fa3-77ace961ab24,+91 2835755956,+91 5730735307,2025-03-03T18:40:29Z,132,voice,eb124da1-2037-4029-9592-d8ff47879b60,eb124da1-2037-4029-9592-d8ff47879b60,
b0996082-aceb-4298-a5bb-b623caa1dfc7,fb3911ba-8769-45a5-ad03-55563c7de121,1cc4a8cd-43f4-4668-bff7-0e8e1d57eeed,+91 9549887881,+91 7314748100,2024-05-07T08:15:21Z,271,voice,faceac5d-cef0-4845-be9d-06fa3701e641,faceac5d-cef0-4845-be9d-06fa3701e641,
2a9afa41-67a9-44ee-8480-4c9defbc8bbb,2a0fc983-2196-4f12-8630-2ebaeeccb756,527acfb6-d569-437a-93dd-9ffe15d94950,+91 6414296082,+91 8039892557,2023-11-28T07:43:37Z,298,voice,fefa7954-f048-4a1b-abb2-bc926dfdd123,fefa7954-f048-4a1b-abb2-bc926dfdd123,
0ef90c99-f3df-46ac-87e6-6d9a49a1a461,e3a9b35d-db3b-40d5-9391-cb9ddde691c0,81369865-d4b6-4ce3-9529-3524be156216,+91 3536171526,+91 1762245399,2025-05-11T15:45:04Z,150,sms,1c6b2c51-aa55-4558-ae96-d1770fade444,1c6b2c51-aa55-4558-ae96-d1770fade444,
136ad63d-063d-4459-8dcb-349b7ba742ed,398ff9cf-77e3-4b69-94ee-5b1f00e22bc8,311d40d3-f8d3-44a7-8847-d0dda57dbbd7,+91 4482577174,+91 7084636228,2023-09-01T11:11:04Z,212,voice,aa506d6f-30b4-4fe7-bca6-7f2c04b28c17,aa506d6f-30b4-4fe7-bca6-7f2c04b28c17,
f84faa73-38f9-47a3-9235-945993f2011f,393b9876-1252-4a13-8f84-31bef9ca291f,43d7c3eb-4572-4804-9122-1309bdfe0958,+91 0105128958,+91 3273868321,2025-02-18T21:51:23Z,71,voice,716fe4d7-9c39-405b-82f3-a7646ee323f6,716fe4d7-9c39-405b-82f3-a7646ee323f6,
991f392c-e3a4-49ad-8cab-862440a944d5,cb1e308b-e18a-493e-afa8-a7f5841f970c,46ce2273-01b7-442a-8a39-866b9a7b8caf,+91 4356972374,+91 6069288002,2024-10-26T15:07:55Z,58,voice,d0184a09-161d-4442-9ae0-17c96fb4622e,d0184a09-161d-4442-9ae0-17c96fb4622e,
418372e4-f50c-4e3d-a920-089c327c0006,16602d3f-f368-4b15-a638-1e646f05263a,36f5f7c4-f4f3-4c9d-b004-c52cccb57d0e,+91 9445945983,+91 9438977240,2025-04-17T20:07:28Z,263,voice,99e9a460-ceb3-4609-9a0f-4dce99ada1b2,99e9a460-ceb3-4609-9a0f-4dce99ada1b2,
e2d2d6f9-e490-4f92-918d-5302a1d4aaa7,25ceee92-f092-4f95-8aac-8cbe795eab76,8bf5bca2-0eff-4aa6-8c12-075555eff9be,+91 4846649623,+91 9750560322,2024-09-05T09:43:30Z,153,voice,bbdca28f-c49f-4ec2-8ae6-6634c58f2755,bbdca28f-c49f-4ec2-8ae6-6634c58f2755,
947f466e-74d0-4d57-a7c5-6138805ef3c7,de9374f9-f552-4fea-885f-b2e152b8fd66,f8bdf84c-3962-4029-8e72-77dcf524ef77,+91 4763949995,+91 3866498161,2024-06-20T06:29:37Z,130,voice,30a28f6c-c417-4a0d-bbab-ea3cbe4771ab,30a28f6c-c417-4a0d-bbab-ea3cbe4771ab,
8c47b667-1d09-4ab2-9c08-e2115f870a6d,2090861b-d686-40ef-bb36-c556e162d4dc,5c97634a-2f6c-49bb-8e4e-acc58e31a2ad,+91 0523722817,+91 0820695975,2024-08-09T16:35:53Z,124,voice,3b2bb895-120c-43af-bc7b-c14f67265184,3b2bb895-120c-43af-bc7b-c14f67265184,
3878b577-c9ee-45fa-ae88-5c8f1dde8d1c,130735e0-f344-47b9-8b46-af6035701d4f,32b159f3-f478-46d6-aa6a-03021686627b,+91 8043022209,+91 8583947539,2025-04-02T15:09:24Z,186,voice,b32c5e6f-8770-4d7f-b94e-fd0dadf72904,b32c5e6f-8770-4d7f-b94e-fd0dadf72904,
07481557-0a81-407a-ae14-1f5dcb6b9399,f3c570fb-107c-4277-b0bd-17ecf963f4cf,d3dc77bf-eafe-4ae5-8807-a924215509bb,+91 5674601970,+91 3362024989,2025-03-10T15:06:18Z,255,voice,fc95a8f1-8226-4323-8a5a-6d16cd95de50,fc95a8f1-8226-4323-8a5a-6d16cd95de50,
e98b9cbf-7308-446d-8d9d-ec7d756512b0,2aafa2df-69ad-4082-9781-01270ad8caad,ddd0a2c1-7498-46cb-aefe-0864000f394c,+91 8947373983,+91 3945893714,2024-08-01T17:47:18Z,125,voice,2ecaeff5-cb3f-4727-8062-b27a7b63af15,2ecaeff5-cb3f-4727-8062-b27a7b63af15,
0d4593bc-418b-43bd-874d-120a117861e2,16817167-1c76-444a-b3c0-c65e54712a2a,6bfc4329-68a0-4317-9c16-a40b7be04ac2,+91 6312297766,+91 9030695300,2024-12-04T15:20:13Z,254,voice,86fefb20-41f1-4cf7-8888-b9afdb990b01,86fefb20-41f1-4cf7-8888-b9afdb990b01,
8407e00e-4794-45dd-82d5-fb2db5e53fff,c1d30be8-ee50-43a5-9786-cad8b0d2fec2,a3ea767d-af72-417a-985f-a19a89b8725a,+91 0780060621,+91 1655818360,2024-04-30T19:17:03Z,100,voice,014215a7-d217-430a-8364-14c98610181e,014215a7-d217-430a-8364-14c98610181e,
1f26e6f4-0d87-444e-a088-142490d84ac7,83658ddb-5f16-41a0-bacb-acf75d9f4d10,d129c457-7ae1-4869-85c5-bcca98aca9d6,+91 4214908432,+91 0565021768,2024-02-27T13:41:58Z,287,voice,3657e03b-3d50-4b79-9079-c8ce5b4fcd39,3657e03b-3d50-4b79-9079-c8ce5b4fcd39,
d3c0fea4-47a3-4bf1-b714-456c4b81097a,0802925b-2aa8-4638-abd4-2bfabd1e99f5,d809d4bc-614c-43bd-a7b0-d5abe76e36e6,+91 6538103351,+91 0076806168,2023-07-09T17:41:28Z,313,voice,79815ee3-1b5e-458f-bab4-9cfefbbc415d,79815ee3-1b5e-458f-bab4-9cfefbbc415d,
0c16f2da-31a6-4e57-b04a-8346d2f478b4,1c999a98-2351-4786-bf7d-c1a622ce58c6,4f5ce979-ecb2-4e53-b0e3-6c1a025dc4a2,+91 6873491453,+91 3368175248,2024-09-06T16:07:20Z,318,voice,cc25d34d-0396-4913-b1c3-0766f4f66c68,cc25d34d-0396-4913-b1c3-0766f4f66c68,
354ac613-cca0-4d30-9997-c72495dad9c5,df08f019-1a45-4556-8724-3339c8bbdda0,01ff5430-981d-4acc-b71b-e8eda2603794,+91 5034252974,+91 8247272442,2024-03-22T08:04:56Z,211,voice,f0f86fcc-117f-4c6d-8a1e-46c45b1b8072,f0f86fcc-117f-4c6d-8a1e-46c45b1b8072,
afd17eab-87b0-48a7-b3c3-051b9d416973,47584d4b-524c-4696-b0a4-4445638f24a6,fdf74b33-ac83-405d-b15c-5fda48745b98,+91 9197777111,+91 4034036232,2024-07-27T19:29:07Z,202,voice,acf95cbc-185f-41f6-abd6-8eae56de4478,acf95cbc-185f-41f6-abd6-8eae56de4478,
c81f4284-ea43-4384-80a8-a2e141c01023,b1613474-f684-4e0e-af19-fa4db221ba98,4a7efbc8-be33-4c54-b292-68a92964acdf,+91 8731802305,+91 7890014814,2023-10-29T23:50:22Z,364,voice,9d0acc1a-7cf8-43d2-b9dd-df559896f394,9d0acc1a-7cf8-43d2-b9dd-df559896f394,
f185f646-be04-4ed0-ba9f-52f57950ee51,a607336d-9b99-4117-a56f-57962cd30dfc,58796a3b-821d-4185-8914-303664d5ccba,+91 6806658145,+91 3229105776,2025-02-05T20:55:46Z,157,voice,52af94bf-29a6-4158-b962-6a4fcd19d2be,52af94bf-29a6-4158-b962-6a4fcd19d2be,
