person_id,aadhaar_id,full_name,first_name,last_name,gender,date_of_birth,age,city,state,occupation,email,marital_status,household_id,family_role,notes
3c9c5911-b0c5-46cd-8e9f-f136e566c0be,AADHAAR-SYN-4975-8181-3312,Rajiv Kamble,Rajiv,Kamble,Male,1981-02-09,45,Masgaon,Uttar Pradesh,Software Engineer,rajiv.kamble@gmail.com,married,63f1becc-ee80-4ec0-9a8e-d927e6ae154a,head,
836fb355-2c29-4670-84f7-d2bbc5a3a9f9,AADHAAR-SYN-9604-4787-8524,Asha Bhatia,Asha,Bhatia,Female,1958-07-05,68,Masgaon,Uttar Pradesh,Auto Rickshaw Driver,asha.bhatia@gmail.com,widowed,cc80099a-f0a6-4fdb-b40a-1d824577f7b3,head,
24abd191-d037-4855-b375-7a464e656ced,AADHAAR-SYN-9172-2910-6713,Sunita Bhatia,Sunita,Bhatia,Female,1963-03-09,63,Masgaon,Uttar Pradesh,Nurse,sunita.khanna@gmail.com,married,cc80099a-f0a6-4fdb-b40a-1d824577f7b3,spouse,
e8b38c53-06e8-4472-92b1-ba4b33753200,AADHAAR-SYN-8338-0772-5313,Abhijeet Bhatia,Abhijeet,Bhatia,Male,1976-11-20,50,Masgaon,Uttar Pradesh,Accountant,abhijeet.gill@outlook.com,married,cc80099a-f0a6-4fdb-b40a-1d824577f7b3,child,
f3cb50b6-edbb-44e2-987c-13cf7b2b22ef,AADHAAR-SYN-3920-1785-4321,Darsh Bhatia,Darsh,Bhatia,Male,1984-06-07,42,Masgaon,Uttar Pradesh,Chef,darsh.gupta0@gmail.com,married,cc80099a-f0a6-4fdb-b40a-1d824577f7b3,child,Duplicate entry flagged for review
e519fc8a-3b2e-4b65-abe6-bb0356808a54,AADHAAR-SYN-9490-5800-5917,Simran Bhatia,Simran,Bhatia,Female,1995-12-24,31,Masgaon,Uttar Pradesh,Doctor,simran.ramachandran@icloud.com,married,cc80099a-f0a6-4fdb-b40a-1d824577f7b3,child,
deae4823-68b5-44b6-964e-e48543f0c8e6,AADHAAR-SYN-4447-3844-0943,Hema Shankar,Hema,Shankar,Female,1972-09-14,54,Masgaon,Uttar Pradesh,Doctor,hema.shankar@gmail.com,married,233243e4-d89d-455f-9472-60a7533fbc32,head,
6641b356-0f73-4184-9190-a96424cd43c5,AADHAAR-SYN-0685-7068-8524,Aditya Shankar,Aditya,Shankar,Male,1990-09-01,36,Masgaon,Uttar Pradesh,Scrap Dealer,aditya.rathore76@gmail.com,married,233243e4-d89d-455f-9472-60a7533fbc32,child,
39967684-7922-4d5f-a5c0-c1f2a4d2eb10,AADHAAR-SYN-2450-9473-4656,Gopal Shankar,Gopal,Shankar,Male,2001-12-19,25,Masgaon,Uttar Pradesh,Graphic Designer,gopal.sodhi@gmail.com,married,233243e4-d89d-455f-9472-60a7533fbc32,child,Record migrated from legacy system
7d3c7594-2c8b-4e80-b2c0-0f5c9b86ec99,AADHAAR-SYN-7353-5550-4609,Gaurav Raina,Gaurav,Raina,Male,1968-09-14,58,Mutharasikuppam,Tamil Nadu,Doctor,gaurav.raina@outlook.com,married,7fd920b3-23a7-4121-8ffd-02a4ebc9c02b,head,Address updated 2023
f6a345fd-f373-45ae-897b-3a5e448f0a10,AADHAAR-SYN-6118-2664-8702,Vijay Gopalan,Vijay,Gopalan,Male,1997-08-20,29,Mutharasikuppam,Tamil Nadu,Delivery Executive,vijay.gopalan@icloud.com,single,e2922ad1-a344-4981-bfb1-74e8748cde36,head,
c453596c-6636-48eb-9b21-2a9aab157eab,AADHAAR-SYN-9864-3133-3757,Vishnu Gopalan,Vishnu,Gopalan,Male,1999-07-03,27,Mutharasikuppam,Tamil Nadu,Postal Worker,vishnu.sahoo@icloud.com,single,e2922ad1-a344-4981-bfb1-74e8748cde36,spouse,Record migrated from legacy system
54c82bdd-31ea-4ed6-9d88-87aa3fa602dd,AADHAAR-SYN-5040-0483-7080,Hriday Malhotra,Hriday,Malhotra,Male,1969-05-27,57,Mutharasikuppam,Tamil Nadu,Jewellery Dealer,hriday.malhotra@gmail.com,married,8f15f67e-a7bf-4691-9f23-faaaa2ebb33a,head,
a58cce80-7076-468f-94d2-5d9da15f955b,AADHAAR-SYN-0676-3225-3101,Sakshi Malhotra,Sakshi,Malhotra,Female,2006-10-13,20,Mutharasikuppam,Tamil Nadu,Tailor,sakshi.shukla@apple.com,single,8f15f67e-a7bf-4691-9f23-faaaa2ebb33a,child,
01a47444-734f-4ef7-a3a4-92fd4f5673d8,AADHAAR-SYN-8673-6829-6069,Katrina Dhillon,Katrina,Dhillon,Female,1986-01-02,40,Kachhwa,Uttar Pradesh,Civil Engineer,katrina.dhillon@icloud.com,single,90744551-2255-404d-9711-ff587cd91dae,head,Record migrated from legacy system
f41f457b-1975-41bc-97f0-d83efefcce31,AADHAAR-SYN-0675-3813-7096,Malini Dhillon,Malini,Dhillon,Female,1992-09-10,34,Kachhwa,Uttar Pradesh,Jewellery Dealer,malini.ganguly@yahoo.com,single,90744551-2255-404d-9711-ff587cd91dae,spouse,
67f57f97-1080-4f10-89a8-902ba86ece6f,AADHAAR-SYN-5854-2220-0971,Uma Dhillon,Uma,Dhillon,Female,1992-04-08,34,Kachhwa,Uttar Pradesh,Government Clerk,uma.sarkar@hotmail.com,married,90744551-2255-404d-9711-ff587cd91dae,sibling,
3c7a9e48-11c9-4597-a7d4-fc6136349c43,AADHAAR-SYN-8219-2311-5939,Yash Dhillon,Yash,Dhillon,Male,2000-04-19,26,Kachhwa,Uttar Pradesh,Hotel Staff,yash.talwar@icloud.com,married,90744551-2255-404d-9711-ff587cd91dae,sibling,Record migrated from legacy system
43fbb141-67d7-4de2-8f11-99a6591b1748,AADHAAR-SYN-1880-7521-8622,Vineet Natarajan,Vineet,Natarajan,Male,1971-07-24,55,Kachhwa,Uttar Pradesh,Salesperson,vineet.natarajan@gmail.com,divorced,095a5b5f-0abc-4723-b4cd-2f5d869a9a08,head,
a0eec687-e78f-40c8-b68d-013ff0f8149c,AADHAAR-SYN-6030-5392-0403,Tulsi Natarajan,Tulsi,Natarajan,Female,2005-03-06,21,Kachhwa,Uttar Pradesh,College Student,tulsi.jadhav@icloud.com,single,095a5b5f-0abc-4723-b4cd-2f5d869a9a08,child,
8970fbd6-6aef-45b0-9c43-bcb423be1445,AADHAAR-SYN-0352-3255-9759,Lalit Tripathi,Lalit,Tripathi,Male,1977-08-28,49,Kachhwa,Uttar Pradesh,Bank Employee,lalit.tripathi84@hotmail.com,married,aee8db63-6cbb-41df-88e7-130022b647de,head,
745b0fba-f5d3-40c3-9aa5-758b06aa1954,AADHAAR-SYN-6819-2625-4781,Rajan Sundaram,Rajan,Sundaram,Male,1979-01-17,47,Kachhwa,Uttar Pradesh,Government Clerk,rajan.sundaram@me.com,married,aee8db63-6cbb-41df-88e7-130022b647de,spouse,Record migrated from legacy system
712178c7-7e72-43da-a358-1a4770b8ddcf,AADHAAR-SYN-7125-6116-3464,Pranav Sinha,Pranav,Sinha,Male,1992-02-06,34,Kachhwa,Uttar Pradesh,School Teacher,pranav.sinha@icloud.com,married,aee8db63-6cbb-41df-88e7-130022b647de,sibling,
962061f8-7a5c-4543-b468-5740d2455ac9,AADHAAR-SYN-7823-8097-7792,Tanvi Rathore,Tanvi,Rathore,Male,1981-06-16,45,Kachhwa,Uttar Pradesh,Homemaker,tanvi.rathore1@microsoft.com,married,b312cfa8-3067-464b-b934-ada4a4e136b0,head,Address updated 2023
5bac2cac-75e9-4981-98e1-8b843874d8fd,AADHAAR-SYN-5326-5562-8378,Varun Rathore,Varun,Rathore,Male,1993-07-19,33,Kachhwa,Uttar Pradesh,School Teacher,varun.anand@hotmail.com,married,b312cfa8-3067-464b-b934-ada4a4e136b0,spouse,Record migrated from legacy system
8f894cdd-94c2-4c60-b0af-002ffeeb7d56,AADHAAR-SYN-3802-0920-7316,Kunti Khan,Kunti,Khan,Female,1990-05-14,36,Eja,Uttar Pradesh,Security Guard,kunti.khan@live.com,married,23fc950d-fc95-4331-a545-005be3b5763f,head,PAN verification pending
dd4f5e05-61d1-41cf-8117-8089f01c9c54,AADHAAR-SYN-3563-3292-3225,Hardik Khan,Hardik,Khan,Male,1993-09-16,33,Eja,Uttar Pradesh,Salesperson,hardik.kurup75@outlook.com,married,23fc950d-fc95-4331-a545-005be3b5763f,spouse,
7af59a83-c416-4442-9060-f4a577034180,AADHAAR-SYN-2473-9360-2932,Dhruv Khan,Dhruv,Khan,Male,1996-05-25,30,Eja,Uttar Pradesh,Librarian,dhruv.shankar7@gmail.com,married,23fc950d-fc95-4331-a545-005be3b5763f,sibling,Address updated 2023
9e93689b-011c-49bd-b38e-4270bcbb6dbe,AADHAAR-SYN-4992-5194-3840,Dinesh Khan,Dinesh,Khan,Male,1998-05-11,28,Eja,Uttar Pradesh,Doctor,dinesh.nambiar@gmail.com,single,23fc950d-fc95-4331-a545-005be3b5763f,sibling,
1625d745-435b-464f-8b41-7bb07e32d54f,AADHAAR-SYN-1251-9727-3800,Priyanka Khan,Priyanka,Khan,Female,2005-06-23,21,Eja,Uttar Pradesh,College Student,priyanka.pai@me.com,single,23fc950d-fc95-4331-a545-005be3b5763f,sibling,Voter ID linked
21b3d97c-017c-48d5-bb9d-45ec192822f3,AADHAAR-SYN-5001-6338-6616,Santosh Raghavan,Santosh,Raghavan,Male,1966-08-09,60,Yellamalai,Tamil Nadu,Auto Rickshaw Driver,,married,a5b4ded5-b173-4311-ba7f-c04bc952f111,head,
1566dfa7-583e-4869-b4e2-ec7267bbbf29,AADHAAR-SYN-4527-4937-2238,Nazia Raghavan,Nazia,Raghavan,Female,1983-05-21,43,Yellamalai,Tamil Nadu,Nurse,nazia.mohanty@gmail.com,married,a5b4ded5-b173-4311-ba7f-c04bc952f111,child,
376f27e4-a6c9-48fb-be55-e53c25f6e965,AADHAAR-SYN-4561-8817-3709,Karthik Saini,Karthik,Saini,Male,1965-04-28,61,Yellamalai,Tamil Nadu,Hotel Staff,karthik.saini@outlook.com,married,ffa0221c-1c9f-4705-8dd5-be1fae234911,head,
07723ba6-e0c7-4d35-944b-4ca10f7d77c8,AADHAAR-SYN-8261-8637-1189,Sanjay Saini,Sanjay,Saini,Male,1981-10-16,45,Yellamalai,Tamil Nadu,Mechanic,sanjay.pandit@gmail.com,widowed,ffa0221c-1c9f-4705-8dd5-be1fae234911,child,Voter ID linked
4c7e0c24-796c-4ac8-8674-03843b089a56,AADHAAR-SYN-0937-4549-5051,Tanish Roy,Tanish,Roy,Male,1971-03-08,55,Yellamalai,Tamil Nadu,Doctor,tanish.roy@gmail.com,widowed,52a883b9-3aca-456f-b3cf-901ccb0cb11e,head,Duplicate entry flagged for review
5316156b-196d-4335-8a2b-336865fd84ef,AADHAAR-SYN-4141-9227-9525,Lakshmi Qureshi,Lakshmi,Qureshi,Female,1987-03-18,39,Yellamalai,Tamil Nadu,Security Guard,lakshmi.qureshi42@yahoo.com,married,52a883b9-3aca-456f-b3cf-901ccb0cb11e,child,
38f3835d-dbc8-4d65-9ac7-7b55580d0924,AADHAAR-SYN-9967-8050-7145,Alia Sethi,Alia,Sethi,Female,1993-11-15,33,Yellamalai,Tamil Nadu,Police Constable,alia.sethi85@gmail.com,married,52a883b9-3aca-456f-b3cf-901ccb0cb11e,child,
a6e01bb6-e7d3-41a8-8e60-51bb1616d131,AADHAAR-SYN-4054-3311-1081,Ayaan Sinha,Ayaan,Sinha,Male,1988-05-07,38,Hadmatiya,Gujarat,Accountant,ayaan.sinha@gmail.com,married,23b798eb-c936-45ad-b2fc-bc951f57e253,head,
301d5ff0-c633-470a-991d-b434ba34b84c,AADHAAR-SYN-7975-6359-9158,Reyansh Hussain,Reyansh,Hussain,Male,1994-10-02,32,Hadmatiya,Gujarat,Graphic Designer,reyansh.hussain@icloud.com,married,23b798eb-c936-45ad-b2fc-bc951f57e253,spouse,
53cdddf2-09d4-4405-a72d-eed3c559550a,AADHAAR-SYN-5688-7278-8887,Sridevi Mohapatra,Sridevi,Mohapatra,Female,1998-07-05,28,Hadmatiya,Gujarat,Delivery Executive,sridevi.mohapatra70@icloud.com,married,23b798eb-c936-45ad-b2fc-bc951f57e253,sibling,
712d9149-66e4-4e37-87a3-98f91e39528b,AADHAAR-SYN-7781-5909-3976,Jagdish Kohli,Jagdish,Kohli,Male,1955-11-12,71,Hadmatiya,Gujarat,Postal Worker,jagdish.kohli15@gmail.com,married,2f76fbc3-3d19-4263-acdb-fcf914840b75,head,
c1d30be8-ee50-43a5-9786-cad8b0d2fec2,AADHAAR-SYN-0626-5736-6276,Naveen Kohli,Naveen,Kohli,Male,1974-08-05,52,Hadmatiya,Gujarat,Carpenter,naveen.grewal34@gmail.com,married,2f76fbc3-3d19-4263-acdb-fcf914840b75,child,Aadhaar mobile number update pending
a3ea767d-af72-417a-985f-a19a89b8725a,AADHAAR-SYN-2862-8320-5847,Arjun Kohli,Arjun,Kohli,Male,1980-10-28,46,Hadmatiya,Gujarat,Fisherman,arjun.warrier@hotmail.com,married,2f76fbc3-3d19-4263-acdb-fcf914840b75,child,
6663fe0b-b0ec-457f-8dea-1ab513b8f811,AADHAAR-SYN-0045-8284-9821,Pratibha Kohli,Pratibha,Kohli,Female,1992-02-07,34,Hadmatiya,Gujarat,Carpenter,,married,2f76fbc3-3d19-4263-acdb-fcf914840b75,child,
f71fa1e6-87cf-4997-9bc1-79e082224e7f,AADHAAR-SYN-2496-5236-3301,Saurabh Subramaniam,Saurabh,Subramaniam,Male,1989-06-14,37,Hadmatiya,Gujarat,Mechanic,,married,00641899-cb6e-4cb7-a06e-53e8e135da5e,head,Duplicate entry flagged for review
b97243d8-5458-4ae9-8928-9a34f805e531,AADHAAR-SYN-9565-7348-5718,Aarav Subramaniam,Aarav,Subramaniam,Male,1991-12-16,35,Hadmatiya,Gujarat,Doctor,aarav.dixit@tuta.com,married,00641899-cb6e-4cb7-a06e-53e8e135da5e,spouse,
b24af610-2d8d-4597-b400-5c224281b9ee,AADHAAR-SYN-1199-3896-8680,Satish Subramaniam,Satish,Subramaniam,Male,1995-08-12,31,Hadmatiya,Gujarat,Weaver,satish.ahmed@icloud.com,single,00641899-cb6e-4cb7-a06e-53e8e135da5e,sibling,
9a88128b-a11e-4719-90d9-57dd6d1507f6,AADHAAR-SYN-3035-2077-8255,Manoj Vaidyanathan,Manoj,Vaidyanathan,Male,1962-02-24,64,Hadmatiya,Gujarat,Weaver,manoj.vaidyanathan@icloud.com,single,ded85d5b-f313-4ffe-a261-6934d329f41b,head,
fecebe3d-821d-4461-8f73-50f40303c96c,AADHAAR-SYN-7785-4549-2610,Santosh Tiwari,Santosh,Tiwari,Male,1993-09-27,33,Sukalwadi,Maharashtra,Homemaker,santosh.tiwari@gmail.com,single,cde5195d-3bca-4a9c-b1f9-8bf777c90c02,head,Aadhaar mobile number update pending
7d9588a6-ed36-4e65-a049-b78ff1fed110,AADHAAR-SYN-0603-5715-8297,Parvati Swamy,Parvati,Swamy,Female,1959-02-21,67,Sukalwadi,Maharashtra,Insurance Agent,parvati.swamy@gmail.com,widowed,6cc2b918-bc16-4dbd-b010-3299467a425b,head,Aadhaar mobile number update pending
6e07c906-1153-49c1-9237-6453f147a589,AADHAAR-SYN-8442-3517-0189,Anjana Khanna,Anjana,Khanna,Female,1966-10-06,60,Sukalwadi,Maharashtra,Software Engineer,anjana.khanna@gmail.com,divorced,6cc2b918-bc16-4dbd-b010-3299467a425b,spouse,PAN verification pending
3b2df297-1cf6-4878-9cdd-a165757f4d13,AADHAAR-SYN-6311-0488-3629,Dinesh Sachdeva,Dinesh,Sachdeva,Male,1971-06-18,55,Sukalwadi,Maharashtra,Auto Rickshaw Driver,dinesh.sachdeva@vmware.com,married,6cc2b918-bc16-4dbd-b010-3299467a425b,sibling,
9b9968ed-f49c-4780-9212-f09b9ed9dd66,AADHAAR-SYN-9684-1260-9308,Tanvi Raghavan,Tanvi,Raghavan,Male,1994-04-28,32,Sukalwadi,Maharashtra,Government Clerk,tanvi.raghavan61@gmail.com,single,6cc2b918-bc16-4dbd-b010-3299467a425b,child,
074205e4-695a-49ad-8587-d67af4f735c7,AADHAAR-SYN-6706-3843-5878,Anuj Mukherjee,Anuj,Mukherjee,Male,1995-06-15,31,Sukalwadi,Maharashtra,Retired Government Employee,anuj.mukherjee34@sbcglobal.net,married,6cc2b918-bc16-4dbd-b010-3299467a425b,child,
f1a8d7c2-5601-4f24-9a1e-a4602b9fc452,AADHAAR-SYN-0008-6942-7812,Shashank Shukla,Shashank,Shukla,Male,1986-08-03,40,Sukalwadi,Maharashtra,Plumber,,married,ac4cf388-cc95-4190-affe-802b58defcb5,head,
95b21a34-896e-4a99-ab1f-18b495bd8672,AADHAAR-SYN-7693-1159-3057,Vandana Chauhan,Vandana,Chauhan,Female,1960-01-03,66,Sukalwadi,Maharashtra,Government Clerk,vandana.chauhan80@gmail.com,widowed,a6559cd8-35cb-43cf-95b0-a01cbad4e6e5,head,
f0b9c854-5c74-4e1d-9a3e-d98aad2eb796,AADHAAR-SYN-5731-9870-7460,Pramila Chauhan,Pramila,Chauhan,Female,1963-10-04,63,Sukalwadi,Maharashtra,Fisherman,pramila.shinde@gmail.com,married,a6559cd8-35cb-43cf-95b0-a01cbad4e6e5,spouse,Address updated 2023
a320ee3a-ba3e-40b3-b0e9-2d9266f355fc,AADHAAR-SYN-3591-6609-9771,Prem Chauhan,Prem,Chauhan,Male,1976-01-14,50,Sukalwadi,Maharashtra,Software Engineer,prem.bose@me.com,divorced,a6559cd8-35cb-43cf-95b0-a01cbad4e6e5,child,Address updated 2023
97c19247-87ac-486f-ac15-862d7a702684,AADHAAR-SYN-0157-8110-6447,Dev Chauhan,Dev,Chauhan,Male,1995-08-19,31,Sukalwadi,Maharashtra,Currency Exchange Clerk,dev.natarajan@icloud.com,single,a6559cd8-35cb-43cf-95b0-a01cbad4e6e5,child,
9140c2ff-ada7-4be4-bfc7-25b0945d4bea,AADHAAR-SYN-4449-9992-8657,Aadit Prakash,Aadit,Prakash,Male,1999-09-07,27,Saltighat Gujarpur,West Bengal,Journalist,aadit.prakash9@icloud.com,married,b755d85b-9b88-46b7-8b63-6ff9bffefebd,head,
699e5332-74a6-40da-a531-fc66bae1556e,AADHAAR-SYN-3781-3894-1900,Nilesh Prakash,Nilesh,Prakash,Male,2006-08-18,20,Saltighat Gujarpur,West Bengal,College Student,nilesh.bhandary@gmail.com,single,b755d85b-9b88-46b7-8b63-6ff9bffefebd,spouse,Duplicate entry flagged for review
ffb11dae-2aff-4e98-8384-6b2169e79785,AADHAAR-SYN-7776-5376-0921,Shanti Krishnamurthy,Shanti,Krishnamurthy,Female,1967-03-16,59,Saltighat Gujarpur,West Bengal,Mechanic,shanti.krishnamurthy@icloud.com,married,ab03fa5a-238f-4ffd-9817-a2c106d046f7,head,Duplicate entry flagged for review
d06d2263-8e37-4e7b-8d00-e8d5e0999b11,AADHAAR-SYN-8977-2991-8577,Ajay Krishnamurthy,Ajay,Krishnamurthy,Male,1990-06-20,36,Saltighat Gujarpur,West Bengal,Graphic Designer,,married,ab03fa5a-238f-4ffd-9817-a2c106d046f7,child,Voter ID linked
4f5ce979-ecb2-4e53-b0e3-6c1a025dc4a2,AADHAAR-SYN-3636-4759-9662,Milind Kumar,Milind,Kumar,Male,1965-10-15,61,Kalikrishnagar,Tripura,Delivery Executive,milind.kumar@icloud.com,divorced,1f071d1c-ea9d-4716-a9f8-4e77275a2e5e,head,
1c999a98-2351-4786-bf7d-c1a622ce58c6,AADHAAR-SYN-7837-9829-8608,Vidya Dasgupta,Vidya,Dasgupta,Female,1985-09-25,41,Kalikrishnagar,Tripura,Fisherman,vidya.dasgupta@gmail.com,married,1f071d1c-ea9d-4716-a9f8-4e77275a2e5e,child,Aadhaar mobile number update pending
1b6cec20-660f-4e8c-a927-c4b64d300ec3,AADHAAR-SYN-9077-2622-4936,Alok Saxena,Alok,Saxena,Male,2003-07-16,23,Kalikrishnagar,Tripura,Graphic Designer,alok.saxena78@gmail.com,single,1f071d1c-ea9d-4716-a9f8-4e77275a2e5e,child,Duplicate entry flagged for review
5d819959-67b8-47c8-9d65-bc44c7d4d99b,AADHAAR-SYN-4524-6242-3848,Sameer Pillai,Sameer,Pillai,Male,1947-01-21,79,Kalikrishnagar,Tripura,Postal Worker,sameer.pillai@gmail.com,widowed,148e8fe1-6efc-4f9e-84f9-31567f34a177,head,Aadhaar mobile number update pending
c8388749-8792-499f-8d2c-46c54adc4495,AADHAAR-SYN-9587-6652-6966,Ram Pillai,Ram,Pillai,Male,1960-05-25,66,Kalikrishnagar,Tripura,Police Constable,ram.biswal2@gmail.com,married,148e8fe1-6efc-4f9e-84f9-31567f34a177,spouse,PAN verification pending
e9888f39-cbf1-4770-824b-aa4262afc197,AADHAAR-SYN-4623-9492-9788,Chandan Pillai,Chandan,Pillai,Male,1979-04-25,47,Kalikrishnagar,Tripura,Mechanic,chandan.ganguly@gmail.com,married,148e8fe1-6efc-4f9e-84f9-31567f34a177,child,Address updated 2023
718c8dcc-4632-4831-aa1a-5706160a9a02,AADHAAR-SYN-3483-5311-3434,Dharmesh Pillai,Dharmesh,Pillai,Male,1980-08-05,46,Kalikrishnagar,Tripura,Farmer,,married,148e8fe1-6efc-4f9e-84f9-31567f34a177,child,PAN verification pending
760ca9ec-df70-4aa9-a799-c8069fb2dc29,AADHAAR-SYN-1667-0965-7530,Shobha Pillai,Shobha,Pillai,Female,2000-11-28,26,Kalikrishnagar,Tripura,Mechanic,shobha.upadhyay@sony.com,married,148e8fe1-6efc-4f9e-84f9-31567f34a177,child,Duplicate entry flagged for review
91cd6afb-4617-4190-8d3d-0b5d013a15ca,AADHAAR-SYN-7472-3442-7228,Harish Kaul,Harish,Kaul,Male,1982-11-01,44,Kalikrishnagar,Tripura,Chef,harish.kaul@gmail.com,married,8cf194a1-11e3-4265-ab7d-9b491f8eedf3,head,
ae38c930-a117-47db-80b6-e927f80e043e,AADHAAR-SYN-1658-7016-1675,Taapsee Kaul,Taapsee,Kaul,Female,1997-07-04,29,Kalikrishnagar,Tripura,Electrician,taapsee.swain@microsoft.com,married,8cf194a1-11e3-4265-ab7d-9b491f8eedf3,spouse,Duplicate entry flagged for review
07834000-fe76-48d2-80ce-6b74fc220c82,AADHAAR-SYN-9431-3458-3349,Kali Nair,Kali,Nair,Female,1992-11-12,34,Barbhita,Assam,School Teacher,kali.nair@gmail.com,married,17546e0f-d9b5-450e-9e56-4fe7a35b9206,head,
