address_id,person_id,address_line,location_id,pincode,address_type
d3b1fc2d-c704-4afe-82f9-71768a825c72,e519fc8a-3b2e-4b65-abe6-bb0356808a54,"House No. 220, Raja Ram Mohan Roy Road Enclave, Masgaon",86fefb20-41f1-4cf7-8888-b9afdb990b01,210506,permanent
1ef05dc4-710d-410c-8d6a-677fd1812adc,deae4823-68b5-44b6-964e-e48543f0c8e6,"House No. 80, Atal Bihari Vajpayee Marg Extension, Masgaon",86fefb20-41f1-4cf7-8888-b9afdb990b01,210506,permanent
80b2e4da-df07-4f07-92b7-ef0f77163965,6641b356-0f73-4184-9190-a96424cd43c5,"House No. 80, Atal Bihari Vajpayee Marg Extension, Masgaon",86fefb20-41f1-4cf7-8888-b9afdb990b01,210506,permanent
42e428b6-f31d-4089-9597-5f61b2175973,6641b356-0f73-4184-9190-a96424cd43c5,"House No. 162, Swatantrata Marg Colony, Metwada",0c59af77-a212-46d4-b2dc-84da2b403d3c,466118,work
520cb250-f733-4384-8017-8c4c8d254b7d,39967684-7922-4d5f-a5c0-c1f2a4d2eb10,"House No. 80, Atal Bihari Vajpayee Marg Extension, Masgaon",86fefb20-41f1-4cf7-8888-b9afdb990b01,210506,permanent
01c6dbf8-ff52-4c4b-af7f-4eb4e986a156,7d3c7594-2c8b-4e80-b2c0-0f5c9b86ec99,"House No. 77, Jaipur Road Colony, Mutharasikuppam",c0975979-9043-4963-855f-ca856764a207,632106,permanent
b060c08f-9b01-4005-b9ca-9b6db53c319f,f6a345fd-f373-45ae-897b-3a5e448f0a10,"House No. 176, Rajouri Garden Road, Mutharasikuppam",c0975979-9043-4963-855f-ca856764a207,632106,permanent
00d07a19-6868-4bc2-bd36-b38ef17301d0,c453596c-6636-48eb-9b21-2a9aab157eab,"House No. 176, Rajouri Garden Road, Mutharasikuppam",c0975979-9043-4963-855f-ca856764a207,632106,permanent
cca0c362-981f-4a06-b2ec-9cf07865f6ed,54c82bdd-31ea-4ed6-9d88-87aa3fa602dd,"House No. 273, Station Road Colony, Mutharasikuppam",c0975979-9043-4963-855f-ca856764a207,632106,permanent
46b18f74-7a93-455a-a994-393a1c066922,a58cce80-7076-468f-94d2-5d9da15f955b,"House No. 273, Station Road Colony, Mutharasikuppam",c0975979-9043-4963-855f-ca856764a207,632106,permanent
cd27ba4c-813c-40e2-bb3c-41e48ed5b72c,01a47444-734f-4ef7-a3a4-92fd4f5673d8,"House No. 189, Marine Drive Marg, Kachhwa",5de0aec7-f8dc-425d-8e90-d5e96c9c6fb3,231501,permanent
b5b07bfe-4645-4935-b8e7-5c9021465587,f41f457b-1975-41bc-97f0-d83efefcce31,"House No. 189, Marine Drive Marg, Kachhwa",5de0aec7-f8dc-425d-8e90-d5e96c9c6fb3,231501,permanent
96ad3101-7818-4322-b11f-6f9f3f82b13d,f41f457b-1975-41bc-97f0-d83efefcce31,"House No. 284, Aerocity Lane, Aurangpura",f9e138a1-81a9-4077-9fbb-2529525867ac,451001,current
273e04ba-c3c2-4ecf-ba07-d16f1f7e7b76,67f57f97-1080-4f10-89a8-902ba86ece6f,"House No. 189, Marine Drive Marg, Kachhwa",5de0aec7-f8dc-425d-8e90-d5e96c9c6fb3,231501,permanent
43dea560-917c-4d44-bade-b5181ade44a7,3c7a9e48-11c9-4597-a7d4-fc6136349c43,"House No. 189, Marine Drive Marg, Kachhwa",5de0aec7-f8dc-425d-8e90-d5e96c9c6fb3,231501,permanent
b19d18fb-ece4-44cf-b0cc-4b3228cef1d7,43fbb141-67d7-4de2-8f11-99a6591b1748,"House No. 117, Bellary Road Extension, Kachhwa",5de0aec7-f8dc-425d-8e90-d5e96c9c6fb3,231501,permanent
04f510ee-2786-4633-a023-06fce5ec0780,a0eec687-e78f-40c8-b68d-013ff0f8149c,"House No. 117, Bellary Road Extension, Kachhwa",5de0aec7-f8dc-425d-8e90-d5e96c9c6fb3,231501,permanent
ee9f8516-f4e6-4238-b44c-ea46a11242ff,8970fbd6-6aef-45b0-9c43-bcb423be1445,"House No. 14, Main Road Marg, Kachhwa",5de0aec7-f8dc-425d-8e90-d5e96c9c6fb3,231501,permanent
246cdcb8-2713-4c1d-8bd9-ad9b80c9469a,745b0fba-f5d3-40c3-9aa5-758b06aa1954,"House No. 14, Main Road Marg, Kachhwa",5de0aec7-f8dc-425d-8e90-d5e96c9c6fb3,231501,permanent
69fc0cdb-182e-458f-81d1-2b3dadaeedd8,712178c7-7e72-43da-a358-1a4770b8ddcf,"House No. 14, Main Road Marg, Kachhwa",5de0aec7-f8dc-425d-8e90-d5e96c9c6fb3,231501,permanent
26006851-176c-43f8-b0cb-7bfe6b3d7784,962061f8-7a5c-4543-b468-5740d2455ac9,"House No. 204, Secunderabad Road Street, Kachhwa",5de0aec7-f8dc-425d-8e90-d5e96c9c6fb3,231501,permanent
2832036a-8cc2-425e-928b-0b10be4055dc,5bac2cac-75e9-4981-98e1-8b843874d8fd,"House No. 204, Secunderabad Road Street, Kachhwa",5de0aec7-f8dc-425d-8e90-d5e96c9c6fb3,231501,permanent
5e96482b-ac2c-4c3e-8d59-8bb102af4c64,8f894cdd-94c2-4c60-b0af-002ffeeb7d56,"House No. 90, Paharganj Street, Eja",c72b3670-988d-4140-b70e-75cb3ec17b11,241001,permanent
e614b645-653c-406a-8dc0-c3741b9d1cc6,dd4f5e05-61d1-41cf-8117-8089f01c9c54,"House No. 90, Paharganj Street, Eja",c72b3670-988d-4140-b70e-75cb3ec17b11,241001,permanent
4898a513-6335-4686-a0ed-90c5de54f7b0,7af59a83-c416-4442-9060-f4a577034180,"House No. 90, Paharganj Street, Eja",c72b3670-988d-4140-b70e-75cb3ec17b11,241001,permanent
c8e38725-50ed-4345-9e02-d6c276b7e6d3,9e93689b-011c-49bd-b38e-4270bcbb6dbe,"House No. 90, Paharganj Street, Eja",c72b3670-988d-4140-b70e-75cb3ec17b11,241001,permanent
4af2c8c7-5be2-4072-b465-ba2080355dd9,1625d745-435b-464f-8b41-7bb07e32d54f,"House No. 90, Paharganj Street, Eja",c72b3670-988d-4140-b70e-75cb3ec17b11,241001,permanent
125f59c0-ea03-4c3e-abf6-e294891d4dff,21b3d97c-017c-48d5-bb9d-45ec192822f3,"House No. 101, Sardar Patel Marg Enclave, Yellamalai",c059e218-b273-4941-8842-7fa64f52a475,643228,permanent
1afdf20e-9064-4595-a2b3-16b374d57f6c,1566dfa7-583e-4869-b4e2-ec7267bbbf29,"House No. 101, Sardar Patel Marg Enclave, Yellamalai",c059e218-b273-4941-8842-7fa64f52a475,643228,permanent
ca8be79d-793c-471b-8e3d-110f5d6ae6eb,1566dfa7-583e-4869-b4e2-ec7267bbbf29,"House No. 237, Ishwar Chandra Vidyasagar Road Nagar, Panga",db717a45-5491-48ac-ab83-6c494e47532c,679338,current
ad69d698-5a95-42df-a1ca-64e0866cd459,376f27e4-a6c9-48fb-be55-e53c25f6e965,"House No. 257, Aurobindo Marg Enclave, Yellamalai",c059e218-b273-4941-8842-7fa64f52a475,643228,permanent
5436aaab-342e-47c2-962b-bf3a25c6a647,07723ba6-e0c7-4d35-944b-4ca10f7d77c8,"House No. 257, Aurobindo Marg Enclave, Yellamalai",c059e218-b273-4941-8842-7fa64f52a475,643228,permanent
06f1dcab-9858-43d2-a428-6265fe82bb01,4c7e0c24-796c-4ac8-8674-03843b089a56,"House No. 36, Lala Lajpat Rai Marg Nagar, Yellamalai",c059e218-b273-4941-8842-7fa64f52a475,643228,permanent
bd1161f1-77e2-4fca-94e0-a0663b9b7f89,5316156b-196d-4335-8a2b-336865fd84ef,"House No. 36, Lala Lajpat Rai Marg Nagar, Yellamalai",c059e218-b273-4941-8842-7fa64f52a475,643228,permanent
86b3ab44-4a84-433b-9db8-bfcca394a431,38f3835d-dbc8-4d65-9ac7-7b55580d0924,"House No. 36, Lala Lajpat Rai Marg Nagar, Yellamalai",c059e218-b273-4941-8842-7fa64f52a475,643228,permanent
dfadf394-a3b3-4ca6-ac3a-b1625f6d7a75,a6e01bb6-e7d3-41a8-8e60-51bb1616d131,"House No. 300, Worli Sea Face Lane, Hadmatiya",014215a7-d217-430a-8364-14c98610181e,360110,permanent
0ae832db-e236-4302-ac3d-c58cf1957602,a6e01bb6-e7d3-41a8-8e60-51bb1616d131,"House No. 117, Bhikaji Cama Place Enclave, Lasiyari",a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,246424,current
25e0dc5a-a3c1-424d-9f2d-7ba915ab72e4,301d5ff0-c633-470a-991d-b434ba34b84c,"House No. 300, Worli Sea Face Lane, Hadmatiya",014215a7-d217-430a-8364-14c98610181e,360110,permanent
68a719d7-9a18-479d-9a0e-2c989da0d1c8,53cdddf2-09d4-4405-a72d-eed3c559550a,"House No. 300, Worli Sea Face Lane, Hadmatiya",014215a7-d217-430a-8364-14c98610181e,360110,permanent
c5ecde7c-5bc1-4c81-9d9d-684ea6e498a8,712d9149-66e4-4e37-87a3-98f91e39528b,"House No. 65, Bhulabhai Desai Road Enclave, Hadmatiya",014215a7-d217-430a-8364-14c98610181e,360110,permanent
08337726-1a2e-404f-9e4b-d8122520529f,c1d30be8-ee50-43a5-9786-cad8b0d2fec2,"House No. 65, Bhulabhai Desai Road Enclave, Hadmatiya",014215a7-d217-430a-8364-14c98610181e,360110,permanent
74a68c78-aab4-4185-b3ab-9b3ec966422f,a3ea767d-af72-417a-985f-a19a89b8725a,"House No. 65, Bhulabhai Desai Road Enclave, Hadmatiya",014215a7-d217-430a-8364-14c98610181e,360110,permanent
661d2d12-93a1-4302-8f0c-bd6145eebcc4,6663fe0b-b0ec-457f-8dea-1ab513b8f811,"House No. 65, Bhulabhai Desai Road Enclave, Hadmatiya",014215a7-d217-430a-8364-14c98610181e,360110,permanent
32f1d1df-a0ae-4ae8-bc31-dfc895e514ee,f71fa1e6-87cf-4997-9bc1-79e082224e7f,"House No. 222, B T Road Road, Hadmatiya",014215a7-d217-430a-8364-14c98610181e,360110,permanent
68dbf50e-1039-47f1-9bd9-54810907cabc,b97243d8-5458-4ae9-8928-9a34f805e531,"House No. 222, B T Road Road, Hadmatiya",014215a7-d217-430a-8364-14c98610181e,360110,permanent
b6135565-ad1b-47ad-b50c-f576fbc91bd4,b24af610-2d8d-4597-b400-5c224281b9ee,"House No. 222, B T Road Road, Hadmatiya",014215a7-d217-430a-8364-14c98610181e,360110,permanent
24e63081-d622-4eae-bbb0-f6820275808f,9a88128b-a11e-4719-90d9-57dd6d1507f6,"House No. 264, C R Avenue Road, Hadmatiya",014215a7-d217-430a-8364-14c98610181e,360110,permanent
d7fc2722-01eb-43a0-96ff-7709f3f635b9,fecebe3d-821d-4461-8f73-50f40303c96c,"House No. 158, S P Road Lane, Sukalwadi",dcab7c79-270b-4d35-ad1e-3714b5b3d15b,416534,permanent
532c07f8-4933-4cf9-80f6-27d2a296977d,fecebe3d-821d-4461-8f73-50f40303c96c,"House No. 96, Laxmi Nagar Marg, Tamulichiga",2796f166-4b38-41c0-aa90-df4c3f1d5918,785682,current
30184d0c-6afc-40d9-85fb-173121de2d2e,7d9588a6-ed36-4e65-a049-b78ff1fed110,"House No. 275, Bhikaji Cama Place Colony, Sukalwadi",dcab7c79-270b-4d35-ad1e-3714b5b3d15b,416534,permanent
90c976e8-4b3c-42e4-a4ef-7cdf5e1853aa,6e07c906-1153-49c1-9237-6453f147a589,"House No. 275, Bhikaji Cama Place Colony, Sukalwadi",dcab7c79-270b-4d35-ad1e-3714b5b3d15b,416534,permanent
2d9a34ca-2ecc-4df1-b694-9e9650657832,3b2df297-1cf6-4878-9cdd-a165757f4d13,"House No. 275, Bhikaji Cama Place Colony, Sukalwadi",dcab7c79-270b-4d35-ad1e-3714b5b3d15b,416534,permanent
8f212874-2867-4c14-873c-29905bf31636,9b9968ed-f49c-4780-9212-f09b9ed9dd66,"House No. 275, Bhikaji Cama Place Colony, Sukalwadi",dcab7c79-270b-4d35-ad1e-3714b5b3d15b,416534,permanent
fd2defdc-4d00-4ece-8782-78a59eb15e67,074205e4-695a-49ad-8587-d67af4f735c7,"House No. 275, Bhikaji Cama Place Colony, Sukalwadi",dcab7c79-270b-4d35-ad1e-3714b5b3d15b,416534,permanent
c3f3365b-558f-4ed2-a63b-52eeccadaa90,f1a8d7c2-5601-4f24-9a1e-a4602b9fc452,"House No. 198, Nehru Place Nagar, Sukalwadi",dcab7c79-270b-4d35-ad1e-3714b5b3d15b,416534,permanent
18eab743-f75d-471b-83c9-db35c81ae055,95b21a34-896e-4a99-ab1f-18b495bd8672,"House No. 272, Tonk Road Nagar, Sukalwadi",dcab7c79-270b-4d35-ad1e-3714b5b3d15b,416534,permanent
27d74714-9feb-4361-9747-d0d23bce512a,95b21a34-896e-4a99-ab1f-18b495bd8672,"House No. 181, Nungambakkam High Road Colony, Janawad",677b943d-7828-4146-9dbe-db090c179e46,313333,current
c4b96ece-3e8b-4768-9ee7-9655c5ed5dc4,f0b9c854-5c74-4e1d-9a3e-d98aad2eb796,"House No. 272, Tonk Road Nagar, Sukalwadi",dcab7c79-270b-4d35-ad1e-3714b5b3d15b,416534,permanent
0726cf91-6e5a-4f2c-9391-cb28be0316b1,a320ee3a-ba3e-40b3-b0e9-2d9266f355fc,"House No. 272, Tonk Road Nagar, Sukalwadi",dcab7c79-270b-4d35-ad1e-3714b5b3d15b,416534,permanent
9fd354f4-2215-4b75-b56f-92a83b36ac10,97c19247-87ac-486f-ac15-862d7a702684,"House No. 272, Tonk Road Nagar, Sukalwadi",dcab7c79-270b-4d35-ad1e-3714b5b3d15b,416534,permanent
435283c7-f6d4-4a4e-a6fb-fd68206c7df0,9140c2ff-ada7-4be4-bfc7-25b0945d4bea,"House No. 238, Vinay Marg Lane, Saltighat Gujarpur",943731aa-f7f4-45ff-b9ae-48f396e860e0,711401,permanent
59802a44-a5ca-4409-9dd2-0cb9159d791c,699e5332-74a6-40da-a531-fc66bae1556e,"House No. 238, Vinay Marg Lane, Saltighat Gujarpur",943731aa-f7f4-45ff-b9ae-48f396e860e0,711401,permanent
045e04df-7534-4c96-855e-4153392f2288,ffb11dae-2aff-4e98-8384-6b2169e79785,"House No. 74, Rajpath Nagar, Saltighat Gujarpur",943731aa-f7f4-45ff-b9ae-48f396e860e0,711401,permanent
49d11031-ecc6-4150-a110-e6e4622f66f1,d06d2263-8e37-4e7b-8d00-e8d5e0999b11,"House No. 74, Rajpath Nagar, Saltighat Gujarpur",943731aa-f7f4-45ff-b9ae-48f396e860e0,711401,permanent
83bfad6a-0473-4b2c-841f-fa5e263243dd,4f5ce979-ecb2-4e53-b0e3-6c1a025dc4a2,"House No. 224, Karol Bagh Street, Kalikrishnagar",cc25d34d-0396-4913-b1c3-0766f4f66c68,799132,permanent
f76fad99-f6af-404d-a556-656df7038a5b,4f5ce979-ecb2-4e53-b0e3-6c1a025dc4a2,"House No. 28, Gokhale Road Nagar, Dubara",e137e7b2-7e1e-406d-bd4d-ca4981740883,276301,work
41297b67-960e-490c-b253-8562004bc9a9,1c999a98-2351-4786-bf7d-c1a622ce58c6,"House No. 224, Karol Bagh Street, Kalikrishnagar",cc25d34d-0396-4913-b1c3-0766f4f66c68,799132,permanent
ce061c81-47a2-4ee4-a7da-f0c1d497e9de,1b6cec20-660f-4e8c-a927-c4b64d300ec3,"House No. 224, Karol Bagh Street, Kalikrishnagar",cc25d34d-0396-4913-b1c3-0766f4f66c68,799132,permanent
3114825e-0b82-4d3d-9746-026fcb0590c0,1b6cec20-660f-4e8c-a927-c4b64d300ec3,"House No. 183, C R Avenue Road, Buriya",26761411-cf0a-4118-9225-5d7d50d855c6,135101,current
1d232b76-2abe-4d7b-aef8-4f96c520f5f6,5d819959-67b8-47c8-9d65-bc44c7d4d99b,"House No. 194, Subhash Nagar Street, Kalikrishnagar",cc25d34d-0396-4913-b1c3-0766f4f66c68,799132,permanent
f7b4e6a7-02e2-4957-bcf1-f204f4748e01,5d819959-67b8-47c8-9d65-bc44c7d4d99b,"House No. 248, Patel Chowk Nagar, Moran",5e7265f2-e024-4948-ae97-9577296c20d5,785669,current
bd4fc8f2-61f7-42b4-a32f-b46c48a45c14,c8388749-8792-499f-8d2c-46c54adc4495,"House No. 194, Subhash Nagar Street, Kalikrishnagar",cc25d34d-0396-4913-b1c3-0766f4f66c68,799132,permanent
2a2d459a-f6fd-433b-b0ac-abab886a5600,e9888f39-cbf1-4770-824b-aa4262afc197,"House No. 194, Subhash Nagar Street, Kalikrishnagar",cc25d34d-0396-4913-b1c3-0766f4f66c68,799132,permanent
52b42456-7ca7-4561-a280-3d7b955aea3e,718c8dcc-4632-4831-aa1a-5706160a9a02,"House No. 194, Subhash Nagar Street, Kalikrishnagar",cc25d34d-0396-4913-b1c3-0766f4f66c68,799132,permanent
e158c715-21f0-4926-a47d-1b69f4a7bba7,760ca9ec-df70-4aa9-a799-c8069fb2dc29,"House No. 194, Subhash Nagar Street, Kalikrishnagar",cc25d34d-0396-4913-b1c3-0766f4f66c68,799132,permanent
3592250c-490d-497b-a71f-1f5b7e3abf0d,91cd6afb-4617-4190-8d3d-0b5d013a15ca,"House No. 65, Shahpur Jat Nagar, Kalikrishnagar",cc25d34d-0396-4913-b1c3-0766f4f66c68,799132,permanent
68e4ed76-51e7-42d4-aa41-3b89129eeb19,ae38c930-a117-47db-80b6-e927f80e043e,"House No. 65, Shahpur Jat Nagar, Kalikrishnagar",cc25d34d-0396-4913-b1c3-0766f4f66c68,799132,permanent
ed768346-dcaa-495f-85be-1ec95f2efac3,07834000-fe76-48d2-80ce-6b74fc220c82,"House No. 267, Netaji Subhash Chandra Bose Road Lane, Barbhita",577a7f7d-a1ab-4ae4-a4a4-967c0db47f84,783101,permanent
a4733a82-aa8c-459b-9415-9ac2a09a3059,549aa514-5e8b-486c-b99a-ac0a449bc98e,"House No. 225, Panchsheel Marg Nagar, Barbhita",577a7f7d-a1ab-4ae4-a4a4-967c0db47f84,783101,permanent
95a467ab-9c54-42a6-b176-6482ae09e777,549aa514-5e8b-486c-b99a-ac0a449bc98e,"House No. 260, Paschim Vihar Lane, Khushalpura",9c3ab627-7bf2-4906-a00a-aa7a9d1113bd,394650,current
3491a0b7-0cfb-4f01-bc9a-4af953c7fe45,3dcb8dd5-0888-428b-9965-b49080f53d22,"House No. 225, Panchsheel Marg Nagar, Barbhita",577a7f7d-a1ab-4ae4-a4a4-967c0db47f84,783101,permanent
d56a9d43-b551-47b2-a29b-67657acbaff7,43d397f3-6279-4e7b-b1e1-d2dd053d82d2,"House No. 225, Panchsheel Marg Nagar, Barbhita",577a7f7d-a1ab-4ae4-a4a4-967c0db47f84,783101,permanent
318606e2-3bed-460a-8bab-e0c786e26e96,43d397f3-6279-4e7b-b1e1-d2dd053d82d2,"House No. 273, Karol Bagh Lane, Kedlanagar",ffcdef86-07ee-4f5c-b8fd-a47e6040283d,825325,work
04b90955-6233-4e25-9369-5091f6c3feba,5cfd4624-2057-46b8-8433-475f7f34adfd,"House No. 47, Aurangzeb Road Colony, Barbhita",577a7f7d-a1ab-4ae4-a4a4-967c0db47f84,783101,permanent
34e382d5-e9b1-4973-90ac-b5c67dab8441,ea862a2e-c6f9-4145-a0be-80792bd28d47,"House No. 80, Hazra Road Extension, Thammadapalle",381ae24e-5183-4e34-97d6-ef99f38c569e,518512,permanent
090bae0f-055c-405d-bd72-c8e1ac95783a,cf32ee4c-d024-4cb0-ad3d-343fd4281f72,"House No. 80, Hazra Road Extension, Thammadapalle",381ae24e-5183-4e34-97d6-ef99f38c569e,518512,permanent
b2314914-1e39-4569-8749-5feff7a86123,dc49f805-8eab-470f-bacd-57345748432f,"House No. 80, Hazra Road Extension, Thammadapalle",381ae24e-5183-4e34-97d6-ef99f38c569e,518512,permanent
2dc0fb9e-90ea-473d-96bb-775ab4cd415d,702b93ee-f974-4574-9e24-99180e46c0fe,"House No. 110, Dadabhai Naoroji Road Lane, Laugaon",f0f86fcc-117f-4c6d-8a1e-46c45b1b8072,212621,permanent
92f436b3-db37-406e-90cc-725810052112,e67efc8b-b5d7-4752-ba74-2556fa0680a0,"House No. 110, Dadabhai Naoroji Road Lane, Laugaon",f0f86fcc-117f-4c6d-8a1e-46c45b1b8072,212621,permanent
5347ef8d-dd87-4898-ace4-4b8a56c2c5cb,df8f9173-d8b6-46df-ad3c-2ebcbba09b2e,"House No. 110, Dadabhai Naoroji Road Lane, Laugaon",f0f86fcc-117f-4c6d-8a1e-46c45b1b8072,212621,permanent
448a4046-14b1-4c6c-bd2e-c5770d8bd076,6682d7a0-40b3-4146-9c36-1cf8a8ec6ee9,"House No. 216, Ajmer Road Colony, Laugaon",f0f86fcc-117f-4c6d-8a1e-46c45b1b8072,212621,permanent
46932b24-46ca-4c69-9893-c499a514d887,6682d7a0-40b3-4146-9c36-1cf8a8ec6ee9,"House No. 110, M I Road Colony, Chargola Bazar",b9753cbb-9cd4-451b-9705-22cc5bde2d04,788713,current
7e5b2ce3-7909-409e-b225-4d6e7b0372e9,01ff5430-981d-4acc-b71b-e8eda2603794,"House No. 216, Ajmer Road Colony, Laugaon",f0f86fcc-117f-4c6d-8a1e-46c45b1b8072,212621,permanent
ebbf9bf2-0ccd-4725-a738-db8dedbdf502,b7cff819-060a-449b-852f-b6fa908f7602,"House No. 216, Ajmer Road Colony, Laugaon",f0f86fcc-117f-4c6d-8a1e-46c45b1b8072,212621,permanent
4eaa207a-aa4a-43a1-981d-6eeb0cab9e57,df08f019-1a45-4556-8724-3339c8bbdda0,"House No. 216, Ajmer Road Colony, Laugaon",f0f86fcc-117f-4c6d-8a1e-46c45b1b8072,212621,permanent
57390a78-07bf-4762-b147-018d0678e97d,012daffe-1970-46c9-a13d-c4bacae01ef1,"House No. 57, Nagarjuna Circle Extension, Laugaon",f0f86fcc-117f-4c6d-8a1e-46c45b1b8072,212621,permanent
