report_id,fir_id,case_id,report_date,officer_name,report_type,involved_person_ids,narrative
8acca29e-3a62-439d-b234-ff6e54ae5b46,298e1a21-ae87-4444-9d47-632adec01804,b9787f53-534b-412b-9b7f-7e0190046463,2024-08-10,Geeta Reddy,witness_statement,"94d607d7-3492-48ab-a373-f24cb1390211,38d66af9-6e50-457c-8c19-f962a9c6b435,2090861b-d686-40ef-bb36-c556e162d4dc","On 2024-08-10, pursuant to the ongoing inquiry into the incident registered under FIR at Nawad Police Station dated 2024-06-16, this investigator conducted a follow-up visit to examine financial transaction records linked to Raj Jadhav, Lalit Gupta, and Saraswati Bajaj. During the proceedings, a local commercial establishment owner provided a supplementary statement noting frequent, uncharacteristic late-night meetings between the aforementioned individuals near the disputed scrap yard prior to the altercation. Scrutiny of the recovered ledger entries revealed irregular cash transfers that warrant further technical verification. Consequently, notices have been issued to the concerned parties for formal questioning, and the case status remains under active investigation pending forensic audit reports."
5c04d398-6bd7-43f6-883e-a9042db4fbc3,0ef1e846-a18b-4eae-a50a-2759acf59415,7d104ee8-3694-4a75-ae8d-165f02f3074f,2024-10-04,Nisha Joshi,surveillance_liaison_note,4285df9b-9b16-4ccd-9844-3508c0d49fdc,"On 2024-10-04, this investigator conducted a follow-up surveillance liaison near Chargola Bazar in connection with the ongoing inquiry initiated by complainant Prashant Ghosh on 2024-07-28. Local market vendors corroborated observing frequent, unscheduled interactions between the persons of interest and noted recurring financial ledger exchanges near the regional trade counters. Further procedural review of the digital transaction logs will be undertaken to verify the legitimacy of these payments before submitting the final status report to the magistrate."
f7bb9ee5-bf20-4fd9-b143-0fdea2dbf93a,0ef1e846-a18b-4eae-a50a-2759acf59415,7d104ee8-3694-4a75-ae8d-165f02f3074f,2024-10-01,Arun Iyer,follow_up_investigation,4285df9b-9b16-4ccd-9844-3508c0d49fdc,"On 2024-10-01, the undersigned investigating officer conducted a follow-up inquiry at Chargola Bazar, Assam, regarding the ongoing dispute involving wholesale trader Prashant Ghosh. A local shopkeeper corroborated observing the complainant engaged in tense financial discussions with an unfamiliar associate near the marketplace on multiple prior afternoons. Bank statements obtained under Section 91 CrPC are currently being scrutinized to verify the legitimacy of the alleged monetary demands. The case remains under active investigation to ascertain all facts before final submission of the report."
fb69cea3-d91d-4925-bb23-feadd707541d,c1188677-7f52-441a-91a6-a24b845cf3a9,9e1a4a07-e50c-4870-864f-2d705f28fae5,2025-06-08,Manoj Kumar,surveillance_liaison_note,598b970f-3219-4a29-a843-eb1703d9bcc2,"On 2025-06-08, as part of the ongoing inquiry into the financial fraud reported by complainant Mohit Gill, this investigator conducted a surveillance liaison with local informants and business owners near the Hundapalasapal jurisdiction in Odisha. A secondary witness, operating a nearby establishment, provided a supplementary statement detailing observed patterns of repeated, unscheduled meetings between the persons of interest and external financial associates over the preceding months. Examination of preliminary transaction logs obtained during the liaison indicates several high-value wire transfers routed through intermediary accounts, warranting a deeper forensic audit of the digital ledgers. The case status remains under active investigation, with local patrols instructed to monitor the targeted commercial premises for any further suspicious activity while we await formal banking responses."
628c2f19-17fa-41b6-8da6-e408e85b12ee,068c5bd8-1d30-4e99-8b1e-1d39790e8ee3,a7849323-bce8-46b2-a835-75ac4446df2d,2025-03-30,Suresh Reddy,surveillance_liaison_note,"4556cc56-b8be-4b38-9780-75ecd506fb1d,55cfdf10-a1a9-4735-ae66-8aae4018cb6a,6180b099-5e5e-4247-9219-81bf4309f50f","On 2025-03-30, during the ongoing follow-up investigation concerning the FIR originating from Chormar, Haryana, surveillance liaison was conducted regarding the financial dispute involving Swapna Raina, Abhay Banerjee, and Rishabh Bansal. Local intelligence and fresh witness statements gathered near Chargola Bazar indicated that Banerjee and Bansal were observed holding discreet meetings concerning mutual promissory notes prior to the reported cheque bounce. Financial analysis of the disputed accounts remains inconclusive regarding fraudulent intent, pending bank records from Ichak branches. Next steps involve summoning both individuals for formal statements to clarify the nature of these transactions before submitting the final report."
5399b887-b75e-4cad-b470-9fc5c0021227,068c5bd8-1d30-4e99-8b1e-1d39790e8ee3,a7849323-bce8-46b2-a835-75ac4446df2d,2025-04-10,Kavita Sharma,follow_up_investigation,"4556cc56-b8be-4b38-9780-75ecd506fb1d,55cfdf10-a1a9-4735-ae66-8aae4018cb6a,6180b099-5e5e-4247-9219-81bf4309f50f","On 2025-04-10, the ongoing inquiry into the financial dispute originating from Chormar police jurisdiction proceeded with a detailed review of bank ledgers concerning complainant Swapna Raina, Pharmacist from Chargola Bazar, and respondents Abhay Banerjee, a government clerk from Ichak, and Rishabh Bansal, a commission agent from Ilanganathapuram. A supplementary statement was recorded from a local merchant near the disputed establishment, who corroborated observing repeated financial exchanges and hurried meetings between Banerjee and Bansal during the weeks preceding the cheque-bounce incident. Forensic analysis of the submitted financial instruments revealed subtle discrepancies in endorsement signatures, prompting IO notices for the principal parties to appear for handwriting verification at the district forensic laboratory within three working days."
e7c04eea-d99e-4acc-a695-147096ed1f04,6b7c7eb9-fec6-4eb7-bf8a-3b019048b03b,31b964e9-e0a0-4342-9d40-d7ea00c2e077,2025-06-15,Manoj Joshi,witness_statement,"735b7692-768a-477f-9084-61285d2d750f,454733be-201b-4f37-bdc8-fabcf42fcd20","On 15-06-2025, during the ongoing follow-up inquiry pertaining to the FIR registered at Hundapalasapal Police Station originating from complainant Madhuri Thakur, investigators re-examined financial records and interviewed local associates in Odisha. A secondary witness, operating a commercial establishment near the reported transaction site, provided a supplemental statement noting that scrap dealer Sameer Swamy had been observed holding repeated, clandestine meetings with unfamiliar individuals prior to the incident. Forensic analysis of the digital ledgers recovered from the premises indicates intermittent high-value transfers routed through multiple intermediary accounts, though conclusive evidence of illicit enterprise remains pending. Further procedural action will focus on summoning the aforementioned individuals for formal questioning under Section 91 CrPC and corroborating the transactional timelines with the banking ombudsman."
5008de07-fe57-4b4d-bd22-a15952feaf50,6b7c7eb9-fec6-4eb7-bf8a-3b019048b03b,31b964e9-e0a0-4342-9d40-d7ea00c2e077,2025-05-30,Suresh Rao,follow_up_investigation,"735b7692-768a-477f-9084-61285d2d750f,454733be-201b-4f37-bdc8-fabcf42fcd20","On 30-05-2025, follow-up inquiries were conducted at Hundapalasapal regarding FIR 2025-04-21 involving complainant Madhuri Thakur and person of interest Sameer Swamy. Station House personnel examined recent financial ledgers provided by local informants, which indicated intermittent cash transfers routed through adjacent district accounts. A local shopkeeper corroborated observing frequent interactions between associates of the aforementioned parties near the commercial district last month. Further analysis of the bank statements is currently underway, and summons have been dispatched to additional witnesses to clarify the origin of the disputed referral before submitting the final report."
d81452c7-bc7f-481f-9e4c-1cfcd59cd9c4,7c7ed211-e6f4-4109-a576-4986c9d9ac7a,31b964e9-e0a0-4342-9d40-d7ea00c2e077,2025-01-03,Sunil Iyer,witness_statement,"1edcdcff-eff3-4399-b490-6ece1fd0a750,54c82bdd-31ea-4ed6-9d88-87aa3fa602dd,0337a9aa-5b4f-47e5-8f62-6328af20b19b","On 2025-01-03, pursuant to the ongoing inquiry originating from FIR filed in Hundapalasapal, Odisha, this investigator examined supplementary financial records and recorded a follow-up statement from transport contractor Prem Kamble regarding the transactional dispute between Devesh Rathore and Hriday Malhotra. The witness disclosed having observed multiple hurried exchanges of financial ledgers near the disputed premises, corroborated by ledger entries seized during the recent verification. Further investigative steps will focus on reconciling the disputed bank scrolls and summoning the relevant account signatories for formal questioning."
1e12078a-83cf-4d1b-9a67-02b53ee8427f,7db794f6-6ef2-4e83-b6c5-e7e6256913c2,a7849323-bce8-46b2-a835-75ac4446df2d,2025-01-27,Rajesh Sharma,forensic_report,"8cab76dc-2ec9-4d0f-9aca-8e0e66b20e4b,b3e2dabb-54e4-4cdb-9c2a-0c35250aa2b5","On 2025-01-27, pursuant to FIR registered at Chormar Police Station regarding the financial dispute involving Mayank Sarkar and Sushila Kohli, investigating officers examined bank ledger statements revealing multiple high-value transactions routed through intermediary accounts. A local shopkeeper near the accused's clinic provided a supplementary statement corroborating frequent evening meetings between the involved parties preceding the transaction dates. Further forensic analysis of digital devices is currently underway to ascertain the exact communication trail, and summons have been dispatched to additional financial witnesses for formal questioning."
b091d380-34f3-4403-9854-a5d83190f739,de6dcf0a-0a76-4df7-b417-aeb2e79b3912,31b964e9-e0a0-4342-9d40-d7ea00c2e077,2025-03-26,Anita Joshi,forensic_report,"04d36625-b5aa-4286-a543-bf880a885eb0,8171e26b-7d4e-41ed-a931-f0414f85531a,73afdf7b-f403-4f68-a828-79d245d66657","On 2025-03-26, in connection with the ongoing inquiry originating from FIR filed in Hundapalasapal, Odisha, this investigator examined financial records and forensic logs pertaining to the dishonoured negotiable instrument reported by complainant Jai Chatterjee. A supplementary statement recorded from local weaver Aditya Jain revealed that the accused scrap dealer, Padma Pattnaik, was observed holding frequent, secretive monetary exchanges near the commercial corridor prior to the transaction. Further analysis of bank ledgers indicates a pattern of rapid fund transfers among transient accounts rather than established commercial trade. Efforts are currently underway to trace the ultimate beneficiary of the disputed funds, and summons have been dispatched to secure additional testimonies for the next phase of the investigation."
0a926498-2ad6-4edc-bb66-dd7b2cd54c8b,de6dcf0a-0a76-4df7-b417-aeb2e79b3912,31b964e9-e0a0-4342-9d40-d7ea00c2e077,2025-03-26,Rajesh Patil,follow_up_investigation,"04d36625-b5aa-4286-a543-bf880a885eb0,8171e26b-7d4e-41ed-a931-f0414f85531a,73afdf7b-f403-4f68-a828-79d245d66657","On 2025-03-26, pursuant to the FIR filed in Hundapalasapal concerning the dishonoured negotiable instrument reported by complainant Jai Chatterjee, investigating officers conducted follow-up inquiries involving scrap dealer Padma Pattnaik and weaver Aditya Jain. Financial records obtained from local banking channels indicate a series of fragmented ledger transfers preceding the transaction, aligning with statements from an independent local witness who observed recurring meetings between the persons of interest near the commercial corridor. Further analysis of the disputed instrument and allied digital footprints is currently underway to ascertain intent, and formal notices under Section 41A of the CrPC have been issued to the concerned parties for supplementary questioning."
44527581-32cc-4706-afc8-eaf9a8fcb353,cc493bef-a0bf-4a36-ba02-2c2efd5cae93,31b964e9-e0a0-4342-9d40-d7ea00c2e077,2025-03-13,Deepak Patil,witness_statement,3e42409b-e1ab-442a-9ffd-c75a3f7ddc96,"On 2025-03-13, during the ongoing follow-up inquiry into the FIR originating from Hundapalasapal, Odisha, this investigator recorded an additional statement from a local associate of Anand Rao at Ramnagar Shibpur. The witness corroborated noticing repeated nocturnal financial consultations and atypical ledger handovers involving the complainant and an unidentified entity over the past three months. Subsequent scrutiny of the disputed commercial transfer trail indicates routed communications via intermediary digital wallets, prompting a formal request for technical logs from the cyber cell to ascertain the actual beneficiary."
8070e35e-7e15-46ee-a96a-73ac5ecdcfaf,cc493bef-a0bf-4a36-ba02-2c2efd5cae93,31b964e9-e0a0-4342-9d40-d7ea00c2e077,2025-04-17,Deepak Iyer,forensic_report,3e42409b-e1ab-442a-9ffd-c75a3f7ddc96,"On 2025-04-17, during the ongoing investigation into the disputed commercial transfer reported by complainant Anand Rao, financial forensics revealed a series of fragmented digital routing entries originating from Hundapalasapal, Odisha. A local vendor questioned during the follow-up stated that the complainant had been observed holding prolonged discussions with unfamiliar individuals near the banking premises prior to the incident. Further inquiry into the associated ledger accounts is currently underway to ascertain the legitimacy of the transactions, and the case remains active under procedural review."
c9e3ea66-e987-47a3-bc84-57311e90fee3,458fe578-4ca5-4f97-ac6d-2d6bcb8d24cd,2eb3c08b-8e63-45a6-812a-f99cb3f447ec,2024-07-30,Geeta Sharma,closure_report,f1a8d7c2-5601-4f24-9a1e-a4602b9fc452,"On 2024-07-30, pursuant to the missing person FIR registered on 2024-05-23 by complainant Shashank Shukla at Jakhirpur Police Station, West Bengal, further investigative steps were concluded without uncovering any evidence of foul play. Additional statements recorded from local vendors near Sadar Bazaar corroborated the initial sighting of the individual departing the area voluntarily. Consequently, based on the totality of statements and exhaustive local inquiries, the case has been recommended for closure as no cognizable offense or trace of suspicious activity was established."
c7b50b4d-f3c9-427c-93f8-162a44f2742c,74292d30-721b-4108-bfdc-479d45c648a6,b88a5a6a-4bc9-4957-a08c-d1b0ebf86add,2024-07-06,Anita Singh,follow_up_investigation,30ab5192-7cd4-480c-82c9-14b92065b21e,"On 06-07-2024, the undersigned investigating officer conducted a follow-up inquiry regarding the assault case registered by complainant Akhil Anantharaman on 18-06-2024 within the jurisdiction of Colaba Police Station. Additional statements recorded from local shopkeepers near the Dhamrancha main market corroborated the initial altercation, though no independent witnesses could confirm the specific identities of the assailants due to heavy afternoon crowd congestion. Efforts to trace local CCTV footage yielded no actionable evidence owing to ongoing maintenance shutdowns in the vicinity. Consequently, the case file is recommended for temporary closure pending receipt of new leads, with the complainant formally notified of the current investigative status."
6889865a-b429-48d8-ba22-e3b4fb856c8a,b74d391d-18e9-43f6-9946-d66e1262aa63,d26475b2-a676-4842-b4f5-6beda6d5bbee,2024-04-16,Sunil Singh,witness_statement,"d1ffb102-bd9f-4402-83a6-25026d500874,50f7fbea-3d0f-4a6f-a225-c90d955b7604","On 2024-04-16, during the ongoing routine follow-up regarding the incident reported vide FIR at Dhamrancha, Maharashtra, the investigating team visited the locality to record supplementary statements and verify the movements of accused Anil Rajput, Police Constable from Ujirpur, and complainant Sahil Khatri, Bank Employee from Garentha. Local shopkeepers and eyewitnesses reiterated that a verbal altercation had indeed occurred near the market area, though no fresh physical escalation was observed during the intervening period. The case status remains under active review as local inquiries conclude, and summons will be issued for formal reconciliation proceedings at the police station by the end of the week."
aa62ec13-0d34-4f41-a87b-5555aa69e378,f05ad648-eee7-4241-9f6d-48f7d0dc86ea,a5946d0c-3dd2-4747-87e6-dab3273b8edd,2023-10-26,Vikram Patil,witness_statement,"f4c2cbd3-ce94-4cba-a2c7-c87b4afc0fd0,7d9f96cb-4c17-4959-a040-fb670e93f618","On 2023-10-26, as part of the ongoing routine follow-up regarding the theft reported on 2023-10-21 within the jurisdiction of Cubbon Park Police Station, this investigator recorded an additional statement from witness Arjun Chawla, a chef from Kathania, who corroborated the timeline provided by the complainant Vandana Singh. The undersigned officer observed no signs of forced entry or suspicious lingering near the public pavilion during a re-inspection of the scene, and further localized inquiries yielded no actionable leads. Consequently, the case file remains under active review while local pawn shops and transit hubs in Alas, Maharashtra, continue to be monitored for the recovery of the stolen professional chef kit and valuables."
3f14105b-cbe9-45d9-a90d-feee0c58a9a8,36b5ffd8-17a6-4e49-b8cf-366a7a48dcea,9f427bfa-8665-4e04-a797-aa64f0aeb2eb,2025-02-08,Vikram Patil,witness_statement,350bb542-e27a-4b06-8d0d-59a89b7aee0d,"On 08-02-2025, during the ongoing follow-up investigation related to the FIR registered in Jakhirpur, West Bengal, the undersigned investigating officer re-interviewed local shopkeepers near the Sadar Bazaar incident site regarding the theft reported by college student Reyansh Dubey. Additional statements recorded from nearby vendors corroborated the previous accounts but yielded no new leads on the unidentified suspect or the stolen handbag and mobile phone. In view of the exhausted local inquiries and lack of actionable technical evidence, the case file is being submitted for temporary closure awaiting further leads, with local informants kept briefed for any future developments."
18f93ba9-ae99-4c4f-bf39-d856242a9c00,e9f990a7-59f8-4448-a4a9-fd0b7561f52e,ea69dc0e-e8b8-4189-9283-aff20e64d86e,2025-06-15,Kavita Nair,witness_statement,"94516e6d-f485-41a5-894e-e76411f5cfd2,8e9cc757-8e08-430a-8332-8253a7e50e4a","On 2025-06-15, in connection with the ongoing investigation originating from Singibahar Police Station, Chattisgarh, this investigator re-examined the local vicinity and recorded a supplementary statement from Aadit Patel, a plumber from Garentha, who corroborated the timeline regarding the movement of persons near the market on the day of the incident. Patel noted no suspicious activity involving Dr. Krunal Sandhu's reported property during his morning rounds, offering no new leads to alter the current trajectory of the case. Physical inspection of the site revealed no fresh evidence, and as all available leads regarding the theft and property damage have been exhaustively pursued without identifying a perpetrator, the case file is being recommended for temporary closure pending receipt of new facts."
4230fb49-1999-486b-9fce-11101a2c0d47,640eba83-15f4-4973-8bec-f9c4153952a4,33c1ff2b-8608-413f-8733-80e420625fe5,2024-06-15,Priya Reddy,closure_report,8e67f739-b948-4323-87be-fbb43c956d26,"On 2024-06-15, the investigating officer of Hundapalasapal Police Station conducted a follow-up review regarding the theft reported on 2024-05-10 by complainant Smita Warrier, a school teacher from Marma, Odisha. Further inquiries and localized searches yielded no trace of the stolen personal laptop or gold chain, and neighborhood witnesses corroborated that no suspicious movement was observed near the premises during the relevant timeframe. Due to the lack of substantive leads, technical evidence, or recovery of stolen property, the case has been recommended for closure as untraced, with provisions to reopen should new evidence emerge in the future."
2a62cc7a-8837-4778-88fd-654bfbcd6889,5e3fe99f-125d-4ded-956f-4873710751f2,dc78a2bc-f59d-4e50-ad7e-b613cdf894c2,2024-10-22,Vikram Kumar,closure_report,390152b8-b9d9-4ed2-b694-1f5c77fd664d,"On 2024-10-22, in connection with the ongoing inquiry originating from the earlier FIR filed in Chormar, Haryana, regarding the robbery incident reported by auto rickshaw driver Anika Sinha, this investigating officer conducted a detailed field follow-up. Additional statements recorded from local vendors near the Chormar main market area yielded no conclusive leads or identification of the two unidentified suspects. Consequently, due to the lack of substantive physical or electronic evidence and untraceable leads, the case file is recommended for temporary closure pending receipt of fresh credible information."
43d1df22-61eb-4d2e-8e05-cc76e910d9cf,e336a8ee-8ce4-4c00-b87c-132e40f1ebc0,74dd3ce2-a7b9-4da7-b8a1-52b24fd70e43,2025-05-22,Nisha Nair,follow_up_investigation,"6bfc4329-68a0-4317-9c16-a40b7be04ac2,161c6207-8a06-40d6-8b33-a89d9df56019","On 2025-05-22, the undersigned investigating officer conducted a routine follow-up in Dhamrancha, Maharashtra, regarding the ongoing inquiry linked to the FIR involving Kartik Singhal and Dhruv Pandit. Further discreet inquiries and local neighborhood checks in the vicinity yielded no corroborative evidence of unlawful restraint or altercation as initially alleged. Consequently, the statement of an independent local vendor was recorded, who confirmed observing no such incident on the stated date. With all leads exhausted and no substantial proof forthcoming, the case file is recommended for administrative closure pending higher approval."
5d9adc42-3031-4cde-a807-ebe3d423a147,4b957c16-e66f-4794-9cba-912eb6ffb9b0,c02c1acf-0cd9-41df-8448-9c0e5eebed97,2025-03-05,Nisha Joshi,witness_statement,"3c33163e-b499-4c82-ad32-d522eebc5a38,19fddd5d-fe03-495e-9dfc-a0cd6d93d52d","On 2025-03-05, during the ongoing follow-up investigation concerning the property dispute registered under Alas Police Station, Maharashtra, statements were formally recorded from local witness Aarav Mohapatra, a 34-year-old pharmacist residing in Panar, who corroborated the timeline of events near the disputed location. The undersigned officer observed no signs of active encroachment or fresh altercation during the site inspection conducted earlier today. Consequently, further routine documentation is being annexed to the case file, and the matter is slated for administrative review before final closure submission."
c90dcc98-f4a6-4c97-a3a8-2f9db5db086f,3cc0c9e6-67c2-4bfb-b283-34308c111883,d47201c9-711f-4088-af2a-14e95ccd2b8a,2025-01-22,Anita Iyer,witness_statement,1cc4a8cd-43f4-4668-bff7-0e8e1d57eeed,"On 2025-01-22, in connection with the ongoing inquiry originating from Nawad, Rajasthan, relative to FIR registered by complainant Shankar Rajput, further witness verification was conducted in Kamandanga. The undersigned investigating officer interviewed additional local residents near the reported incident site to corroborate the timeline and circumstances of the alleged theft. No corroborating evidence or leads regarding the stolen property were uncovered during these localized inquiries, and the physical spot inspection yielded no new material facts. Consequently, as all routine investigative avenues have been exhausted without yielding actionable leads, the case file is proposed for formal closure pending supervisory review."
