account_id,person_id,organization_id,account_number,account_type,ifsc_code,opened_date,status
52a85c01-de52-42ad-a08b-2343991a9ea8,da22d3e9-8ebe-4152-94ca-c6259d859ad8,162db169-8d7b-407e-a855-c3ed1753cd2f,0325155426283,savings,PRAG0326472,2018-09-24,active
b9bd9431-c268-4ef5-919d-426946c58922,6bfc4329-68a0-4317-9c16-a40b7be04ac2,af8d2f2c-d3a5-4224-82d8-a44160ddd556,96049963468057,savings,INDR0128039,2019-04-03,active
28f687fa-03ab-4301-bcba-257bb7b4e430,0b96f7c8-c4cb-43cf-aba8-22d1638b549b,995610ee-7319-44cf-91d6-762cbabda860,937409779592,savings,ARYA0965986,2015-09-20,closed
d49c1c88-63b6-4c03-9707-5df9104a2bc3,16817167-1c76-444a-b3c0-c65e54712a2a,74cbcd35-a499-4126-9ef6-5f152493f4c3,789739282614,savings,VIND0754648,2017-10-19,active
ac1b3693-d6fb-41e9-a4c0-532c5297df3f,7d6f20e1-961e-46de-8504-3ea2f6d7692a,74cbcd35-a499-4126-9ef6-5f152493f4c3,081784947188,savings,VIND0710184,2020-11-04,active
c58d7679-cccb-4867-b6a8-6e7ec89a7747,bb92ad30-66e1-4be1-b2ff-cf53d52b6c13,74cbcd35-a499-4126-9ef6-5f152493f4c3,299564360470,savings,VIND0347921,2023-04-03,active
5f32c289-752b-409a-a30c-c9a4d1a78ae1,73afdf7b-f403-4f68-a828-79d245d66657,162db169-8d7b-407e-a855-c3ed1753cd2f,107640131115,savings,PRAG0523502,2016-02-17,active
c1d3c471-7769-43f4-ad08-748b75a622ff,73afdf7b-f403-4f68-a828-79d245d66657,028cd423-18ca-4188-9745-0259bc076a11,7517074091079,savings,KALI0107414,2021-09-13,active
7a5da181-3316-439a-852d-ab1cae9cd86f,73afdf7b-f403-4f68-a828-79d245d66657,b3d110d6-dd86-46e5-afdd-29626fb388bc,5939643034448,current,BHAR0335261,2017-12-07,active
7039190d-4c3b-448a-bb9e-b55d48ab8ff6,3c9c5911-b0c5-46cd-8e9f-f136e566c0be,62caaed0-52b6-4150-8182-69dce04eace6,12212447834746,savings,HIMA0676442,2020-08-17,active
15bf003d-44a9-4cbc-8bc9-d47a2ee1d073,3c9c5911-b0c5-46cd-8e9f-f136e566c0be,3f606703-201b-446a-8ddf-fdde82de8f2e,0940315920509,savings,DAKS0321335,2015-07-08,active
603deec5-33e1-47ab-b87a-482b6f825b20,836fb355-2c29-4670-84f7-d2bbc5a3a9f9,af8d2f2c-d3a5-4224-82d8-a44160ddd556,2394380364213,savings,INDR0481703,2018-03-21,active
039269ca-22b4-4552-97fd-48e7dcccec47,24abd191-d037-4855-b375-7a464e656ced,af8d2f2c-d3a5-4224-82d8-a44160ddd556,653922484704,savings,INDR0124259,2023-01-23,active
f55a6baa-7f07-42aa-a8fa-7bcad369c644,e8b38c53-06e8-4472-92b1-ba4b33753200,b3d110d6-dd86-46e5-afdd-29626fb388bc,29319612823294,current,BHAR0423183,2018-08-29,closed
0ace551c-ec65-4733-8659-d54156031be4,f3cb50b6-edbb-44e2-987c-13cf7b2b22ef,162db169-8d7b-407e-a855-c3ed1753cd2f,552229209938,savings,PRAG0904129,2016-04-23,active
8f9832e0-5003-4543-ae4b-8c15484e29f4,e519fc8a-3b2e-4b65-abe6-bb0356808a54,74cbcd35-a499-4126-9ef6-5f152493f4c3,786226590493069,savings,VIND0232905,2022-05-27,active
beef5a89-bb6c-4f1c-83a8-4dd946e16ab6,deae4823-68b5-44b6-964e-e48543f0c8e6,62caaed0-52b6-4150-8182-69dce04eace6,626772204846,savings,HIMA0324176,2015-08-05,active
da4a40a4-e6e5-422c-adc8-e4e2a82bd3ab,6641b356-0f73-4184-9190-a96424cd43c5,62caaed0-52b6-4150-8182-69dce04eace6,80475663678901,savings,HIMA0379750,2023-02-16,active
b0193b85-ebdc-4b4f-824a-f14d8de12ddf,39967684-7922-4d5f-a5c0-c1f2a4d2eb10,995610ee-7319-44cf-91d6-762cbabda860,0035111010653,savings,ARYA0990872,2019-03-08,active
c88706df-a92f-4f04-a4cd-c8bac39627ab,7d3c7594-2c8b-4e80-b2c0-0f5c9b86ec99,af8d2f2c-d3a5-4224-82d8-a44160ddd556,53536281430194,savings,INDR0140152,2020-12-01,active
9d2dae96-9d3f-4549-ace6-611418e3560a,f6a345fd-f373-45ae-897b-3a5e448f0a10,3f606703-201b-446a-8ddf-fdde82de8f2e,0487633750126,savings,DAKS0232799,2021-04-26,active
bd2eefa2-a166-43e2-af73-307f8c501a74,f6a345fd-f373-45ae-897b-3a5e448f0a10,74cbcd35-a499-4126-9ef6-5f152493f4c3,4163797004920,savings,VIND0326274,2017-12-30,active
555ec1c9-0693-43f0-88ea-68f38d6fd4ff,c453596c-6636-48eb-9b21-2a9aab157eab,62caaed0-52b6-4150-8182-69dce04eace6,960620446998,current,HIMA0546837,2024-07-30,active
2921d06f-8954-4965-ba2e-1f9e8bbb090c,54c82bdd-31ea-4ed6-9d88-87aa3fa602dd,995610ee-7319-44cf-91d6-762cbabda860,02129375218683,savings,ARYA0549383,2021-08-13,active
3b8aa7b1-8b61-476e-a9c4-218757701d6a,54c82bdd-31ea-4ed6-9d88-87aa3fa602dd,3f606703-201b-446a-8ddf-fdde82de8f2e,61563253154752,savings,DAKS0285607,2022-01-08,active
a37d7dc1-5db4-4dbc-8748-2c01e607024a,a58cce80-7076-468f-94d2-5d9da15f955b,028cd423-18ca-4188-9745-0259bc076a11,728949676409184,savings,KALI0542146,2023-09-09,active
019eee0b-c8e1-440f-a598-a5241c362673,01a47444-734f-4ef7-a3a4-92fd4f5673d8,162db169-8d7b-407e-a855-c3ed1753cd2f,7615170514791,savings,PRAG0852377,2023-04-14,closed
9edf668c-d636-46e2-bc58-eb86c37cc7e5,f41f457b-1975-41bc-97f0-d83efefcce31,af8d2f2c-d3a5-4224-82d8-a44160ddd556,40591769844283,savings,INDR0230177,2017-09-11,active
819ded1d-f158-48da-a3a2-87ce134cf56f,67f57f97-1080-4f10-89a8-902ba86ece6f,74cbcd35-a499-4126-9ef6-5f152493f4c3,28617541608252,savings,VIND0902041,2021-04-13,active
476fef92-d0c7-4db0-835c-60f5eacaf95f,3c7a9e48-11c9-4597-a7d4-fc6136349c43,af8d2f2c-d3a5-4224-82d8-a44160ddd556,063944149315825,savings,INDR0202084,2023-01-16,active
9c4138f6-d2a2-466f-9226-5e2c064ea226,43fbb141-67d7-4de2-8f11-99a6591b1748,162db169-8d7b-407e-a855-c3ed1753cd2f,104340907704,savings,PRAG0601314,2023-01-10,active
917da786-4b9e-403d-a37f-0b7bc09ca517,a0eec687-e78f-40c8-b68d-013ff0f8149c,162db169-8d7b-407e-a855-c3ed1753cd2f,183414516418,savings,PRAG0293241,2018-07-18,active
f60afb36-edda-4c0c-a3d4-d45862dfc4d6,8970fbd6-6aef-45b0-9c43-bcb423be1445,74cbcd35-a499-4126-9ef6-5f152493f4c3,311797208134,savings,VIND0813838,2015-09-11,active
2738167e-a413-4688-ab5d-13fceba7f3fa,745b0fba-f5d3-40c3-9aa5-758b06aa1954,74cbcd35-a499-4126-9ef6-5f152493f4c3,4355343583784,savings,VIND0294587,2017-01-02,active
2995424e-f4ee-46dc-b4af-a85f8c7054b3,712178c7-7e72-43da-a358-1a4770b8ddcf,62caaed0-52b6-4150-8182-69dce04eace6,6834717039729,savings,HIMA0546051,2018-01-18,active
24ebd181-33ea-4d53-b484-8fce3da4bebb,962061f8-7a5c-4543-b468-5740d2455ac9,028cd423-18ca-4188-9745-0259bc076a11,78384894543481,savings,KALI0141387,2018-12-30,active
afb6c07f-d560-4e6a-adbc-82916b720358,5bac2cac-75e9-4981-98e1-8b843874d8fd,b3d110d6-dd86-46e5-afdd-29626fb388bc,38887436678211,savings,BHAR0624468,2019-07-25,active
f2ae8c98-ec54-4039-8c45-410096caf453,8f894cdd-94c2-4c60-b0af-002ffeeb7d56,995610ee-7319-44cf-91d6-762cbabda860,76827072531580,savings,ARYA0374303,2017-05-29,active
542070c8-6367-40f1-9a2a-dbe312cd4f08,dd4f5e05-61d1-41cf-8117-8089f01c9c54,995610ee-7319-44cf-91d6-762cbabda860,110340369763,savings,ARYA0435848,2019-12-21,active
90d19564-5ea6-46de-ab2e-c7597f4eb516,7af59a83-c416-4442-9060-f4a577034180,af8d2f2c-d3a5-4224-82d8-a44160ddd556,62754485267247,current,INDR0404163,2023-08-03,active
628dcaea-e5dc-42e3-b075-9a0ff6dacf75,7af59a83-c416-4442-9060-f4a577034180,62caaed0-52b6-4150-8182-69dce04eace6,9800534831834,savings,HIMA0150358,2024-01-07,active
2cd55153-b8bf-4d7d-ba7e-397bc6abb89d,9e93689b-011c-49bd-b38e-4270bcbb6dbe,995610ee-7319-44cf-91d6-762cbabda860,8118446579985,current,ARYA0397402,2024-04-05,active
733a4cde-b54d-492c-b85c-f2a3f239c05d,1625d745-435b-464f-8b41-7bb07e32d54f,162db169-8d7b-407e-a855-c3ed1753cd2f,17431602423545,savings,PRAG0148884,2021-04-21,active
53b9e63f-cac5-40af-91c9-592b20f4ef74,21b3d97c-017c-48d5-bb9d-45ec192822f3,028cd423-18ca-4188-9745-0259bc076a11,7046418086649,current,KALI0654186,2023-03-13,active
c609c38b-617f-4a1f-9bfe-e17f6f187328,21b3d97c-017c-48d5-bb9d-45ec192822f3,3f606703-201b-446a-8ddf-fdde82de8f2e,0212899464010,savings,DAKS0681245,2021-12-22,active
5ec5138f-44f0-4381-b03a-ebc281803eb9,1566dfa7-583e-4869-b4e2-ec7267bbbf29,62caaed0-52b6-4150-8182-69dce04eace6,9359784343131,savings,HIMA0457574,2015-12-11,active
ab4ebb87-f2f1-4764-9538-9b5d7504b106,376f27e4-a6c9-48fb-be55-e53c25f6e965,995610ee-7319-44cf-91d6-762cbabda860,391748992655,savings,ARYA0229754,2021-06-20,active
847f1011-51f7-47fd-a88e-2da853b6f1fe,07723ba6-e0c7-4d35-944b-4ca10f7d77c8,b3d110d6-dd86-46e5-afdd-29626fb388bc,751408781676,savings,BHAR0612836,2023-09-23,active
8dd75369-3365-484a-80a3-5254491c9c05,4c7e0c24-796c-4ac8-8674-03843b089a56,162db169-8d7b-407e-a855-c3ed1753cd2f,81717093166087,savings,PRAG0895880,2022-09-29,active
2dc01ec4-ea8a-4723-ab8a-e3c03de28115,5316156b-196d-4335-8a2b-336865fd84ef,3f606703-201b-446a-8ddf-fdde82de8f2e,2188266836495,savings,DAKS0783144,2021-07-21,active
156cbad4-9554-46ed-b388-96891bd7513d,38f3835d-dbc8-4d65-9ac7-7b55580d0924,af8d2f2c-d3a5-4224-82d8-a44160ddd556,50873548563645,savings,INDR0384169,2019-07-27,active
bb968771-5db3-4de9-8df8-7076485a1701,a6e01bb6-e7d3-41a8-8e60-51bb1616d131,028cd423-18ca-4188-9745-0259bc076a11,9953625800323,savings,KALI0212743,2022-03-08,active
80ee4baa-a14a-472c-ae13-be1d11574afc,301d5ff0-c633-470a-991d-b434ba34b84c,b3d110d6-dd86-46e5-afdd-29626fb388bc,382245895358,savings,BHAR0972894,2018-10-21,active
624451eb-a835-4697-a772-d6d9948ddc13,53cdddf2-09d4-4405-a72d-eed3c559550a,af8d2f2c-d3a5-4224-82d8-a44160ddd556,4608076973260,savings,INDR0747604,2023-02-14,active
e6a897fb-7fdb-4a76-b7d8-45f670dc0ff0,712d9149-66e4-4e37-87a3-98f91e39528b,af8d2f2c-d3a5-4224-82d8-a44160ddd556,1183778438831,savings,INDR0874231,2016-05-27,active
76446f75-4a2d-4929-afb3-c185be3bccc9,c1d30be8-ee50-43a5-9786-cad8b0d2fec2,b3d110d6-dd86-46e5-afdd-29626fb388bc,124861655968484,savings,BHAR0494483,2021-11-07,active
8d0f7fe4-6b95-4bb6-abde-5d55973926d1,a3ea767d-af72-417a-985f-a19a89b8725a,af8d2f2c-d3a5-4224-82d8-a44160ddd556,9024780384749,current,INDR0787014,2024-02-12,active
2c2111aa-a21b-4b49-8248-f495fa4120fe,6663fe0b-b0ec-457f-8dea-1ab513b8f811,028cd423-18ca-4188-9745-0259bc076a11,30148160611344,savings,KALI0442617,2015-07-14,active
f48e078e-e371-46c8-87c6-7d06e7bd32a9,f71fa1e6-87cf-4997-9bc1-79e082224e7f,028cd423-18ca-4188-9745-0259bc076a11,0335067545652,savings,KALI0645431,2020-08-05,active
f8ae8fff-e4b7-4c74-a565-4c05e32bfd0d,b97243d8-5458-4ae9-8928-9a34f805e531,af8d2f2c-d3a5-4224-82d8-a44160ddd556,85110054161222,savings,INDR0302581,2019-07-17,active
f323e634-be73-4fa7-b374-605c253dfbb2,b24af610-2d8d-4597-b400-5c224281b9ee,3f606703-201b-446a-8ddf-fdde82de8f2e,90379378421440,savings,DAKS0333827,2024-08-21,active
c0fe0dbd-5069-443d-a46f-bcd7f8c40bab,9a88128b-a11e-4719-90d9-57dd6d1507f6,162db169-8d7b-407e-a855-c3ed1753cd2f,8537310155361,savings,PRAG0251082,2016-03-29,active
825833e4-7fbe-4a5f-836b-f00435340b6b,fecebe3d-821d-4461-8f73-50f40303c96c,028cd423-18ca-4188-9745-0259bc076a11,6350987223611,savings,KALI0935717,2020-02-11,active
32b1730c-f2b3-441c-8a89-0b9518c4555a,7d9588a6-ed36-4e65-a049-b78ff1fed110,995610ee-7319-44cf-91d6-762cbabda860,6480048716374,savings,ARYA0235894,2016-05-25,active
be048497-d17c-4607-8bcc-be5349e3af16,6e07c906-1153-49c1-9237-6453f147a589,af8d2f2c-d3a5-4224-82d8-a44160ddd556,2191538629339,savings,INDR0632600,2016-06-04,active
fde6f1cb-bffd-4929-bb92-f64388b74d89,3b2df297-1cf6-4878-9cdd-a165757f4d13,b3d110d6-dd86-46e5-afdd-29626fb388bc,12491784186535,current,BHAR0918470,2024-10-04,active
a062289e-d0ed-448d-a47d-5f98e5fadcda,9b9968ed-f49c-4780-9212-f09b9ed9dd66,3f606703-201b-446a-8ddf-fdde82de8f2e,844412688629733,savings,DAKS0364953,2022-05-16,active
c0043fc7-31d4-4a6e-8cb5-0e999cf5d05c,074205e4-695a-49ad-8587-d67af4f735c7,162db169-8d7b-407e-a855-c3ed1753cd2f,743130067674,savings,PRAG0468339,2020-10-17,active
d772631d-57d8-44a3-a4bb-d92bbdc21222,f1a8d7c2-5601-4f24-9a1e-a4602b9fc452,162db169-8d7b-407e-a855-c3ed1753cd2f,51690653900936,savings,PRAG0828836,2018-07-23,active
7ed10a5e-44f7-4805-83d0-b738e08b64b1,95b21a34-896e-4a99-ab1f-18b495bd8672,62caaed0-52b6-4150-8182-69dce04eace6,660935155145,current,HIMA0993478,2016-10-26,active
4b415ee6-8c9e-4550-a9f1-9c73b5879e80,f0b9c854-5c74-4e1d-9a3e-d98aad2eb796,74cbcd35-a499-4126-9ef6-5f152493f4c3,730637516960,savings,VIND0498470,2024-06-23,active
f6b89e39-c0d9-48f8-9696-5dd24622f3e1,a320ee3a-ba3e-40b3-b0e9-2d9266f355fc,62caaed0-52b6-4150-8182-69dce04eace6,7915335031724,savings,HIMA0822865,2020-03-16,active
b7c4a05d-6415-4cb8-adf5-b117e22d3f60,9140c2ff-ada7-4be4-bfc7-25b0945d4bea,028cd423-18ca-4188-9745-0259bc076a11,3622209472147,savings,KALI0555638,2022-08-24,active
2a182c21-2001-4156-b0f7-aa3792125ce6,699e5332-74a6-40da-a531-fc66bae1556e,3f606703-201b-446a-8ddf-fdde82de8f2e,0991578741140,savings,DAKS0904944,2018-02-28,active
be75c159-77f9-48b9-aca3-8b1191fbef31,ffb11dae-2aff-4e98-8384-6b2169e79785,3f606703-201b-446a-8ddf-fdde82de8f2e,6257315562229,current,DAKS0586656,2023-10-02,active
d5bcefe8-b969-4c80-9f16-a41390d49337,ffb11dae-2aff-4e98-8384-6b2169e79785,62caaed0-52b6-4150-8182-69dce04eace6,76803445509768,savings,HIMA0903883,2019-06-17,active
adb5a25f-e4c7-4ab7-af1e-249faa426241,d06d2263-8e37-4e7b-8d00-e8d5e0999b11,62caaed0-52b6-4150-8182-69dce04eace6,68730776042406,current,HIMA0182392,2020-11-13,active
8050ed21-74c3-4161-8792-0a0b7244f806,4f5ce979-ecb2-4e53-b0e3-6c1a025dc4a2,3f606703-201b-446a-8ddf-fdde82de8f2e,9852674366336,savings,DAKS0184512,2016-09-22,dormant
62404d2a-6b63-42fe-b0e0-b184534af5e3,1c999a98-2351-4786-bf7d-c1a622ce58c6,995610ee-7319-44cf-91d6-762cbabda860,0582087699281,savings,ARYA0862768,2018-01-13,active
88b28964-71a6-4174-9339-977a308d3057,1b6cec20-660f-4e8c-a927-c4b64d300ec3,028cd423-18ca-4188-9745-0259bc076a11,18432304288036,savings,KALI0700766,2021-07-09,active
4373f5d1-612f-4c74-83da-05a4ab58b3c0,5d819959-67b8-47c8-9d65-bc44c7d4d99b,af8d2f2c-d3a5-4224-82d8-a44160ddd556,78630979262857,savings,INDR0781269,2024-11-24,active
6b758131-72d2-4410-a34b-80f1cf1f238b,5d819959-67b8-47c8-9d65-bc44c7d4d99b,b3d110d6-dd86-46e5-afdd-29626fb388bc,62685588876359,savings,BHAR0604940,2017-08-11,active
6f91cb4a-4ef8-44a7-a40b-1d6f7664c43b,c8388749-8792-499f-8d2c-46c54adc4495,3f606703-201b-446a-8ddf-fdde82de8f2e,263579855624,savings,DAKS0263466,2018-01-10,dormant
de789b89-16ec-4e0e-8f08-ddead78598ec,e9888f39-cbf1-4770-824b-aa4262afc197,62caaed0-52b6-4150-8182-69dce04eace6,1590193722892,savings,HIMA0752351,2016-03-16,active
f9982138-d31b-4bee-a38b-5a9accee34be,718c8dcc-4632-4831-aa1a-5706160a9a02,b3d110d6-dd86-46e5-afdd-29626fb388bc,8706367234078,savings,BHAR0639954,2019-08-08,active
69c3d382-8cb9-427e-b422-c1887fdad9c1,760ca9ec-df70-4aa9-a799-c8069fb2dc29,b3d110d6-dd86-46e5-afdd-29626fb388bc,339620443500,savings,BHAR0926641,2021-06-18,dormant
f0ad09ae-f7b1-4d83-92a6-a5a7aa21b3d3,91cd6afb-4617-4190-8d3d-0b5d013a15ca,af8d2f2c-d3a5-4224-82d8-a44160ddd556,7879400902983,savings,INDR0123192,2019-04-03,active
9ad4ca83-c3e1-4f7e-9277-dd2b022c2e86,ae38c930-a117-47db-80b6-e927f80e043e,3f606703-201b-446a-8ddf-fdde82de8f2e,4338723420350,savings,DAKS0160511,2022-01-15,active
1a59a0c4-0337-44d2-8af5-a3bbbb59990a,07834000-fe76-48d2-80ce-6b74fc220c82,b3d110d6-dd86-46e5-afdd-29626fb388bc,566792153470375,savings,BHAR0136682,2020-03-24,active
a812a61b-d387-45bc-a379-a5d1a01bc2a9,549aa514-5e8b-486c-b99a-ac0a449bc98e,3f606703-201b-446a-8ddf-fdde82de8f2e,671346474179,savings,DAKS0488775,2018-05-05,active
f697084c-95a3-4b62-9d36-eac35023bf67,3dcb8dd5-0888-428b-9965-b49080f53d22,af8d2f2c-d3a5-4224-82d8-a44160ddd556,0206561097355,savings,INDR0464242,2018-05-06,active
2f0ed05a-a627-458d-9842-fabec296b97d,43d397f3-6279-4e7b-b1e1-d2dd053d82d2,af8d2f2c-d3a5-4224-82d8-a44160ddd556,99843161650978,current,INDR0427823,2022-08-04,active
8e067137-547a-488f-95ad-3580abec346a,43d397f3-6279-4e7b-b1e1-d2dd053d82d2,162db169-8d7b-407e-a855-c3ed1753cd2f,5889863591044,savings,PRAG0524678,2020-02-08,active
bba5bd42-29bf-4dc6-bdd0-006dd8a786b6,5cfd4624-2057-46b8-8433-475f7f34adfd,028cd423-18ca-4188-9745-0259bc076a11,015275035050,savings,KALI0377300,2016-03-10,active
2ad9538c-f42b-429d-aa7c-162f93861bd5,ea862a2e-c6f9-4145-a0be-80792bd28d47,74cbcd35-a499-4126-9ef6-5f152493f4c3,89667363549367,savings,VIND0432455,2022-01-03,active
6ba3e2fa-1c48-4e4a-ab41-4ff30d765f07,cf32ee4c-d024-4cb0-ad3d-343fd4281f72,62caaed0-52b6-4150-8182-69dce04eace6,3111783179857,current,HIMA0725324,2019-09-17,active
6b917359-ab0a-421a-9a4e-0eddd6db0edd,dc49f805-8eab-470f-bacd-57345748432f,b3d110d6-dd86-46e5-afdd-29626fb388bc,63153918796948,current,BHAR0963788,2020-02-25,active
9d962fde-1647-4491-94a1-1fea23b1a618,e67efc8b-b5d7-4752-ba74-2556fa0680a0,af8d2f2c-d3a5-4224-82d8-a44160ddd556,9331949633343,savings,INDR0738676,2020-03-04,active
85c5e9d6-d381-44b5-87e0-b11562e0cfcd,df8f9173-d8b6-46df-ad3c-2ebcbba09b2e,62caaed0-52b6-4150-8182-69dce04eace6,54718040341488,savings,HIMA0777505,2017-07-19,active
2e960e38-4d22-44f4-8eb0-6c85fe1d0b08,6682d7a0-40b3-4146-9c36-1cf8a8ec6ee9,162db169-8d7b-407e-a855-c3ed1753cd2f,14305159752480,savings,PRAG0261431,2024-03-22,active
442c3f5a-e9b2-485c-975a-2c0936a4aff8,6682d7a0-40b3-4146-9c36-1cf8a8ec6ee9,b3d110d6-dd86-46e5-afdd-29626fb388bc,705094849205834,savings,BHAR0533317,2017-12-08,active
869c92fb-8550-4d44-b811-9a2da157dc63,01ff5430-981d-4acc-b71b-e8eda2603794,af8d2f2c-d3a5-4224-82d8-a44160ddd556,2588145922153,savings,INDR0740215,2015-03-19,active
500245d4-6824-47d5-a50c-9659471caf95,b7cff819-060a-449b-852f-b6fa908f7602,62caaed0-52b6-4150-8182-69dce04eace6,638622080081,current,HIMA0416844,2020-10-19,active
b94baf7e-cceb-43bb-a633-118b052641ea,df08f019-1a45-4556-8724-3339c8bbdda0,3f606703-201b-446a-8ddf-fdde82de8f2e,734269670463,savings,DAKS0853833,2024-06-25,active
01e8183f-d995-43bd-aa1e-8928ed9a791b,df08f019-1a45-4556-8724-3339c8bbdda0,162db169-8d7b-407e-a855-c3ed1753cd2f,569955225157075,savings,PRAG0579784,2020-03-09,active
dc6407e3-fd4e-4f65-8e41-645d4bb80d89,012daffe-1970-46c9-a13d-c4bacae01ef1,62caaed0-52b6-4150-8182-69dce04eace6,77518632765948,savings,HIMA0609993,2016-08-05,active
b7904236-82f8-4ff4-bcd8-b013a0067ea5,cb8afa22-9dcc-4a1f-bff4-ecc5cc58751b,af8d2f2c-d3a5-4224-82d8-a44160ddd556,16571175793758,savings,INDR0133345,2016-02-04,active
cdef1806-a204-477e-bb7c-206b1c0983ac,f9082f71-b52c-4e51-b39a-abd8b62427ca,af8d2f2c-d3a5-4224-82d8-a44160ddd556,006908731811,savings,INDR0181754,2015-03-11,closed
da20cc3a-5f77-478c-83e8-3b9285672361,75680bcc-ed61-4f6b-82cc-ee0ee0cc0418,b3d110d6-dd86-46e5-afdd-29626fb388bc,66612595947971,current,BHAR0751297,2015-07-13,active
8ed6f422-afa2-416e-88bb-384958cd7a6f,e2d76151-3686-452b-b77e-22284bd5ee00,3f606703-201b-446a-8ddf-fdde82de8f2e,66990504401417,current,DAKS0720959,2023-12-19,active
6bb22b46-b455-4dc5-823c-571e31225f12,7d7a9547-367c-47ec-8c5c-05fb43f36340,028cd423-18ca-4188-9745-0259bc076a11,509040557226293,savings,KALI0761357,2019-11-01,active
babbdd6d-f2a5-426b-8a0d-d84481d2f5fa,11f66c15-42c7-4d15-9e72-09f72d5ac4bf,74cbcd35-a499-4126-9ef6-5f152493f4c3,104012885910013,savings,VIND0673765,2015-05-08,active
51e4ee91-98fe-4376-9d6a-d3d81c9f69d8,53d50e04-c90d-47d2-8f09-955a737af76e,af8d2f2c-d3a5-4224-82d8-a44160ddd556,4543461568090,savings,INDR0446714,2016-08-20,active
acc6495a-567c-482d-ad02-d6eb97f391d9,2079b283-a7d9-4c89-9be5-31d74e456d99,3f606703-201b-446a-8ddf-fdde82de8f2e,0547020743572,savings,DAKS0259451,2020-07-07,active
94cec486-6bee-442d-aeae-8d152c0bc73d,9a4680dd-40f5-4b82-aa4c-99ee4feb8599,3f606703-201b-446a-8ddf-fdde82de8f2e,91908150988071,savings,DAKS0734336,2020-08-27,active
5cd936da-82b6-4d03-bb77-282ac1438b69,59b6287b-4b20-4b6f-a0b3-d60ecf53823d,b3d110d6-dd86-46e5-afdd-29626fb388bc,15575647060199,current,BHAR0660588,2016-06-06,active
1990f4de-5956-4309-9175-cfbf28ed7e50,8168a6dd-e43e-4aa9-a49c-8f2189f923be,b3d110d6-dd86-46e5-afdd-29626fb388bc,337516039035,savings,BHAR0569190,2023-01-23,active
63d40778-20a9-4b24-8d0e-3c8278bac63b,50f7fbea-3d0f-4a6f-a225-c90d955b7604,74cbcd35-a499-4126-9ef6-5f152493f4c3,647957158408,current,VIND0624286,2020-04-24,active
1828fdb9-9835-4242-962f-8ec22ea736ef,dcec1ec7-22d1-4f2e-84c3-77c259c5a64f,62caaed0-52b6-4150-8182-69dce04eace6,889729477106,savings,HIMA0121681,2015-04-15,active
6c58b6f0-ad7e-4322-bed2-54769008027b,40d2d75f-cb6f-4851-ac2b-5a944fd70a7b,af8d2f2c-d3a5-4224-82d8-a44160ddd556,9216016357509,current,INDR0687527,2018-12-09,active
d60e5309-8330-4c38-b7db-6dbf0f565f6d,6a04491d-36e6-45f3-a428-ed6c96715aab,62caaed0-52b6-4150-8182-69dce04eace6,9356843171507,savings,HIMA0192766,2018-08-14,active
f2503745-d2b7-4133-8e81-4f13aea97e74,bff07c3e-99b6-4e90-b956-a2a3d0d834be,62caaed0-52b6-4150-8182-69dce04eace6,2074738940528,savings,HIMA0540565,2022-07-17,active
