fir_id,fir_number,case_id,filed_date,location_id,primary_complainant_person_id,involved_person_ids,narrative,status
6b7c7eb9-fec6-4eb7-bf8a-3b019048b03b,FIR/OD/2025/1010,31b964e9-e0a0-4342-9d40-d7ea00c2e077,2025-04-21,0f50f615-7033-4550-b3c0-1327c1c40070,735b7692-768a-477f-9084-61285d2d750f,"735b7692-768a-477f-9084-61285d2d750f,454733be-201b-4f37-bdc8-fabcf42fcd20","On 2025-04-21 at approximately 1430 hours, complainant Madhuri Thakur, a 29-year-old Freight Forwarding Agent residing in Rajapur, Karnataka, approached the Hundapalasapal Police Station regarding a suspicious financial transaction referral originating near the Connaught Place Police Station area. The complainant stated that accused Sameer Swamy, a 77-year-old Scrap Dealer residing in E.Kottapatty, Tamil Nadu, allegedly facilitated fraudulent monetary transfers involving bounced negotiable instruments and unauthorized bank clearances. A local shopkeeper corroborated observing motorcycle registration KA33EE4664 and motorcycle registration TN22YS0997 parked near the disputed commercial establishment during the transaction hours, with digital payment logs and physical cheque leaves seized as initial evidence. Preliminary investigation notes indicate that bank statements are currently being scrutinized to trace the beneficiaries and establish the exact cash flow trail.",pending_trial
7c7ed211-e6f4-4109-a576-4986c9d9ac7a,FIR/OD/2024/1011,31b964e9-e0a0-4342-9d40-d7ea00c2e077,2024-11-06,0f50f615-7033-4550-b3c0-1327c1c40070,1edcdcff-eff3-4399-b490-6ece1fd0a750,"1edcdcff-eff3-4399-b490-6ece1fd0a750,54c82bdd-31ea-4ed6-9d88-87aa3fa602dd,0337a9aa-5b4f-47e5-8f62-6328af20b19b","On 2024-11-06 at approximately 1430 hours, complainant Devesh Rathore reported a suspicious financial transaction and cheque-bounce dispute originating near Connaught Place Police Station under the jurisdiction of Hundapalasapal Police Station, Odisha. The complainant alleged that accused Hriday Malhotra issued a fraudulent negotiable instrument regarding currency exchange operations involving transport contractor Prem Kamble, who was present during the transaction utilizing a car bearing registration TN43UV6477. A local shopkeeper corroborated the presence of the involved parties and the exchange of disputed documents near the commercial establishment. Investigating officers recovered the dishonored cheque and related bank referral slips from the scene as primary evidence. Preliminary inquiry has commenced under applicable legal provisions to ascertain the flow of funds and establish individual liabilities.",chargesheet_filed
7db794f6-6ef2-4e83-b6c5-e7e6256913c2,FIR/HA/2024/1012,a7849323-bce8-46b2-a835-75ac4446df2d,2024-11-23,3882bfc6-6f3e-42f1-acd5-875175110e2b,8cab76dc-2ec9-4d0f-9aca-8e0e66b20e4b,"8cab76dc-2ec9-4d0f-9aca-8e0e66b20e4b,b3e2dabb-54e4-4cdb-9c2a-0c35250aa2b5","On 2024-11-23 at approximately 1430 hours, complainant Mayank Sarkar, a 27-year-old Freight Forwarding Agent residing in Rahaniyaganj, Odisha, reported to the Chormar Police Station regarding a financial cheating dispute involving accused Sushila Kohli, a 41-year-old Doctor residing in Kotaseetharampuram, Andhra Pradesh, concerning a dishonoured cheque and suspicious bank transaction near Karol Bagh Police Station jurisdiction. The incident was partially witnessed by a local grocery shopkeeper who observed a verbal altercation near a parked motorcycle bearing registration AP38CA6065, from which disputed financial documents were recovered as preliminary evidence. Investigation notes indicate that bank statements and the bounced negotiable instrument have been seized for forensic examination, and notices under section 41A CrPC are being dispatched to the accused for formal questioning.",under_investigation
de6dcf0a-0a76-4df7-b417-aeb2e79b3912,FIR/OD/2025/1013,31b964e9-e0a0-4342-9d40-d7ea00c2e077,2025-02-21,0f50f615-7033-4550-b3c0-1327c1c40070,04d36625-b5aa-4286-a543-bf880a885eb0,"04d36625-b5aa-4286-a543-bf880a885eb0,8171e26b-7d4e-41ed-a931-f0414f85531a,73afdf7b-f403-4f68-a828-79d245d66657","On 2025-02-21 during afternoon hours near the main commercial corridor of Connaught Place Police Station area within Hundapalasapal jurisdiction, complainant Jai Chatterjee reported a suspicious financial transaction involving a dishonoured negotiable instrument and alleged cheating by Padma Pattnaik and Aditya Jain. The primary evidence recovered at the scene included a disputed banking instrument and ledger entries corroborated by an independent local shopkeeper who acted as an initial witness. A preliminary check of local surveillance captured movement linked to motorcycle registration KA44NX5267 and truck registration KA28WU3387 near the transaction site. Investigation notes indicate that bank statements have been requisitioned for forensic auditing and formal summons are being issued to the named respondents.",chargesheet_filed
cc493bef-a0bf-4a36-ba02-2c2efd5cae93,FIR/OD/2025/1014,31b964e9-e0a0-4342-9d40-d7ea00c2e077,2025-02-16,0f50f615-7033-4550-b3c0-1327c1c40070,3e42409b-e1ab-442a-9ffd-c75a3f7ddc96,3e42409b-e1ab-442a-9ffd-c75a3f7ddc96,"On 2025-02-16 at approximately 1430 hours, complainant Anand Rao, a 36-year-old female Import-Export Consultant residing in Ramnagar Shibpur, West Bengal, reported a suspicious transaction referral from a bank regarding a disputed commercial transfer originating near Connaught Place Police Station under the jurisdiction of Hundapalasapal Police Station, Odisha. The complainant alleged that a payment instrument was dishonored under deceptive circumstances following a business transaction involving her registered car bearing registration number WB51ND5466. A local shopkeeper corroborated the presence of an unfamiliar vehicle idling near the disputed premises during the afternoon hours, and the original bank referral slip has been seized as physical evidence. Preliminary inquiry has commenced, and statements from relevant financial intermediaries are currently being recorded for procedural verification.",under_investigation
f90331e8-7521-4f04-b303-c2fa8ca51fda,FIR/RA/2025/1015,0e12daed-dc20-40b3-8832-ffae12639f39,2025-03-21,3bcf3cb2-15e9-4118-b082-241e75e7f818,81d6d00c-25cb-41fe-95f5-b9b2e0a2945f,81d6d00c-25cb-41fe-95f5-b9b2e0a2945f,"On 2025-03-21 at approximately 1430 hours, an official complaint was lodged at Nawad Police Station regarding the disappearance of Ananya Gopalan, a 22-year-old female accountant residing in Kutenchuan, Odisha, who went missing near the main market area within the jurisdiction of Kapurthala Police Station in Nawad, Rajasthan. A local shopkeeper reported seeing her near a parked car bearing registration OD28BV5729 before she allegedly boarded an auto-rickshaw with registration OD57LW8950 heading toward an unknown destination. Investigating officers recovered a discarded handbag containing personal documents at the scene, and preliminary inquiries are currently underway to trace her whereabouts and interview potential witnesses.",closed
f00c67b4-cb34-4853-a35e-cf37a11c5ab2,FIR/TA/2025/1016,61b5ebb8-84dd-4f67-aafa-79f947cac50f,2025-05-26,c0975979-9043-4963-855f-ca856764a207,c9fa96c9-d104-434d-98fd-5b31768aee4b,"c9fa96c9-d104-434d-98fd-5b31768aee4b,9cc249eb-6adb-47e7-8088-f8d519633f9a","On 2025-05-26 at approximately 14:30 hours, complainant Renuka Grewal reported that she was physically assaulted by accused Ashwin Dubey near the main vegetable market within the jurisdiction of Lal Bazaar Police Station in Mutharasikuppam, Tamil Nadu. The altercation arose from a sudden verbal dispute regarding the parking space of a car bearing registration KL46VW3678, during which the accused struck the complainant, causing minor injuries. A local tea shop vendor witnessed the entire incident and corroborated the sequence of events to the responding officers. A torn designer handbag belonging to the complainant was recovered from the scene as material evidence. Initial investigation notes indicate that statements from both parties have been recorded, and further inquiries are underway.",closed
458fe578-4ca5-4f97-ac6d-2d6bcb8d24cd,FIR/WE/2024/1017,2eb3c08b-8e63-45a6-812a-f99cb3f447ec,2024-05-23,f77c2362-fa09-4024-9ad2-7cf845b2b17e,f1a8d7c2-5601-4f24-9a1e-a4602b9fc452,f1a8d7c2-5601-4f24-9a1e-a4602b9fc452,"On 2024-05-23 at approximately 14:30 hours, complainant Shashank Shukla, a 40-year-old plumber residing in Sukalwadi, Maharashtra, reported to the Jakhirpur Police Station that his spouse went missing near Sadar Bazaar Police Station. A local tea stall vendor witnessed the individual walking alone towards the main market area before losing sight of them. A partially consumed water bottle and a handbag were discovered on a nearby bench as potential personal belongings left behind. Investigation notes indicate that local area canvassing is underway and CCTV footage from nearby establishments is currently being retrieved for analysis.",pending_trial
af6d407f-8e73-4832-8bc6-a235096f79a9,FIR/CH/2025/1018,862d2be7-a639-4e04-9b56-432b9d9a2906,2025-04-09,d0184a09-161d-4442-9ae0-17c96fb4622e,7ed3b0c0-5f7f-4da6-a8fb-e0a4925b051d,7ed3b0c0-5f7f-4da6-a8fb-e0a4925b051d,"On 2025-04-09, at approximately 14:30 hours, complainant Durga Mehra, a 35-year-old weaver residing near Kannur Railway Station, Kerala, reported a robbery near the market area under Cunningham Road Police Station jurisdiction while visiting Lundra. According to the statement, an unidentified male riding a motorcycle bearing registration number KL60RY7246 forcefully snatched her handbag containing cash and personal documents before fleeing towards the main highway. A nearby tea stall vendor witnessed the incident and noted the fleeing vehicle's direction. Preliminary investigation notes indicate that local CCTV footage is being reviewed to trace the suspect and recover the stolen property.",closed
5b89dab1-0675-48ef-aa14-f6c1ad052d1f,FIR/RA/2025/1019,c1c38a5c-48c0-449f-986b-ee15b24bb558,2025-05-26,3bcf3cb2-15e9-4118-b082-241e75e7f818,96433711-d892-4c53-a812-a0abd49bc5e1,"96433711-d892-4c53-a812-a0abd49bc5e1,9205a069-02cf-4ea2-b52e-ccdfca8acc6c","On 2025-05-26 at approximately 14:30 hours, complainant Harish Venkatesh, a 63-year-old Salesperson residing in Nabedhi, Odisha, reported a property dispute near the main marketplace within the jurisdiction of Nawad Police Station, Rajasthan. She stated that accused Chetan Hussain, a 29-year-old Plumber residing in Ramanathapuram, Tamil Nadu, arrived on a motorcycle bearing registration TN40QE8773 and threatened her following a verbal altercation over borrowed tools. A local tea vendor witnessed the confrontation and confirmed the heated exchange before the accused fled the scene on the aforementioned vehicle. Investigating officers recovered a discarded metal wrench from the pavement as material evidence and have initiated inquiries by questioning nearby shopkeepers.",closed
ac570f4a-323c-438b-9a6f-b5b901060a09,FIR/CH/2025/1020,aa86d8e1-983e-45e2-9ca4-cdd1d25b6646,2025-01-22,d890e6e8-e9d5-40b8-8d55-7f7573bd97a1,08a53a16-20c4-4c50-ba6e-3c40ef621f5f,08a53a16-20c4-4c50-ba6e-3c40ef621f5f,"On 2025-01-22 at approximately 1430 hours, complainant Payal Siddiqui (female, age 35, mechanic, resident of Melarasambattu, Tamil Nadu) reported that she was physically assaulted by an unknown individual following a verbal altercation near the local market within the jurisdiction of Bandra Police Station, falling under Singibahar Police Station. A nearby shopkeeper witnessed the altercation and intervened to separate the parties before the assailant fled the scene, leaving behind a damaged metal wrench used during the confrontation. Investigation notes indicate that the area is being canvassed for CCTV footage and additional eyewitness testimony to identify and apprehend the suspect.",closed
d0bd6b25-9984-4b7a-a249-66d8344ebb00,FIR/WE/2024/1021,9f427bfa-8665-4e04-a797-aa64f0aeb2eb,2024-10-30,f77c2362-fa09-4024-9ad2-7cf845b2b17e,82cf393e-99ba-4826-84f4-92e41b8f73fc,"82cf393e-99ba-4826-84f4-92e41b8f73fc,8081c6e4-7b97-4e85-8fcf-93c2cfca8309","On 2024-10-30 at approximately 14:30 hours, complainant Naresh Dutta reported that her motorcycle bearing registration MN24GS6737 was stolen while parked near the main vegetable market within the jurisdiction of Sadar Bazaar Police Station. The accused, Lalit Bhatia, was allegedly seen by a local tea vendor loitering suspiciously near the parked vehicle before it went missing. A helmet left behind at the scene has been recovered as material evidence for forensic inspection. Preliminary investigation notes indicate that nearby CCTV footage is currently being reviewed to trace the route taken by the suspect.",under_investigation
702f47ff-815f-4439-a218-2b8a0a61ee04,FIR/RA/2025/1022,c1c38a5c-48c0-449f-986b-ee15b24bb558,2025-05-24,3bcf3cb2-15e9-4118-b082-241e75e7f818,9ff72ba4-6320-432d-ac05-d43b2b02279d,9ff72ba4-6320-432d-ac05-d43b2b02279d,"On 2025-05-24 at approximately 1430 hours, complainant Rajesh Deshpande, a 49-year-old female carpenter residing in Govandi, Maharashtra, reported a sudden theft of her professional toolkit from the roadside near the main market area within the jurisdiction of Kapurthala Police Station, filed at Nawad Police Station. A local tea stall vendor witnessed a passing unidentified individual hurriedly picking up the metallic toolbox and fleeing towards the southern alley. A discarded screwdriver and shoe impression were noticed at the spot and secured as preliminary evidence. Sub-Inspector Sharma visited the scene, recorded the statement of the complainant, and initiated a local canvassing effort to trace the suspect and recover the stolen property.",closed
790207b4-3f53-4bbf-85da-17ef2d1426ba,FIR/OD/2025/1023,45caf344-cb99-433f-9199-0154fb24f980,2025-05-17,1c6b2c51-aa55-4558-ae96-d1770fade444,2d5f91d7-1441-4c57-b04b-41b5094d0ebd,2d5f91d7-1441-4c57-b04b-41b5094d0ebd,"On 2025-05-17 during the afternoon hours, complainant Radha Malik, a 45-year-old tailor residing in Kallipalli, Odisha, reported a theft at her small tailoring shop located near the main market under the jurisdiction of Koramangala Police Station. She discovered that her sewing machine and a cash box containing Rs. 3,500 were missing after she briefly stepped out. A local tea vendor nearby noticed an unidentified youth loitering near the shop premises prior to the discovery. A preliminary inspection of the scene revealed a damaged wooden latch on the rear entrance. Investigation notes indicate that local beat officers are currently canvassing the area for potential eyewitnesses and any available CCTV footage.",under_investigation
74292d30-721b-4108-bfdc-479d45c648a6,FIR/MA/2024/1024,b88a5a6a-4bc9-4957-a08c-d1b0ebf86add,2024-06-18,3a90b419-d49b-432d-b67f-8fef620d5ecd,30ab5192-7cd4-480c-82c9-14b92065b21e,30ab5192-7cd4-480c-82c9-14b92065b21e,"On 18-06-2024 at approximately 1430 hrs, complainant Akhil Anantharaman, a 52-year-old Salesperson residing in Mahuawa, Bihar, reported being physically assaulted near the main market area in Dhamrancha, Maharashtra, under the jurisdiction of Colaba Police Station. The incident occurred following a verbal altercation over parking with an unidentified individual who fled the scene in a car bearing registration number BR08DA9992. A local shopkeeper witnessed the altercation and confirmed the victim's account, while a torn shirt left at the scene has been recovered as physical evidence. Initial investigation notes indicate that patrolling units have been alerted to trace the vehicle and apprehend the suspect.",under_investigation
b74d391d-18e9-43f6-9946-d66e1262aa63,FIR/MA/2024/1025,d26475b2-a676-4842-b4f5-6beda6d5bbee,2024-04-09,3a90b419-d49b-432d-b67f-8fef620d5ecd,d1ffb102-bd9f-4402-83a6-25026d500874,"d1ffb102-bd9f-4402-83a6-25026d500874,50f7fbea-3d0f-4a6f-a225-c90d955b7604","On 2024-04-09 at approximately 14:30 hours near the central market area within the jurisdiction of Colaba Police Station, complainant Sahil Khatri (aged 62, Bank Employee, resident of Garentha, Madhya Pradesh) reported being physically assaulted by accused Anil Rajput (aged 48, Police Constable, resident of Ujirpur, West Bengal) following a heated verbal altercation over a parking space involving car registration MP15LV5485. The incident was witnessed by a local tea-stall vendor who intervened to separate the parties and noted a discarded wrist watch belonging to the accused at the scene. Investigation notes indicate that statements from independent eyewitnesses have been recorded and the medical examination report of the complainant is currently awaited for further legal action.",under_investigation
77a756ea-c9c1-45cf-9b17-ec8841411d97,FIR/WE/2024/1026,2eb3c08b-8e63-45a6-812a-f99cb3f447ec,2024-08-10,f77c2362-fa09-4024-9ad2-7cf845b2b17e,dab4dd42-4d7b-4b2f-a4bd-488c1ae33343,dab4dd42-4d7b-4b2f-a4bd-488c1ae33343,"On 2024-08-10 at approximately 14:00 hours, the complainant reported that 62-year-old female Deepak Rajagopalan, an electrician residing in Harna, Bihar, went missing near the crowded marketplace in Sadar Bazaar under the jurisdiction of Jakhirpur Police Station. A local tea shop vendor stated he last saw her inquiring about directions near a parked motorcycle bearing registration number BR50HY1825. Investigating officers recovered her toolkit bag from the pavement and are currently reviewing nearby CCTV footage to trace her movements.",closed
f05ad648-eee7-4241-9f6d-48f7d0dc86ea,FIR/MA/2023/1027,a5946d0c-3dd2-4747-87e6-dab3273b8edd,2023-10-21,399368c8-c978-469c-be30-609d71bcffc7,f4c2cbd3-ce94-4cba-a2c7-c87b4afc0fd0,"f4c2cbd3-ce94-4cba-a2c7-c87b4afc0fd0,7d9f96cb-4c17-4959-a040-fb670e93f618","On 2023-10-21 during the afternoon hours at approximately 14:30, complainant Vandana Singh, a 52-year-old chef residing in Lasiyari, Uttarakhand, reported that her professional chef kit and personal valuables were stolen near the public pavilion within the jurisdiction of Cubbon Park Police Station, while visiting Alas, Maharashtra. The accused, Arjun Chawla, a 46-year-old chef residing in Kathania, Punjab, was allegedly seen leaving the immediate vicinity with a matching bag by a local tea-stall vendor who acted as a key witness. An empty equipment pouch was recovered from the bench as physical evidence, and initial inquiries have commenced at the Alas Police Station under standard station procedures.",closed
4c24fdb7-02d6-47ed-a2ae-375c849dcda6,FIR/UT/2025/1028,a83505be-8b16-4bd7-8d74-2777f87e9a16,2025-05-10,a1ac6dda-cf2b-4f37-b3bf-4697fe4e7bff,bd0bce2f-3d10-4367-80e8-0d9d92adb7eb,bd0bce2f-3d10-4367-80e8-0d9d92adb7eb,"On 2025-05-10 at approximately 14:30 hours, complainant Amol Pawar, a 63-year-old journalist residing in Nayashi, Maharashtra, reported being physically assaulted near the main market area within the jurisdiction of Esplanade Police Station, Lasiyari, Uttarakhand. The victim stated that an unknown male assailant confronted her following a verbal altercation and struck her with a heavy iron walking stick before fleeing the scene. A local tea vendor witnessed the entire sequence of events and corroborated the complainant's statement. The iron walking stick, bearing potential latent fingerprints, has been recovered from the site and secured as material evidence. Preliminary investigation notes indicate that patrolling has been intensified in the vicinity to trace the suspect.",under_investigation
