observation_id,observation_timestamp,location_id,observed_person_ids,vehicle_id,object_id,officer_reference,narrative,source_reliability,case_id
416555ca-ef89-4b04-bbd5-0a590be8e780,2024-05-03T07:53:21Z,943731aa-f7f4-45ff-b9ae-48f396e860e0,"88b8ce01-e7bf-427e-9595-c5bfcbabe267,50873f12-f502-48f0-b7b9-1ca825fbb932",,,ASI Faisal Sheikh / Surveillance Wing,"Subject observed in the company of a previously flagged individual near the site of a scheduled gathering; brief, low-key interaction noted before both parties departed separately.",medium,04f26d44-0c08-4f75-a336-71b46b7a94f1
a583c757-d9ea-47ea-b2b8-01969f68e20d,2024-03-05T14:03:00Z,6e52fc9a-f78d-4af7-8767-7e8f2a460895,"24cdea93-60d7-43d6-9004-896d9f1a271a,29e44cfd-7d35-4a04-ae90-6fdf73acc416,1edcdcff-eff3-4399-b490-6ece1fd0a750,6a1dcf18-6c4f-44c3-a14b-752c80221fe0,80d1a12f-12b3-4bd3-abd1-b154fc01378c,7d6f20e1-961e-46de-8504-3ea2f6d7692a",,,ASI Meena Kulkarni / Unit-7,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,high,f2f115ab-5b0b-4cdc-a136-b775845814d5
35519d32-513e-4b88-845a-eac816ba01b5,2025-05-21T11:26:54Z,63567c45-207e-4463-9fb3-9061aea4680e,"fda48128-2192-4b25-b3ea-16e344d9bf64,a53fff68-2c1f-4540-a9b7-9187343dc876,fd989a10-f458-4c0b-b4de-8816b6ffefdc,376f27e4-a6c9-48fb-be55-e53c25f6e965",,,ASI Faisal Sheikh / Surveillance Wing,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,high,8e27cb1e-4acc-4c47-ba20-63020505ffb3
002dc99d-ad21-402f-ac95-c7440eb23f10,2025-03-31T20:17:59Z,63567c45-207e-4463-9fb3-9061aea4680e,"8cab76dc-2ec9-4d0f-9aca-8e0e66b20e4b,04d36625-b5aa-4286-a543-bf880a885eb0,7d7a9547-367c-47ec-8c5c-05fb43f36340,43d397f3-6279-4e7b-b1e1-d2dd053d82d2",,,ASI Meena Kulkarni / Unit-7,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,medium,b8d3ad45-c8d8-4136-823b-dc56797bbe6a
8cde1eff-22b9-48e6-819d-a8d1fff3de12,2023-07-17T11:50:18Z,0be8fffc-3af0-4ad1-baad-28ec2aa7f02f,"780380a3-fe83-4fb6-980c-cab0208c14fb,fecebe3d-821d-4461-8f73-50f40303c96c,c529d9ef-2cd1-45c2-9e04-a55827105e21,a1986a86-ee18-4b99-bde2-9f10ab7ccd8e,4f5ce979-ecb2-4e53-b0e3-6c1a025dc4a2,df8f9173-d8b6-46df-ad3c-2ebcbba09b2e,6641b356-0f73-4184-9190-a96424cd43c5",,,SI Rakesh Yadav / Unit-3,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,medium,8e27cb1e-4acc-4c47-ba20-63020505ffb3
a95695b4-7de5-47e9-a39e-7ca8c012d4bb,2024-02-14T21:48:13Z,1ab2e194-0820-4f38-95a6-48060600b32e,"02d32b3c-04cd-4db2-87d1-eaea9c739f75,fadc20a4-a5ff-4ca0-a3e7-8c5cb974aefb,a8e8d715-c685-4e6e-b7b6-770c44b19fa0,3c7a665a-29ef-4c51-937c-9238747d8c3f,635e45b9-affe-4a6b-8d36-f3adf8ebf039,4f5ce979-ecb2-4e53-b0e3-6c1a025dc4a2",,,Inspector Vivek Chandra / Special Cell,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,medium,419255c5-c457-4c9f-bcda-0a7c3d99e2ba
2792fcc6-6459-45e5-9fd5-db1a7e2bcd9a,2024-07-31T04:15:06Z,e137e7b2-7e1e-406d-bd4d-ca4981740883,"fadc20a4-a5ff-4ca0-a3e7-8c5cb974aefb,036484c0-7073-4f7d-96f0-9d0dda8c0830,38d66af9-6e50-457c-8c19-f962a9c6b435",,,SI Anjali Deshmukh / Unit-3,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,high,419255c5-c457-4c9f-bcda-0a7c3d99e2ba
54bf2ec4-2678-4af4-84fc-298492f0933e,2023-07-25T14:09:07Z,6e52fc9a-f78d-4af7-8767-7e8f2a460895,"1f65d744-3aba-46f0-a383-91348dbc4a37,38d66af9-6e50-457c-8c19-f962a9c6b435,4e23666b-e908-419c-8413-cc86957ec667",,,Inspector Vivek Chandra / Special Cell,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,medium,31b964e9-e0a0-4342-9d40-d7ea00c2e077
5a5a99cc-2cee-4086-95b2-05f863d6d496,2024-07-12T01:30:15Z,da97debf-a2c0-4f37-9708-76fe4aef4637,"b56c9b82-0597-4e04-9c41-1272f478a5d2,6a1dcf18-6c4f-44c3-a14b-752c80221fe0,8bc0df36-e3d8-4a4a-8c8e-accca462e3ee,e1beaf71-9083-44d6-bf40-81271b755321,95b21a34-896e-4a99-ab1f-18b495bd8672,7d6f20e1-961e-46de-8504-3ea2f6d7692a,55cfdf10-a1a9-4735-ae66-8aae4018cb6a",,,SI Rakesh Yadav / Unit-3,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,medium,31b964e9-e0a0-4342-9d40-d7ea00c2e077
062963fb-8845-4759-85fc-b9ae0453673f,2024-04-09T09:05:23Z,fa611201-3cf8-479a-86a9-0a3dd9f725ff,"1625d745-435b-464f-8b41-7bb07e32d54f,9b4e88b4-77b3-4882-8c33-0051f58d3ce4,4e23666b-e908-419c-8413-cc86957ec667,f41f457b-1975-41bc-97f0-d83efefcce31,4285df9b-9b16-4ccd-9844-3508c0d49fdc",,,Inspector Vivek Chandra / Special Cell,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,medium,7d104ee8-3694-4a75-ae8d-165f02f3074f
65c871df-a7cd-4598-848e-4ea62eeab599,2024-05-19T07:02:22Z,ec8e2774-5abd-4198-810b-d14d2f0b2f0d,"00a12545-922e-4c12-8979-fcd4ce73b8ab,470bc6dc-44e7-4c45-bf4a-da28c0844bdf,9b8c97f6-e515-44fa-9b93-a3cbf7295baa,9b4e88b4-77b3-4882-8c33-0051f58d3ce4",,,ASI Faisal Sheikh / Surveillance Wing,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,medium,965473d2-140c-4f93-a2ec-6146894edced
edd32b82-0169-4f41-9eef-bce1ef858e0f,2024-07-23T09:00:26Z,731dea87-33eb-4d96-b9a2-badc96e00b51,"4f5ce979-ecb2-4e53-b0e3-6c1a025dc4a2,fecebe3d-821d-4461-8f73-50f40303c96c,b56c9b82-0597-4e04-9c41-1272f478a5d2,a4df7d87-34bc-47a4-b7ee-ea24387b8f86",,,ASI Faisal Sheikh / Surveillance Wing,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,high,7d104ee8-3694-4a75-ae8d-165f02f3074f
36f84bab-c269-413f-8512-9d70404de660,2024-08-21T01:03:31Z,8382482c-b106-46dc-83bd-d519ac2530f3,"9b8c97f6-e515-44fa-9b93-a3cbf7295baa,4a2c443a-ac5b-475a-8418-5e2f8033b25e,a8e8d715-c685-4e6e-b7b6-770c44b19fa0,4f5ce979-ecb2-4e53-b0e3-6c1a025dc4a2,df8f9173-d8b6-46df-ad3c-2ebcbba09b2e",,,ASI Faisal Sheikh / Surveillance Wing,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,high,97dc9d85-ecad-4d07-91c0-9c19bd0144ba
6ef69046-0fd8-4b27-9651-75a74393618e,2024-09-18T13:46:32Z,677b943d-7828-4146-9dbe-db090c179e46,"a8e8d715-c685-4e6e-b7b6-770c44b19fa0,7a8dcb3d-2353-4f1c-8481-583a228493ce,036484c0-7073-4f7d-96f0-9d0dda8c0830,3699f0b3-dabc-477c-82a0-5d2c5b556d40,b3e2dabb-54e4-4cdb-9c2a-0c35250aa2b5",,,Inspector Vivek Chandra / Special Cell,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,high,8e27cb1e-4acc-4c47-ba20-63020505ffb3
e55dc011-202c-4756-b6e0-0718444f876a,2024-04-01T13:08:19Z,602d9768-51c6-48ac-b514-d39a38aa8cab,"04d36625-b5aa-4286-a543-bf880a885eb0,94d607d7-3492-48ab-a373-f24cb1390211,470bc6dc-44e7-4c45-bf4a-da28c0844bdf,47635c92-ffa4-4fc8-b344-531214f40b95,6180b099-5e5e-4247-9219-81bf4309f50f",,,SI Rakesh Yadav / Unit-3,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,medium,b9787f53-534b-412b-9b7f-7e0190046463
acf75a6f-3640-4da9-bc74-126bc9a8dfc5,2023-07-13T14:58:56Z,5afe0c58-ef26-4319-883f-658b513ec377,"97c19247-87ac-486f-ac15-862d7a702684,4e23666b-e908-419c-8413-cc86957ec667,d038f78a-ac24-4255-9b01-1d1541ce8012,a4df7d87-34bc-47a4-b7ee-ea24387b8f86,635e45b9-affe-4a6b-8d36-f3adf8ebf039,e1631865-a6e0-42ba-8241-0fb34d3cd2d5",,,ASI Meena Kulkarni / Unit-7,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,high,31b964e9-e0a0-4342-9d40-d7ea00c2e077
d62b0142-9b60-4c55-9f50-2369e601dfea,2024-05-03T06:30:40Z,943731aa-f7f4-45ff-b9ae-48f396e860e0,"95b21a34-896e-4a99-ab1f-18b495bd8672,7d6f20e1-961e-46de-8504-3ea2f6d7692a,9b8c97f6-e515-44fa-9b93-a3cbf7295baa,a8e20f0c-a0dc-4b0b-8e64-0798129b4048,635e45b9-affe-4a6b-8d36-f3adf8ebf039",,,ASI Meena Kulkarni / Unit-7,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,medium,ed3276a9-f584-49cf-81b2-430e73eff8e0
597de180-077a-41ef-bfb6-2b299cb68dfa,2023-09-14T00:20:22Z,602d9768-51c6-48ac-b514-d39a38aa8cab,"6a1dcf18-6c4f-44c3-a14b-752c80221fe0,3c9c5911-b0c5-46cd-8e9f-f136e566c0be,e1631865-a6e0-42ba-8241-0fb34d3cd2d5,1da61097-56d3-445b-8d48-61f56db9919c,3e42409b-e1ab-442a-9ffd-c75a3f7ddc96,f41f457b-1975-41bc-97f0-d83efefcce31,a8e8d715-c685-4e6e-b7b6-770c44b19fa0",,,SI Anjali Deshmukh / Unit-3,Multiple individuals observed converging at the location over a short window; movements and grouping patterns were noted as atypical for the area's usual foot traffic.,high,7d104ee8-3694-4a75-ae8d-165f02f3074f
de452916-f238-4896-a1da-e732797ff3d9,2023-06-05T23:36:01Z,6ae8f8bc-d9f0-4ab8-8ed3-76bda6432303,66e0d2a8-0425-451b-80a1-c99c31a292bd,,,ASI Faisal Sheikh / Surveillance Wing,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",medium,
69252842-3946-4df3-8203-ea3f13ffad93,2023-10-07T10:45:58Z,cf211dcd-89bd-42b4-9672-5311955f96e7,"9d974a3c-f8cf-4f4a-a64d-eef3238900a7,8e67f739-b948-4323-87be-fbb43c956d26",,,Inspector Vivek Chandra / Special Cell,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",medium,
9c2c6603-e201-42eb-92fd-34acc0782082,2023-08-04T14:52:11Z,cf211dcd-89bd-42b4-9672-5311955f96e7,170f0efe-f3de-4674-8f23-189dfed839c7,,,ASI Meena Kulkarni / Unit-7,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",medium,
49f9c570-5cbc-4056-96a6-fa02e68d9a62,2024-12-30T01:11:12Z,23e9c381-d190-47d0-88a3-80108b8175f4,"36d82d1c-4709-432a-b4e9-836febf9b4f6,d6383fd3-0acf-447c-be7b-ee24b42d1193",,,Inspector Vivek Chandra / Special Cell,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",medium,
901b69be-820a-43b1-b86c-8ca2d2ce95a9,2024-09-17T03:37:06Z,6c9f7d43-814e-48e7-8081-7acd5dc54b0a,"a92c4c08-4d7f-41bc-b3ba-130b5d776111,dfed3cd5-d037-4835-bf2e-36f5e37ef72a",,,ASI Faisal Sheikh / Surveillance Wing,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",medium,
e80781bf-e17a-4532-a9e4-26ca96a2cad2,2023-11-08T21:12:36Z,d9656d90-576d-4a2f-92f6-d46ca668ee37,f71fa1e6-87cf-4997-9bc1-79e082224e7f,,,SI Rakesh Yadav / Unit-3,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",low,
0f2fdf2f-2a12-46df-a0d9-8942746800e4,2023-08-23T22:43:56Z,3589d79f-1eb4-48f8-9a21-e9aead62416a,"a50df95b-b079-48dd-9f42-e7e789fa636a,9119d264-6ce9-426b-8473-79dae3e5d951",,,ASI Faisal Sheikh / Surveillance Wing,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",low,
53374d82-7d93-42f8-b0d3-ff89efb84f34,2023-10-30T22:21:11Z,63567c45-207e-4463-9fb3-9061aea4680e,"3b9570e4-5e66-4ae6-a9fa-d6da77abe7c3,aa3633ce-4cc8-4523-b090-611e09ceafe9",,,SI Anjali Deshmukh / Unit-3,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",low,
2462ecf0-54d8-4141-b08c-da72758db0e0,2023-11-17T07:02:46Z,c02d795c-a08a-4eac-b4c4-4fefaf879cf7,bd8f8771-5183-4e45-bdc2-47769d743b6d,,,ASI Faisal Sheikh / Surveillance Wing,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",medium,
f7e366bc-3563-4131-8e1c-46a2779c58a4,2024-09-20T06:10:10Z,9dda0b2e-ff57-4c9e-ac43-43e122f085c1,"24cdb6fd-17fb-45ff-96cf-6fe82528534b,ae38c930-a117-47db-80b6-e927f80e043e",,,Inspector Vivek Chandra / Special Cell,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",low,
e681350d-763b-46b6-9e8b-c6106c0795a6,2025-05-12T12:54:01Z,52af94bf-29a6-4158-b962-6a4fcd19d2be,94951e27-f598-42f7-a929-d76e9090a1a3,,,SI Rakesh Yadav / Unit-3,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",medium,
4162ffff-1596-442d-b192-801c38293509,2023-12-30T08:51:37Z,2b0ca621-d0f1-4f47-a2b9-1db10529d693,"91cd6afb-4617-4190-8d3d-0b5d013a15ca,ea50060f-e198-4a05-a709-d029bb377831",,,SI Rakesh Yadav / Unit-3,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",low,
e8cf7c1c-4ce3-4843-9887-b4f2b782ad80,2025-03-19T08:21:36Z,e470d50c-9ba3-4608-9d67-59d10e5ce261,"f0bcd42b-d612-4875-bcb6-e10a30a4d836,311d40d3-f8d3-44a7-8847-d0dda57dbbd7",,,Inspector Vivek Chandra / Special Cell,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",low,
b2b1a4d6-499a-473c-9e5b-193d41e1dac5,2025-04-20T10:33:34Z,cc25d34d-0396-4913-b1c3-0766f4f66c68,9f318cbd-4f5a-4c2a-910f-f13988bd05c2,,,SI Anjali Deshmukh / Unit-3,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",low,
96bd980d-64fe-4bb7-942f-29087c32e32e,2023-10-03T14:59:28Z,5d59a820-d519-48f6-8e6a-e6c34bb77689,"77831842-6ff5-4991-b1df-2d3fd95f465f,59fbdf87-28e7-404c-97a5-0d0f217b39f6",,,SI Rakesh Yadav / Unit-3,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",low,
54535eb4-5b67-4843-b9d1-990258582164,2024-08-06T04:09:30Z,d6543cb1-8eae-431f-aa0f-426dc3d2d8aa,"a4a3d39c-2a6c-45d1-ab3c-c8263a36425a,4d77e74b-737e-47f3-8665-1c9e9e9dd5e3",,,SI Anjali Deshmukh / Unit-3,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",low,
acacbd8c-2f89-44c2-b5e0-4bf2ff1726bd,2024-09-29T19:46:54Z,f4943b36-f9dd-415b-832e-bfdfc44bfab0,"9119d264-6ce9-426b-8473-79dae3e5d951,81369865-d4b6-4ce3-9529-3524be156216",,,SI Rakesh Yadav / Unit-3,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",low,
7494a394-31b8-443d-8717-117f76011d08,2024-07-01T18:44:26Z,256aab43-0c6d-401c-b922-b756b4f3c7f1,"c01ed628-489a-4805-9c4f-5a34da05d3f8,d5240b93-2763-4776-8ea0-a46c20cb55cb",,,ASI Faisal Sheikh / Surveillance Wing,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",low,
247d6ee2-06c5-412d-9124-8712dc9f66d0,2025-05-06T03:00:19Z,52af94bf-29a6-4158-b962-6a4fcd19d2be,"fb2ddcd8-b6d6-480b-a586-c11f057f2ac8,82065349-ff08-4486-89fe-632d2c2fdb48",,,ASI Faisal Sheikh / Surveillance Wing,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",medium,
404d5c58-d532-4beb-af51-4ac3e827f0d7,2024-11-14T05:47:01Z,a684d76b-fc88-4771-ac63-cb6776a45e23,f847626c-a1c8-45d6-8bc4-a9a0f2fa2b66,,,SI Rakesh Yadav / Unit-3,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",medium,
1cc1ac76-e1cc-4f6c-aeb9-ff9e9db471cc,2024-01-21T18:15:02Z,4d351ee6-91ed-4061-aa7d-dcda91023f2a,"ae38c930-a117-47db-80b6-e927f80e043e,fe20282c-04fe-43f8-9caf-228fa637943a",,,SI Rakesh Yadav / Unit-3,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",medium,
5e0e7958-cdf3-4589-8373-e8d2d6c99fe0,2025-04-25T18:18:13Z,75380c1f-4115-442a-9723-069166b18ee0,aaa7c8a2-3cd8-4ee5-bdc0-254cfc409dff,,,Inspector Vivek Chandra / Special Cell,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",medium,
eac74b49-0fb6-4634-9264-60ebd289d326,2023-10-15T00:22:09Z,d22f0418-222a-43bb-97e9-b2ceea60e9f1,670dbf69-ea2a-485a-b461-c479cc3b7340,,,ASI Meena Kulkarni / Unit-7,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",medium,
50f9bbf0-fd06-4fa5-a3c6-c739a290a06b,2025-04-26T06:15:20Z,5a8c6168-07ce-4d7b-a362-42040a53b054,"1129e843-7fc0-4872-8a26-186679b4dc1b,425019a5-fb8a-4d51-85c7-18e30f34092f",,,SI Anjali Deshmukh / Unit-3,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",low,
d5e7faea-e8a3-4988-9e16-c141b45d3a68,2024-08-16T16:19:07Z,f9e138a1-81a9-4077-9fbb-2529525867ac,"836d05d6-7c5e-43f3-96b3-0929d1cf2f56,d647bf48-13e7-400e-badb-aec596c14491",,,Inspector Vivek Chandra / Special Cell,"Routine patrol observation logged; no unusual activity noted, individual(s) engaged in ordinary daily activity.",low,
