social_account_id,person_id,platform,username,display_name,created_date,follower_count,is_verified
c93f7761-8c8f-449e-a862-71a8fdbdbe6f,73afdf7b-f403-4f68-a828-79d245d66657,Twitter,RisingChief,RisingChief,2019-09-07,705,0
cd552be6-77dc-4c9e-8551-d691a55eca1b,73afdf7b-f403-4f68-a828-79d245d66657,WhatsApp,aditya.jain727,Aditya Jain,2020-01-09,,0
b5a951b7-fe86-4b83-bf53-7419059157fa,3c9c5911-b0c5-46cd-8e9f-f136e566c0be,Telegram,rajiv_kamble,Rajiv Kamble,2015-02-02,,0
b45596e0-dfd9-4495-8ce7-f8ca13f539d2,3c9c5911-b0c5-46cd-8e9f-f136e566c0be,Twitter,LoneSir992,LoneSir992,2019-10-02,400,0
8d211121-5e8e-4cd0-a9f5-8570edb8a001,e8b38c53-06e8-4472-92b1-ba4b33753200,Twitter,abhijeet_bhatia567,Abhijeet Bhatia,2023-02-03,577,0
fdc9e7d5-ea81-45bf-ab32-8f2ccaf13dbc,f3cb50b6-edbb-44e2-987c-13cf7b2b22ef,Telegram,LittleStorm321,LittleStorm321,2024-08-10,,0
ffffb323-91c0-481f-bba3-c73853cdac45,f3cb50b6-edbb-44e2-987c-13cf7b2b22ef,Facebook,BengalShark298,BengalShark298,2021-02-26,156,0
c69a549b-ec24-4bc6-ad15-8b7f28f0d94f,e519fc8a-3b2e-4b65-abe6-bb0356808a54,Instagram,simran.bhatia283,Simran Bhatia,2023-03-19,263,0
a3b94ef5-16cb-4250-a6ee-d20196c3852d,e519fc8a-3b2e-4b65-abe6-bb0356808a54,Twitter,DesertChief,DesertChief,2015-05-23,816,0
7ea4a048-636d-4de4-9e28-be45b4bae355,6641b356-0f73-4184-9190-a96424cd43c5,Instagram,SilentBhai721,SilentBhai721,2018-07-27,375,0
d69e5b17-1c64-4d44-907e-b283320ea0f3,6641b356-0f73-4184-9190-a96424cd43c5,WhatsApp,aditya.shankar,Aditya Shankar,2016-06-26,,0
1a86e9eb-3a9e-4908-aa44-f9ec351a5a52,6641b356-0f73-4184-9190-a96424cd43c5,Telegram,aditya.shankar9116,Aditya Shankar,2015-01-09,,0
9a00c607-c0c3-4e7f-af11-8c41cc9f45e4,39967684-7922-4d5f-a5c0-c1f2a4d2eb10,Twitter,gopal.shankar,Gopal Shankar,2018-07-02,542,0
48f16ba7-d570-4e7e-b3bd-fce210909d8f,39967684-7922-4d5f-a5c0-c1f2a4d2eb10,Facebook,gopal_shankar,Gopal Shankar,2023-05-04,657,0
cd665e79-fe59-4b31-b019-332857820711,39967684-7922-4d5f-a5c0-c1f2a4d2eb10,Telegram,gopal.shankar6313,Gopal Shankar,2017-02-12,,0
e839281d-5322-4edd-8629-dc6b3c6febcc,f6a345fd-f373-45ae-897b-3a5e448f0a10,Twitter,vijay.gopalan,Vijay Gopalan,2017-09-26,46,0
3189bea9-5a33-4b5e-948d-a54024bd6440,f6a345fd-f373-45ae-897b-3a5e448f0a10,Telegram,vijay.gopalan414,Vijay Gopalan,2019-10-26,,0
05df82f7-bb8e-47ee-9813-99dffabbc3d1,c453596c-6636-48eb-9b21-2a9aab157eab,Facebook,BigFalcon185,BigFalcon185,2022-06-28,38,0
78121874-3707-401c-923b-ca6dd1bb99ce,a58cce80-7076-468f-94d2-5d9da15f955b,WhatsApp,sakshi_malhotra957,Sakshi Malhotra,2017-05-06,,0
a1111fc7-2ef5-4bb2-8947-09e814c92e5c,f41f457b-1975-41bc-97f0-d83efefcce31,Facebook,ChiefBaba,ChiefBaba,2024-07-22,193,0
a4ebe4d6-674b-4488-a4f7-bf153c90c0ea,f41f457b-1975-41bc-97f0-d83efefcce31,WhatsApp,GoldenLion640,GoldenLion640,2018-05-06,,0
d7be0b94-9a1b-45c4-ac05-4a51846c1671,67f57f97-1080-4f10-89a8-902ba86ece6f,WhatsApp,uma_dhillon432,Uma Dhillon,2015-05-07,,0
07e33376-4f30-47ec-bdc2-b42e729360ac,3c7a9e48-11c9-4597-a7d4-fc6136349c43,Facebook,yash_dhillon350,Yash Dhillon,2018-10-26,29,0
26a8157a-2263-4dfe-b3a0-a63ac4392e2e,3c7a9e48-11c9-4597-a7d4-fc6136349c43,Twitter,yash.dhillon,Yash Dhillon,2019-02-24,187,0
cfe6a824-1698-4237-b031-4ecfd1b5a016,a0eec687-e78f-40c8-b68d-013ff0f8149c,Facebook,tulsi.natarajan880,Tulsi Natarajan,2023-06-17,154,0
23e099fa-3196-43e1-b0c3-62efc60d1263,a0eec687-e78f-40c8-b68d-013ff0f8149c,Telegram,tulsi.natarajan,Tulsi Natarajan,2016-11-30,,0
6de8da56-236a-48db-803f-75455ea3d707,8970fbd6-6aef-45b0-9c43-bcb423be1445,WhatsApp,lalit_tripathi,Lalit Tripathi,2020-09-26,,0
0f20f3b9-bf68-4586-9f90-7ad7052671aa,745b0fba-f5d3-40c3-9aa5-758b06aa1954,Facebook,rajan_sundaram,Rajan Sundaram,2023-06-25,190,0
3a166b79-2d8d-4652-87ed-8eb0c032fbae,745b0fba-f5d3-40c3-9aa5-758b06aa1954,Instagram,rajan.sundaram652,Rajan Sundaram,2020-09-26,636,0
7ace3006-8a05-4ab6-a3d7-98b2744a6bd0,745b0fba-f5d3-40c3-9aa5-758b06aa1954,Twitter,rajan.sundaram93,Rajan Sundaram,2020-06-18,44,0
32bf3fad-e6ba-4a2e-85a2-8640c7df0edb,712178c7-7e72-43da-a358-1a4770b8ddcf,Facebook,pranav.sinha935,Pranav Sinha,2019-09-14,245,0
1b7872b1-d45d-4ca9-b00d-9e717f5e2d87,712178c7-7e72-43da-a358-1a4770b8ddcf,Telegram,pranav.sinha370,Pranav Sinha,2017-09-04,,0
0fc13747-1d3c-4aa9-acda-d538046ef8aa,962061f8-7a5c-4543-b468-5740d2455ac9,Facebook,tanvi_rathore613,Tanvi Rathore,2018-12-06,40,0
2058d435-ab7a-4390-972a-57773e112239,5bac2cac-75e9-4981-98e1-8b843874d8fd,Twitter,varun_rathore8,Varun Rathore,2021-09-08,783,0
29c536aa-e66a-4c06-b45d-4bd779cf008f,8f894cdd-94c2-4c60-b0af-002ffeeb7d56,Instagram,kunti_khan130,Kunti Khan,2016-12-24,138,0
76fd0f4f-e0c0-4e18-a5fb-fb4f9d2ad016,dd4f5e05-61d1-41cf-8117-8089f01c9c54,Facebook,BengalBaba304,BengalBaba304,2015-01-04,421,0
bdb1402d-36a3-4b3b-8c45-f9ddec28fbda,dd4f5e05-61d1-41cf-8117-8089f01c9c54,Twitter,hardik.khan553,Hardik Khan,2016-07-22,929,0
0529aff0-64f4-4723-91de-67bbff7276a2,dd4f5e05-61d1-41cf-8117-8089f01c9c54,WhatsApp,RisingStorm869,RisingStorm869,2015-10-09,,0
cb1cf060-5905-47ff-bf3c-af9e8875eb2c,7af59a83-c416-4442-9060-f4a577034180,Twitter,dhruv.khan165,Dhruv Khan,2022-01-13,875,0
89aee9c7-5ce0-4789-901d-c3a530033846,7af59a83-c416-4442-9060-f4a577034180,Facebook,dhruv.khan,Dhruv Khan,2023-05-17,325,0
59db64d2-a456-4dfe-bf81-b65cec69de9c,1625d745-435b-464f-8b41-7bb07e32d54f,WhatsApp,DesertBhai325,DesertBhai325,2019-09-10,,0
69db1df2-213e-4418-90f8-8600a33dc98a,21b3d97c-017c-48d5-bb9d-45ec192822f3,Instagram,santosh_raghavan225,Santosh Raghavan,2018-06-07,96,1
6e8cf620-c442-4cfa-afd8-325fbf6ec92f,21b3d97c-017c-48d5-bb9d-45ec192822f3,Facebook,santosh.raghavan,Santosh Raghavan,2017-02-09,226,0
00a83ce2-9b12-4884-a762-4783bfb91cb0,21b3d97c-017c-48d5-bb9d-45ec192822f3,Twitter,LoneEagle564,LoneEagle564,2022-02-22,387,0
6fab0963-a122-49d2-8796-ef8a45808d4e,376f27e4-a6c9-48fb-be55-e53c25f6e965,WhatsApp,StreetStorm71,StreetStorm71,2020-02-07,,0
b12b8a8c-3370-4d16-b3d8-a2beb081d151,376f27e4-a6c9-48fb-be55-e53c25f6e965,Twitter,karthik_saini148,Karthik Saini,2018-12-28,236,0
3cf787e4-b72d-40d2-bd40-f3f3f31cd1b5,376f27e4-a6c9-48fb-be55-e53c25f6e965,Facebook,BengalEagle615,BengalEagle615,2015-10-17,120,0
7a932b0b-6cf9-4fa9-9136-d88e68d0d736,07723ba6-e0c7-4d35-944b-4ca10f7d77c8,Twitter,sanjay.saini593,Sanjay Saini,2016-10-22,467,0
d1fbfc3b-9748-45ff-b276-d717c3847a4b,07723ba6-e0c7-4d35-944b-4ca10f7d77c8,WhatsApp,sanjay_saini403,Sanjay Saini,2020-07-19,,0
45f36dfa-bb94-45f8-a528-0027e84d8f17,4c7e0c24-796c-4ac8-8674-03843b089a56,Facebook,tanish_roy521,Tanish Roy,2020-12-23,331,0
ce5576f6-6f9b-479a-b0ae-b604664f157d,4c7e0c24-796c-4ac8-8674-03843b089a56,Twitter,tanish.roy,Tanish Roy,2019-09-18,58,0
da467ef5-6e53-4059-b4a5-a427fb89b64f,38f3835d-dbc8-4d65-9ac7-7b55580d0924,WhatsApp,BombayKing,BombayKing,2015-12-20,,0
670ed74a-ea20-4295-9739-0e52be612538,a6e01bb6-e7d3-41a8-8e60-51bb1616d131,Telegram,PrinceWolf,PrinceWolf,2017-03-07,,0
82aebd22-3f0f-4941-a340-c44110a6fcbb,301d5ff0-c633-470a-991d-b434ba34b84c,Twitter,reyansh_hussain708,Reyansh Hussain,2018-11-14,580,0
c3f77cdf-3d8b-416c-b99a-70fbefb482fc,301d5ff0-c633-470a-991d-b434ba34b84c,Telegram,reyansh_hussain600,Reyansh Hussain,2022-02-05,,0
7ba97dff-b777-4239-8f48-c2f437120ac0,53cdddf2-09d4-4405-a72d-eed3c559550a,Telegram,sridevi_mohapatra71,Sridevi Mohapatra,2020-02-09,,0
7d27db20-5735-40fc-b503-16f9fed66ab4,53cdddf2-09d4-4405-a72d-eed3c559550a,WhatsApp,sridevi.mohapatra967,Sridevi Mohapatra,2020-02-06,,0
8017b7e0-ee09-4451-96c2-e14e99a3df08,c1d30be8-ee50-43a5-9786-cad8b0d2fec2,Telegram,naveen_kohli686,Naveen Kohli,2016-03-19,,0
cf95d1db-5acd-4963-b774-6c793bc0e73e,a3ea767d-af72-417a-985f-a19a89b8725a,WhatsApp,arjun_kohli,Arjun Kohli,2019-09-11,,0
ce32d99a-9436-4b24-8d27-3facd5067cec,b97243d8-5458-4ae9-8928-9a34f805e531,Facebook,aarav.subramaniam,Aarav Subramaniam,2024-07-01,403,0
fbbfaf14-11f6-4dd3-a0e9-14f3e41e8a12,b97243d8-5458-4ae9-8928-9a34f805e531,Twitter,RealBaba230,RealBaba230,2017-09-24,378,0
15fd8f0b-bbeb-4390-8f65-b82328691fc2,b24af610-2d8d-4597-b400-5c224281b9ee,Twitter,satish_subramaniam513,Satish Subramaniam,2019-10-17,519,0
4349bc56-7099-4879-bc9c-6f0971d7a4aa,b24af610-2d8d-4597-b400-5c224281b9ee,Facebook,DesertSir,DesertSir,2018-12-12,528,0
f99200fa-7091-4348-aa9d-902a12b7865c,fecebe3d-821d-4461-8f73-50f40303c96c,Twitter,santosh_tiwari,Santosh Tiwari,2021-07-19,262,0
639c1598-c2aa-470d-8390-4b01df99087a,fecebe3d-821d-4461-8f73-50f40303c96c,WhatsApp,santosh.tiwari901,Santosh Tiwari,2020-10-03,,0
48b43171-58bc-4ef1-bcd7-31286d019a0f,fecebe3d-821d-4461-8f73-50f40303c96c,Instagram,StreetFalcon,StreetFalcon,2020-10-07,423,0
26d85492-4f5b-4e3e-9671-49622ced2d93,7d9588a6-ed36-4e65-a049-b78ff1fed110,Instagram,parvati.swamy,Parvati Swamy,2018-03-20,115,0
2e2c4e10-feac-4a4a-bc20-576e0a40c6a1,7d9588a6-ed36-4e65-a049-b78ff1fed110,WhatsApp,parvati.swamy230,Parvati Swamy,2024-09-30,,0
a759c90c-20f8-4b97-b179-85c77d7dd9b3,6e07c906-1153-49c1-9237-6453f147a589,WhatsApp,anjana.khanna,Anjana Khanna,2017-03-09,,0
1b4fad43-136d-40e7-a72c-365720a740af,3b2df297-1cf6-4878-9cdd-a165757f4d13,Telegram,dinesh_sachdeva,Dinesh Sachdeva,2022-06-12,,0
1e86bcc9-e7ab-4553-b687-1c6531a27520,3b2df297-1cf6-4878-9cdd-a165757f4d13,Twitter,dinesh.sachdeva766,Dinesh Sachdeva,2018-06-26,675,0
7652869b-2f99-4cdf-841d-f138f9b217bb,074205e4-695a-49ad-8587-d67af4f735c7,WhatsApp,CityEagle877,CityEagle877,2019-04-08,,0
a8b7da5b-b3df-4d7d-abbb-50a2c1a941e5,95b21a34-896e-4a99-ab1f-18b495bd8672,Telegram,vandana.chauhan,Vandana Chauhan,2023-12-01,,0
eaca8ef0-cf02-406d-88a7-3942b11b4dae,95b21a34-896e-4a99-ab1f-18b495bd8672,Instagram,vandana_chauhan,Vandana Chauhan,2022-01-12,95,0
04e3cd18-b414-4fe4-8e89-3a387de062ef,95b21a34-896e-4a99-ab1f-18b495bd8672,Facebook,vandana.chauhan7717,Vandana Chauhan,2023-01-10,153,0
221f9c53-f695-4a16-bfc4-8f545a2fcc10,a320ee3a-ba3e-40b3-b0e9-2d9266f355fc,Telegram,prem_chauhan226,Prem Chauhan,2018-01-06,,0
cfef057e-1fb5-488f-b080-88a4afdf9fbe,a320ee3a-ba3e-40b3-b0e9-2d9266f355fc,Facebook,IronSir,IronSir,2017-11-03,144,0
d1c7f9fd-c66b-4e8c-aa0f-d1f599707a5a,a320ee3a-ba3e-40b3-b0e9-2d9266f355fc,Twitter,prem_chauhan,Prem Chauhan,2020-01-20,299,0
f9f40519-c9e1-4b8a-abdd-53e7b83cf199,9140c2ff-ada7-4be4-bfc7-25b0945d4bea,Telegram,GoldenDon511,GoldenDon511,2019-08-03,,0
e10d96d8-10b4-4f4a-990e-fb65a3540fc0,9140c2ff-ada7-4be4-bfc7-25b0945d4bea,Twitter,aadit.prakash810,Aadit Prakash,2023-06-12,247,0
315cf63b-88de-4a9e-8703-7665b77cb932,699e5332-74a6-40da-a531-fc66bae1556e,WhatsApp,nilesh_prakash198,Nilesh Prakash,2016-06-30,,0
43ded68f-27f6-433a-9f96-9e794e82d52c,d06d2263-8e37-4e7b-8d00-e8d5e0999b11,Facebook,ajay_krishnamurthy,Ajay Krishnamurthy,2015-09-17,338,0
8951613e-9869-4eeb-8524-bb91f1c38d8e,d06d2263-8e37-4e7b-8d00-e8d5e0999b11,WhatsApp,ajay.krishnamurthy155,Ajay Krishnamurthy,2023-06-21,,0
a7236412-57da-48ce-82f4-da7d4ff36a2d,4f5ce979-ecb2-4e53-b0e3-6c1a025dc4a2,Telegram,IronFalcon62,IronFalcon62,2023-07-01,,0
b2bf9ae2-b842-471d-8b1b-562b9418742f,1c999a98-2351-4786-bf7d-c1a622ce58c6,WhatsApp,vidya.dasgupta,Vidya Dasgupta,2021-08-07,,0
912bb801-76a2-486d-9b10-a296ff058039,1b6cec20-660f-4e8c-a927-c4b64d300ec3,Twitter,LoneWarrior852,LoneWarrior852,2017-07-03,176,0
b6961290-1774-4ee9-adf0-169fd59e04d4,e9888f39-cbf1-4770-824b-aa4262afc197,Facebook,chandan_pillai,Chandan Pillai,2018-10-15,672,0
3ffebe6d-578d-4580-9bcb-3cd15b7b19e4,718c8dcc-4632-4831-aa1a-5706160a9a02,Facebook,dharmesh.pillai53,Dharmesh Pillai,2022-12-16,38,0
0320ae53-8802-4beb-a654-f771ec275f58,718c8dcc-4632-4831-aa1a-5706160a9a02,Telegram,dharmesh_pillai303,Dharmesh Pillai,2021-01-18,,0
e1fd5a02-2bf8-4955-a147-02db2af3636b,760ca9ec-df70-4aa9-a799-c8069fb2dc29,Telegram,shobha.pillai570,Shobha Pillai,2023-04-12,,0
28f518ec-f213-48c2-afe7-4e612f079c17,ae38c930-a117-47db-80b6-e927f80e043e,Facebook,taapsee.kaul492,Taapsee Kaul,2023-05-04,182,0
b4bc6569-e201-4c52-8763-5ef32b28bb1e,ae38c930-a117-47db-80b6-e927f80e043e,Twitter,CityKing,CityKing,2015-05-03,611,0
3260b350-88f6-4ad2-9b8d-061ced4912bf,07834000-fe76-48d2-80ce-6b74fc220c82,Facebook,kali.nair783,Kali Nair,2018-12-12,462,0
3f9869ae-bbc9-48c9-8121-70795c9266aa,07834000-fe76-48d2-80ce-6b74fc220c82,WhatsApp,kali_nair,Kali Nair,2021-10-26,,0
73580c07-3a26-494c-9ced-3822f473bfe0,3dcb8dd5-0888-428b-9965-b49080f53d22,Facebook,sourav.krishnan628,Sourav Krishnan,2021-02-02,116,0
b8cde663-7459-4667-b03a-53f014a20969,43d397f3-6279-4e7b-b1e1-d2dd053d82d2,Facebook,BengalKing527,BengalKing527,2018-07-29,194,0
703054a9-c12b-44c9-a49a-060891dfa0d0,43d397f3-6279-4e7b-b1e1-d2dd053d82d2,Twitter,pratham.krishnan,Pratham Krishnan,2022-12-11,264,0
2958d873-871d-47dd-9df3-4f72d34232b5,cf32ee4c-d024-4cb0-ad3d-343fd4281f72,Telegram,sharada_roy897,Sharada Roy,2019-08-14,,0
6ea910db-6f0d-43f3-bb0d-57eb5530ff13,cf32ee4c-d024-4cb0-ad3d-343fd4281f72,Twitter,sharada.roy,Sharada Roy,2015-05-26,347,1
7a87936e-d5bd-4503-95ed-e5b4e74855c1,dc49f805-8eab-470f-bacd-57345748432f,Twitter,shankar_roy346,Shankar Roy,2023-10-18,49,0
a4a58f64-0324-4825-80b6-1bbf3acf643d,e67efc8b-b5d7-4752-ba74-2556fa0680a0,WhatsApp,sachin_basu18,Sachin Basu,2022-02-22,,0
137fa989-3362-47a0-a273-6607a31911bb,e67efc8b-b5d7-4752-ba74-2556fa0680a0,Twitter,sachin.basu,Sachin Basu,2021-02-15,114,0
bb0e6cf8-a4a9-4ec0-82d2-7e430a6294f4,df8f9173-d8b6-46df-ad3c-2ebcbba09b2e,WhatsApp,RoyalKing198,RoyalKing198,2024-08-18,,0
9235cbfb-beac-4802-ac4a-975788b5ed75,6682d7a0-40b3-4146-9c36-1cf8a8ec6ee9,Twitter,utkarsh.bhandary,Utkarsh Bhandary,2022-04-29,316,0
fda3a463-04b5-4235-9c59-030ba2793526,6682d7a0-40b3-4146-9c36-1cf8a8ec6ee9,Facebook,utkarsh_bhandary,Utkarsh Bhandary,2021-12-15,378,0
24173c1e-fb59-44c3-8010-2a071935d30b,6682d7a0-40b3-4146-9c36-1cf8a8ec6ee9,Telegram,utkarsh.bhandary8213,Utkarsh Bhandary,2023-10-03,,0
21135a21-110c-4315-b317-d971954cdfd7,01ff5430-981d-4acc-b71b-e8eda2603794,Telegram,SultanStorm395,SultanStorm395,2019-03-20,,0
410873ba-990a-499a-a737-92ddbe048c4b,b7cff819-060a-449b-852f-b6fa908f7602,Facebook,genelia.bhandary874,Genelia Bhandary,2015-07-05,136,0
3a425dba-2fc5-468e-a334-375c3e3e6814,b7cff819-060a-449b-852f-b6fa908f7602,Instagram,genelia.bhandary528,Genelia Bhandary,2022-09-19,390,0
81b03888-3aaa-424b-9c65-4584edc7084b,df08f019-1a45-4556-8724-3339c8bbdda0,Twitter,aarush.bhandary280,Aarush Bhandary,2016-04-13,565,0
ab436148-8a69-4c57-b1cc-c222c3e79ea5,012daffe-1970-46c9-a13d-c4bacae01ef1,Twitter,RoyalRider919,RoyalRider919,2021-07-07,563,0
07f03ea2-218a-4dfe-8cfd-f398d2182af1,012daffe-1970-46c9-a13d-c4bacae01ef1,Telegram,darsh.shankar810,Darsh Shankar,2024-07-19,,0
dc6a8ee2-5c18-4abe-9950-69fcd83e542a,cb8afa22-9dcc-4a1f-bff4-ecc5cc58751b,Twitter,sunil.deshmukh732,Sunil Deshmukh,2015-03-16,257,0
ef2f5a0c-1497-40c8-bf0a-5bffb684677f,f9082f71-b52c-4e51-b39a-abd8b62427ca,Facebook,jhanvi.alam301,Jhanvi Alam,2017-12-21,381,0
0fc3b4a4-e4f7-4fb7-88a2-dfe2a179352b,f9082f71-b52c-4e51-b39a-abd8b62427ca,Twitter,jhanvi.alam,Jhanvi Alam,2017-07-23,101,0
671f7ae0-99a4-4d85-82ac-85732b17f7af,75680bcc-ed61-4f6b-82cc-ee0ee0cc0418,Facebook,tejas.paul873,Tejas Paul,2017-02-07,526,0
852ea7c4-e156-4484-8c0c-b7ed1a4c3548,7d7a9547-367c-47ec-8c5c-05fb43f36340,Facebook,GoldenChief198,GoldenChief198,2020-11-29,208,0
c18ca159-6d53-4dd1-af66-3877b6f08d4f,11f66c15-42c7-4d15-9e72-09f72d5ac4bf,Facebook,GoldenPanther934,GoldenPanther934,2021-12-02,463,0
1dd88adf-8e65-4e99-ae03-5e57a6e75c14,9a4680dd-40f5-4b82-aa4c-99ee4feb8599,Twitter,nakul_mehta653,Nakul Mehta,2023-10-29,296,0
a9659085-f017-4c3b-9366-5069797f4621,9a4680dd-40f5-4b82-aa4c-99ee4feb8599,WhatsApp,nakul_mehta,Nakul Mehta,2017-09-28,,0
46ef270d-37e1-4410-8a32-3772fbf9dd9c,59b6287b-4b20-4b6f-a0b3-d60ecf53823d,Twitter,sandeep.mehta362,Sandeep Mehta,2018-11-04,672,0
9511b44d-c5cb-41b5-ab35-c6f3ae5c3432,59b6287b-4b20-4b6f-a0b3-d60ecf53823d,Facebook,sandeep_mehta662,Sandeep Mehta,2023-12-31,300,0
ab3e0132-2adc-4159-b86f-6384acc00a44,40d2d75f-cb6f-4851-ac2b-5a944fd70a7b,Facebook,rakesh_sen413,Rakesh Sen,2019-08-16,406,0
19a5d13b-c622-4b2f-9cb1-331935de09cd,8764b24f-ffe4-4fb6-96ca-c0d84cd2e537,Twitter,ashok_sen,Ashok Sen,2018-07-27,860,1
df8caaea-3b57-42dc-8941-e76e361ac87f,6a04491d-36e6-45f3-a428-ed6c96715aab,WhatsApp,omkar.sen842,Omkar Sen,2021-06-10,,0
73e7409f-6af9-4dd0-a8fa-648e57700cfc,6a04491d-36e6-45f3-a428-ed6c96715aab,Facebook,BombayTiger342,BombayTiger342,2023-08-28,372,0
fe62c912-41e5-4d64-826c-21ad069f2e8e,7d9f96cb-4c17-4959-a040-fb670e93f618,Twitter,arjun.chawla,Arjun Chawla,2022-07-29,131,0
284e3e47-3e80-4575-bcfc-6c17b8b3e7e8,7d9f96cb-4c17-4959-a040-fb670e93f618,WhatsApp,ChiefDon,ChiefDon,2019-03-17,,0
f2291074-d530-464c-b9dd-f8a1c45d6b6d,60ca7f45-5c8b-45bc-9118-f8b0b54b9cc3,Instagram,varsha.chawla37,Varsha Chawla,2020-03-29,697,0
5e1eb138-4e90-4e61-88ca-70000e2abbe5,60ca7f45-5c8b-45bc-9118-f8b0b54b9cc3,Facebook,varsha.chawla65,Varsha Chawla,2020-08-28,409,0
42fc7459-69b9-44e7-a667-fb56aac005d3,60ca7f45-5c8b-45bc-9118-f8b0b54b9cc3,Twitter,BengalTiger,BengalTiger,2020-09-03,236,0
a7a80860-4279-4a40-92d6-63dff616bb3b,23b2c16e-a372-4057-94cd-b19071edd156,WhatsApp,shivam_prasad532,Shivam Prasad,2022-05-11,,0
3f64d5f3-e1e5-47f1-b33b-c3851e28554d,8bc8a00b-acca-4722-ae5d-3d35bdad668f,WhatsApp,neha.joshi915,Neha Joshi,2021-05-07,,0
1903be35-e355-44e7-9b0f-3bbf7e000207,f29f2bb9-bc41-4751-856b-64748d5f640a,WhatsApp,yamini_joshi,Yamini Joshi,2019-07-22,,0
75142185-5741-473f-b314-8782300e0ce1,ad8dfa60-1332-479b-8c85-4620bd0b02c0,Instagram,fatima.jaiswal639,Fatima Jaiswal,2018-10-23,504,0
9d129b04-f2ef-4e6e-853e-b57b2bde686e,ad8dfa60-1332-479b-8c85-4620bd0b02c0,Facebook,fatima.jaiswal325,Fatima Jaiswal,2021-03-13,479,0
a4926b69-7236-4a5d-ac7a-a22233e34976,94af256f-d5fd-4556-854e-8489e90e316e,Instagram,tarun_jaiswal595,Tarun Jaiswal,2024-07-31,246,0
fac0492f-85ff-446d-99d4-f94ba055027d,94af256f-d5fd-4556-854e-8489e90e316e,Telegram,tarun.jaiswal,Tarun Jaiswal,2024-01-31,,0
4b256324-4a69-471b-a1d1-2e5e4aa6b6cc,94af256f-d5fd-4556-854e-8489e90e316e,WhatsApp,tarun.jaiswal455,Tarun Jaiswal,2023-06-18,,0
e0a809c7-f63b-43e0-9b9b-964ee9c5df09,5a6f730b-aff6-4672-843f-6f051b6ca392,Instagram,BigFalcon337,BigFalcon337,2022-08-15,303,0
1620e336-e0ca-4482-b67b-e49dca0634ee,5a6f730b-aff6-4672-843f-6f051b6ca392,Telegram,akash_chaturvedi626,Akash Chaturvedi,2023-03-07,,0
0b89e6a4-2457-4962-bb97-ab31c5944a3c,5a6f730b-aff6-4672-843f-6f051b6ca392,WhatsApp,SilentHunter461,SilentHunter461,2017-04-18,,0
ebac5269-941f-4414-b8fd-b14cf1f52eef,950a52da-4854-412c-a6bf-4f7e6f93cbb4,Instagram,padmini_raina,Padmini Raina,2018-02-14,673,0
ab3b87af-0ab7-4e66-adfb-d8e90dff7759,950a52da-4854-412c-a6bf-4f7e6f93cbb4,Twitter,padmini_raina4772,Padmini Raina,2022-02-17,165,0
de283dce-1e1c-43c0-b9d8-155c20f92b3f,4e23666b-e908-419c-8413-cc86957ec667,Facebook,BombayBhai,BombayBhai,2021-10-13,15,0
4b5d4aa4-87fc-4892-83b0-87cdcb0631a7,4e23666b-e908-419c-8413-cc86957ec667,Twitter,rohan.raina14,Rohan Raina,2015-08-05,241,0
ee35d642-0eba-4e27-a3fe-1b4c4e7e49b7,4556cc56-b8be-4b38-9780-75ecd506fb1d,Telegram,CityWarrior731,CityWarrior731,2017-08-26,,0
