phone_id,person_id,phone_number,phone_type,carrier,activated_date,is_active
7bad89d9-2376-4750-bb53-b698909c0748,01a47444-734f-4ef7-a3a4-92fd4f5673d8,+91 6543995357,primary,Swadeshi CommNet Services,2019-07-23,1
284cbbb5-908a-4397-a753-d7a9eeaf7017,01ab5fce-8a23-44a9-97a4-7a2ec28875b0,+91 9190256520,primary,Swadeshi CommNet Services,2019-04-05,1
9b2827ba-1236-4f41-84c3-253a0e35b29d,01ff5430-981d-4acc-b71b-e8eda2603794,+91 8247272442,primary,Aryavart Mobile Networks,2021-02-03,1
f6440fae-03c0-4e04-8831-69d6292138ac,02047f93-c067-466c-bfe4-86aa13159bb6,+91 3088493039,primary,Pragati Wireless Communications,2016-01-20,1
6687bdc4-67ba-48a9-8cd3-ab80ac75c657,02131cae-05b6-48f4-91ac-13a2087cf17b,+91 6983615234,primary,Pragati Wireless Communications,2018-01-07,1
c20d02a0-8396-46f8-b5a6-e2f1dd9f7159,02131cae-05b6-48f4-91ac-13a2087cf17b,+91 3579460739,work,Aryavart Mobile Networks,2022-05-31,1
a8f13170-18b5-4507-9259-1b8f0a46b0e2,02234f38-1200-4efc-b9b4-7b376cf9297e,+91 5013898431,primary,Swadeshi CommNet Services,2020-07-25,1
d2d64d5f-67ea-4f80-9faf-125fb38fe3cb,02662da0-19a4-460a-b3b0-25f9e65e4e33,+91 1265779528,primary,Aryavart Mobile Networks,2022-09-07,1
dc6abcc8-10e1-48df-b2ec-7b61020de77b,02710545-5cb2-49e4-ace2-ef4ff578b158,+91 5928627064,primary,Swadeshi CommNet Services,2020-12-21,1
8abb0113-6d83-4773-ad75-29e80d17c6ef,027ac3f5-ce4c-40b1-a498-29e5b9c751f8,+91 5106512755,primary,Swadeshi CommNet Services,2021-03-02,1
254bdd1e-4419-418c-9237-ce0e1a177b63,028c0133-fdb0-428a-9169-ec84ac2dbac5,+91 6033298291,primary,Aryavart Mobile Networks,2020-04-26,1
5106ee92-b82e-4e70-a18b-36ffe0813e97,028c0133-fdb0-428a-9169-ec84ac2dbac5,+91 2272137595,work,Pragati Wireless Communications,2022-02-21,1
82b9256a-cb72-4e63-a02f-ba767792c3dc,02ce7ca0-238f-4f13-b290-6d2806fe66fe,+91 0574945016,primary,Aryavart Mobile Networks,2017-10-12,1
d00e40d0-bc37-4b46-88e9-0661e08ad371,02d32b3c-04cd-4db2-87d1-eaea9c739f75,+91 7898195403,primary,Pragati Wireless Communications,2020-05-29,1
a102b91d-c75a-4240-a165-87cbcb187fbb,0337a9aa-5b4f-47e5-8f62-6328af20b19b,+91 2387729988,primary,Pragati Wireless Communications,2022-11-29,1
3fcbf2ad-af3b-4894-a88a-5bc535257d25,036484c0-7073-4f7d-96f0-9d0dda8c0830,+91 5762094925,primary,Vishwa Telelinks Limited,2018-06-09,1
7f42917e-b937-49f9-bf5a-c72901c7c14b,036484c0-7073-4f7d-96f0-9d0dda8c0830,+91 2383594496,secondary,Swadeshi CommNet Services,2019-07-30,1
a153f15e-aa26-490c-9da3-cb6e2ee276c9,03e1c7e9-aeb7-4886-9de0-910d76dd9af2,+91 8031554047,primary,Vishwa Telelinks Limited,2018-12-07,1
ae8a4151-4584-4fa6-b118-244528c216f2,03e1c7e9-aeb7-4886-9de0-910d76dd9af2,+91 9002451137,work,Vishwa Telelinks Limited,2023-10-21,1
be002059-5cf5-441f-8977-a1e0a088c074,04461a6c-fc3e-43fe-8bae-51cea1308184,+91 3471610630,primary,Pragati Wireless Communications,2023-05-09,1
b32607f7-ea70-4e1d-8267-f5f32f247cb4,046b0dca-a56e-44b7-b312-40858a9575d0,+91 0243596718,primary,Aryavart Mobile Networks,2018-11-22,1
ebeb51cd-577c-417b-a41a-008d1ef94acd,0490d0b6-06a4-4b35-8eef-b0980c4826b5,+91 9717643367,primary,Swadeshi CommNet Services,2023-09-02,1
0481a519-59b9-4d1e-9856-eb34e0aad02b,04d36625-b5aa-4286-a543-bf880a885eb0,+91 8348432061,primary,Aryavart Mobile Networks,2019-02-16,1
5cb5d674-eb39-4850-b340-d0ec7ad0d6cc,04d36625-b5aa-4286-a543-bf880a885eb0,+91 2358020057,secondary,Pragati Wireless Communications,2023-07-20,1
d270d72f-cb82-4a58-ab02-5b42864d8709,04dd7a79-adee-4d84-af06-e4f5d5d65a65,+91 4039612037,primary,Swadeshi CommNet Services,2022-04-14,1
f81e21a3-d3d6-46a4-b7a7-b51e0f926859,0538e12f-c097-48aa-a915-cbce58c24001,+91 1019956138,primary,Swadeshi CommNet Services,2018-09-08,1
87c1d57c-1a28-4528-ac93-6633cc744ee8,05561b10-d7a9-48d8-92d5-ae14c0ecf618,+91 2055843838,primary,Pragati Wireless Communications,2023-09-09,1
fad896e3-490a-4f3d-8b3c-86005e8d1434,05be3b25-60a1-4e05-8af4-71635a0260fa,+91 4448853083,primary,Aryavart Mobile Networks,2020-05-24,1
44cd162b-fe7e-4fd9-a1bd-2e91f27b0ccb,064b6d4b-a2f0-4c7b-ab20-06ef150cdd64,+91 5169734245,primary,Vishwa Telelinks Limited,2024-03-04,1
1363ce37-0f4a-4fc9-86b6-3a1ee5fc1a1c,06514163-b3cc-4dc6-a43c-55f2ea34bc43,+91 5609371429,primary,Pragati Wireless Communications,2020-10-02,1
a5e65cda-d36c-41d6-91b1-c89a41d92d90,0668ef6a-28bd-4c45-8e6b-0890d1ed2b93,+91 0832898863,primary,Swadeshi CommNet Services,2017-03-01,1
c41eea4c-b83f-44ec-b07d-995837dd8244,06f3d146-8c0e-4189-91e0-d3c04da2745e,+91 6869426239,primary,Pragati Wireless Communications,2018-12-12,1
9bc0d9a1-c6ae-4af4-ae9e-b27d247542a7,074205e4-695a-49ad-8587-d67af4f735c7,+91 7024565702,primary,Aryavart Mobile Networks,2016-07-16,1
1cbb2275-26f8-4aeb-b93b-d297b94fe355,0758aded-6a7c-4c2b-81e5-e48a19402e29,+91 0059708100,primary,Aryavart Mobile Networks,2023-06-14,0
839465ef-104c-49d5-b650-f9baac377766,07606132-cd61-453a-a9d6-78d3a2f8c0cb,+91 9693834865,primary,Vishwa Telelinks Limited,2022-06-15,1
c271cc00-b5b8-4064-a6a1-f921bf2d5f0e,07723ba6-e0c7-4d35-944b-4ca10f7d77c8,+91 8410359640,primary,Aryavart Mobile Networks,2016-06-08,1
ed9f4e64-9f3f-41aa-bb99-24f5d1d500d6,07834000-fe76-48d2-80ce-6b74fc220c82,+91 4845481268,primary,Aryavart Mobile Networks,2016-11-28,1
05a01d0c-62d6-413d-8ec1-e2b5b56e0ea1,07dc70ae-37b8-4702-9e16-b911816d6890,+91 4258224717,primary,Aryavart Mobile Networks,2021-07-01,1
0a3972bb-12ed-4c20-bfa8-1a6986a9dc69,0802925b-2aa8-4638-abd4-2bfabd1e99f5,+91 6538103351,primary,Pragati Wireless Communications,2019-03-15,1
16e5fa0b-4fda-4716-b7b1-ec841e2db2ce,0846efa4-e94f-444b-be33-b56c4bacc2c7,+91 7886077436,primary,Swadeshi CommNet Services,2018-06-13,1
5449941a-3065-4f7f-81a7-32ecabf7b5f8,0855016e-a106-452b-a8ca-a9d63447502c,+91 2145558953,primary,Swadeshi CommNet Services,2021-08-01,0
c4a026b4-9db6-4ca0-ad48-2497483befe0,08a53a16-20c4-4c50-ba6e-3c40ef621f5f,+91 0561384423,primary,Aryavart Mobile Networks,2019-06-07,1
85aab664-3718-400a-aaa7-cea14d7fd116,08ca7342-3588-4493-8a0a-1696c9a0615a,+91 3276353301,primary,Aryavart Mobile Networks,2020-07-29,1
7c567cf5-0931-4e98-9f6d-cd78d311885d,0910e46c-ab9a-40dc-8582-da13d896490a,+91 4571054084,primary,Swadeshi CommNet Services,2018-10-18,1
a7404cab-fdf9-48c2-b474-698c92a93dd5,09cf52b2-35c8-430d-a161-2fad77014993,+91 4075249269,primary,Aryavart Mobile Networks,2019-05-01,1
41825e75-4cd7-43ac-bbb1-8fa56aa8e880,0a1b99f1-1274-43bf-ad88-64f2887c6641,+91 2508436901,primary,Vishwa Telelinks Limited,2019-09-11,1
0316af11-9a28-4d6a-bf9c-c177c6681ab1,0a5b766f-e003-4e09-91ac-8749993fd2c7,+91 7641794171,primary,Pragati Wireless Communications,2021-11-09,1
731a90b4-9727-4322-92f4-cbd20cdd6090,0a66a65e-11f1-4a7f-81a0-4ec040ff15a1,+91 1137537502,primary,Pragati Wireless Communications,2018-01-20,1
1a7ff46e-4f67-41e4-be79-0941fe8925d4,0a82b417-f65d-4f58-9d5d-967195f16e46,+91 8813735731,primary,Aryavart Mobile Networks,2019-07-20,1
39e7f0f3-59e6-42e8-a881-0d4fd54a5fd5,0a9885f7-d5d7-41b3-9203-7fdad11eac77,+91 2964557994,primary,Vishwa Telelinks Limited,2023-02-01,1
a671d5c5-e375-45da-a263-8272e191e1f2,0b49380e-ef82-4cac-a02c-86c38e38c513,+91 4266662807,primary,Swadeshi CommNet Services,2022-04-22,1
04e47ea3-22b8-484e-9b19-072191215e1b,0b8dd6d3-22bb-47a0-808c-b63a0a1aa0ae,+91 1600970925,primary,Pragati Wireless Communications,2022-07-04,1
01e4dda4-f2f2-4771-9417-b2438a26bf57,0b8e726d-b53b-477b-9168-3302c551b6fb,+91 2153498801,primary,Pragati Wireless Communications,2019-01-14,1
e01c1a03-78f7-4c82-8156-18d7c54f0a32,0b96f7c8-c4cb-43cf-aba8-22d1638b549b,+91 3569089321,primary,Vishwa Telelinks Limited,2024-02-23,1
44d98fa5-fc71-446d-91a3-f98186042c91,0bea0b02-f959-4d59-9ba9-7126b8402c3a,+91 8325273567,primary,Swadeshi CommNet Services,2021-02-08,1
bac8cba3-2dfd-438a-9c64-0878c44731d5,0cffbdda-8ad4-40a2-bf52-cd5ad9625ade,+91 4626352698,primary,Swadeshi CommNet Services,2018-12-18,1
be9e3c1e-c73d-4282-9bf7-577d04e9846e,0d32c1fc-9e18-4cba-9143-602dc60bacec,+91 0760207759,primary,Pragati Wireless Communications,2022-10-14,1
17b0e355-3f2b-4e0a-bed6-cc243588dacc,0dac34c9-87da-4f5d-84ae-d23c900dd240,+91 4456559628,primary,Pragati Wireless Communications,2023-07-05,1
fb37dc50-fe10-4181-ad28-2328a15f14e1,0e422d66-6c61-420e-a0c0-3461054fc904,+91 6240882530,primary,Vishwa Telelinks Limited,2020-03-23,1
be189161-7362-409d-a2b7-b3213cac8de2,0e422d66-6c61-420e-a0c0-3461054fc904,+91 2125352260,work,Pragati Wireless Communications,2022-07-05,1
d61d855c-06e9-45db-a60d-b589e4a97c07,0e452102-4aa9-4290-9b86-577e41a8b3d4,+91 9262179560,primary,Vishwa Telelinks Limited,2017-01-20,1
2e448a2e-8d05-405e-b9fc-88c8214c72d1,0e74ec29-e190-4c6b-8017-3e9a3bcceae9,+91 8029706636,primary,Pragati Wireless Communications,2020-04-29,1
5dea3324-b36f-4c5e-b838-d795b6ecc5d6,0ead0884-55ed-4e0c-931f-0414d70f5921,+91 3983570741,primary,Pragati Wireless Communications,2022-08-02,1
3cc38601-f582-4e77-88f6-5ac86887023a,0ef197ab-a352-4edc-a76c-2165981326af,+91 5785425488,primary,Aryavart Mobile Networks,2017-10-09,1
9686c03a-48e1-4165-9a3f-32fc5ba1dd5c,0f584911-ae09-456d-9bb6-9a94205254f8,+91 5826594912,primary,Pragati Wireless Communications,2017-03-12,1
1fda407f-ae76-4913-9c01-ca7cdb66b2e5,0fb96ed8-041e-420b-b723-2793c20c2712,+91 7322633785,primary,Vishwa Telelinks Limited,2017-07-09,1
dacebc07-8f19-4650-934a-701c2e6cec4e,1003087b-b26b-4a3d-a21d-ee5565b8c384,+91 3647823716,primary,Swadeshi CommNet Services,2021-11-24,0
ff8ea099-6217-49dc-ad0c-c0d9d5ff6176,10076921-f861-41b0-8118-7047c3900b85,+91 7524397293,primary,Vishwa Telelinks Limited,2019-11-24,1
162230a8-6e12-42ea-8ce7-69376590ea28,10945ec6-e78e-4201-904b-77dafb0b0d81,+91 1369779517,primary,Pragati Wireless Communications,2017-08-05,1
49154b81-1796-49d2-a837-4249d4d286e3,10c0a1fa-8b7e-420f-84c8-e35f578baec7,+91 0046406698,primary,Vishwa Telelinks Limited,2016-02-09,1
6f0b376d-0337-4a2b-8d60-c874585b0853,10dcf325-ae8c-493c-b9fd-8c8bf9f919e2,+91 3207128216,primary,Swadeshi CommNet Services,2020-05-24,1
a3562f79-35a1-4a68-bb00-b8ff7f23645d,10dcf325-ae8c-493c-b9fd-8c8bf9f919e2,+91 9771776605,work,Vishwa Telelinks Limited,2020-05-09,1
a89986d5-fcf9-4314-b54b-dd59c4538222,1129e843-7fc0-4872-8a26-186679b4dc1b,+91 4178247988,primary,Vishwa Telelinks Limited,2016-02-06,1
746b9073-35ef-433f-be60-286145712eca,1129e843-7fc0-4872-8a26-186679b4dc1b,+91 8619880616,work,Aryavart Mobile Networks,2020-12-11,1
6b533d0c-7baa-4a97-b6b9-1ea17e490562,1137e07f-71ca-42ab-b209-d56326ad6892,+91 0447306271,primary,Pragati Wireless Communications,2023-07-01,0
a236a8ac-a7db-4f6d-be03-46a7148b5211,1139fc2f-985e-4f50-8e45-0420dbca121a,+91 3362446076,primary,Pragati Wireless Communications,2021-09-22,1
03569f19-29f3-4e76-a403-a997849aa4a5,1173569c-c9f7-4111-adcd-efbdda71c32c,+91 8473490837,primary,Pragati Wireless Communications,2016-11-19,1
5279faee-c96c-472c-8bf1-1a1aa2b9a07e,1196c6bf-a0a8-4988-8f8e-eaef96125045,+91 6365397936,primary,Swadeshi CommNet Services,2020-03-15,1
bf873c60-7f68-4e81-b1ad-c96423e07655,11e28d1e-dbbf-4e4b-9b26-d2a554c297d4,+91 2287436961,primary,Swadeshi CommNet Services,2024-03-01,1
dc52f06a-2668-4ebb-b2c9-d4043e3e5634,11f66c15-42c7-4d15-9e72-09f72d5ac4bf,+91 3006387853,primary,Aryavart Mobile Networks,2023-12-26,1
69779d1e-dde5-4d15-b38e-bfbea2530239,1293721b-341b-4a42-b83f-933a1a392012,+91 9379423566,primary,Pragati Wireless Communications,2020-11-18,1
14a78d6e-c36e-49b5-82b6-adc121d4cb95,1293721b-341b-4a42-b83f-933a1a392012,+91 6782123275,work,Pragati Wireless Communications,2023-07-06,1
66ff86d6-fb6d-4e95-a82c-3c3e1305e783,130735e0-f344-47b9-8b46-af6035701d4f,+91 8043022209,primary,Aryavart Mobile Networks,2018-10-27,1
0b94e6cc-6947-43ef-a69a-34e9081c354e,1326a38b-40ff-41e5-87a2-6ab98d48730a,+91 7675188948,primary,Swadeshi CommNet Services,2016-12-24,1
7ae0a993-8994-413e-a8f7-6980188abb59,132893f1-762c-4a52-928a-e8df96d31fcc,+91 0602856281,primary,Swadeshi CommNet Services,2022-03-20,1
b76bc783-dfcd-464f-8835-4ea1d4f41366,132893f1-762c-4a52-928a-e8df96d31fcc,+91 0276698753,work,Swadeshi CommNet Services,2023-09-12,1
94858759-da7f-485c-b18c-57ffe76e60e0,13898725-5e78-40b7-ae71-3df0246acf1a,+91 3211301649,primary,Swadeshi CommNet Services,2019-04-26,1
420124e4-8596-4387-a3b2-3c7157cd2209,13e6c2ab-5fd2-41ba-acc5-6113b9b3c0b8,+91 2567592821,primary,Aryavart Mobile Networks,2016-07-27,1
b4deb7b8-6d6f-40f7-b65f-b5b36f494fc0,14ce1950-af94-4fa4-8751-01c5790a1ec0,+91 6293045284,primary,Pragati Wireless Communications,2021-02-06,1
472163c5-1ec8-41be-a11d-9147f8f32563,1566dfa7-583e-4869-b4e2-ec7267bbbf29,+91 6671670242,primary,Swadeshi CommNet Services,2016-06-27,1
592dc254-5c43-46dd-bd96-9d9fa1ae8801,1566dfa7-583e-4869-b4e2-ec7267bbbf29,+91 6748493686,work,Vishwa Telelinks Limited,2021-10-03,1
d8ccc5f0-f87a-4dcc-9176-a18de398cbb3,158293d1-09d2-4f29-a3ae-6dceb41d2431,+91 5292632366,primary,Pragati Wireless Communications,2018-04-24,1
5cca7e00-fde6-4adf-94ab-9fa7f5470c34,15a13b90-ff12-4df7-b12d-72386c6c91a0,+91 7138820637,primary,Pragati Wireless Communications,2017-11-13,1
9a0dbb12-f38a-4a1b-b1e5-7ce400a0c55c,161c6207-8a06-40d6-8b33-a89d9df56019,+91 7756818951,primary,Pragati Wireless Communications,2023-07-22,1
558d46e9-3663-4073-83ba-3b99eec6261a,1625d745-435b-464f-8b41-7bb07e32d54f,+91 0421166113,primary,Aryavart Mobile Networks,2021-03-07,1
b2a36d8b-dbc6-4cb2-89c8-8b6094b7cea1,1625d745-435b-464f-8b41-7bb07e32d54f,+91 7006253321,secondary,Vishwa Telelinks Limited,2019-09-23,1
627364d3-d289-43b4-95f3-870f01fee275,16279b5f-489c-4c08-842d-99d95e761f7a,+91 1043226055,primary,Pragati Wireless Communications,2019-07-24,1
3dd59941-a4c4-4177-8efe-127bab669bd7,16279b5f-489c-4c08-842d-99d95e761f7a,+91 8365395842,secondary,Swadeshi CommNet Services,2023-04-19,1
b5dac43d-2138-475d-af84-832cc74066f4,16602d3f-f368-4b15-a638-1e646f05263a,+91 9445945983,primary,Pragati Wireless Communications,2021-03-27,1
380c9305-afe2-4a98-b357-fafbb28308aa,16757341-7413-4caa-a82d-50e53ac5a3c5,+91 4723519600,primary,Aryavart Mobile Networks,2016-11-11,1
24b60716-8f0b-4588-b21f-a000e1e7fa13,16817167-1c76-444a-b3c0-c65e54712a2a,+91 6312297766,primary,Aryavart Mobile Networks,2024-04-01,1
dc40ad02-1001-480c-8318-71532772007a,16d747d1-ae70-47ff-855b-dad7f0c560f3,+91 3677037724,primary,Pragati Wireless Communications,2019-09-04,1
74bb16b3-984a-48cf-a81b-97dce46c8bc4,16e75300-34bb-41e4-8441-820a8a6dbaba,+91 5972203740,primary,Vishwa Telelinks Limited,2019-02-24,1
c549c251-68bb-4b85-84ce-43b602333ed6,170f0efe-f3de-4674-8f23-189dfed839c7,+91 4042887340,primary,Pragati Wireless Communications,2022-09-18,1
2d33fc17-b4ca-4eb7-93d7-4550be2ed40e,1751164a-e3a8-471d-b3e1-860803509288,+91 1278815724,primary,Vishwa Telelinks Limited,2023-06-05,1
388b2450-7e4a-4b09-8365-f6242ee095e2,179cfee0-746e-4c99-b25c-35408c16ed81,+91 7686553815,primary,Swadeshi CommNet Services,2017-11-09,1
9370ef37-b10f-4698-a992-298fa4cb5ccc,17a7b4f1-47ac-4aba-829e-e8a0bae23537,+91 4257047615,primary,Vishwa Telelinks Limited,2022-03-24,0
cedad03f-4eef-4203-8471-7c4626def9f6,17af9a5e-69fe-4bf4-ab33-d573933a7e3e,+91 9668668816,primary,Aryavart Mobile Networks,2022-04-21,1
48aa7dc2-7899-4aec-9395-ea5b0c28cf6a,184369ba-14c4-4842-97e7-e68969aedc29,+91 5032476567,primary,Pragati Wireless Communications,2016-08-24,1
e5b2138c-66b7-48cc-b25c-7874c68aa4eb,1868b78f-e043-471f-a667-0d0ed4849e30,+91 2460856084,primary,Pragati Wireless Communications,2018-12-22,1
2853407e-3d1a-4a14-94fd-1f7c52494581,186b6432-d7b9-4397-ae8e-c7b49b2868bc,+91 9486949650,primary,Vishwa Telelinks Limited,2021-06-19,1
665dd33b-7eba-4376-abf4-4da60caa63b1,195188b6-490a-4f89-932f-0a1f50aba928,+91 2172372471,primary,Aryavart Mobile Networks,2024-01-13,1
7cffcda7-b25c-4bb5-8b1f-30f0d521cb8f,19538c5b-abb6-4310-934d-acd94ad76432,+91 0841833952,primary,Pragati Wireless Communications,2019-06-28,1
d3188169-f457-4d0f-8b8d-87ed0b998c8d,19fddd5d-fe03-495e-9dfc-a0cd6d93d52d,+91 7566104213,primary,Aryavart Mobile Networks,2018-08-28,1
62882359-dcd5-4b0b-b483-6ef22106e4a4,1a958dca-63c0-4934-905a-10e51c3d04ca,+91 8654533210,primary,Swadeshi CommNet Services,2019-03-08,1
440eec5c-59db-4002-8460-9574799896c2,1aae9d8c-d6c4-4531-89f0-6293efdbac7d,+91 7862457200,primary,Aryavart Mobile Networks,2018-02-19,1
eaf3964a-7558-4741-9ffe-88dcca6f6f2b,1aead6bb-e517-4ad3-80d5-4673db5c0db8,+91 9900573450,primary,Swadeshi CommNet Services,2023-09-04,1
278d03f3-1622-4bba-8a45-ae3acaaea490,1aead6bb-e517-4ad3-80d5-4673db5c0db8,+91 6942311568,work,Pragati Wireless Communications,2023-10-24,1
c376e0e7-3555-4a21-8380-9b9adba0d3de,1b111e25-53c0-40af-865e-3aa37a4c2c86,+91 4565002751,primary,Aryavart Mobile Networks,2016-09-13,1
30dacdaa-da6d-454d-988c-4b55c2798c19,1b6cec20-660f-4e8c-a927-c4b64d300ec3,+91 1581126682,primary,Pragati Wireless Communications,2016-01-23,0
4e0992de-d997-44cb-9336-322e0eafc761,1bbda7bf-3c51-4ec5-82a1-13f67ec57469,+91 7667156087,primary,Swadeshi CommNet Services,2017-03-17,1
cc22f688-e36f-4907-8160-49ba0ea01ee5,1c055253-9ac9-419b-8d37-0734dec8e811,+91 1086547449,primary,Swadeshi CommNet Services,2018-08-06,1
b7c9775c-1b28-48f0-9365-539d80d345fa,1c479091-d21c-46dd-b2c9-7d67d08ace60,+91 0807435287,primary,Swadeshi CommNet Services,2016-01-18,1
a66dcd5f-b972-45d7-811e-2f383cd1c3cc,1c65f241-23ff-434a-9d9f-987bbe697486,+91 7187929355,primary,Vishwa Telelinks Limited,2020-02-17,1
7da6ca2f-3b9f-4dd4-8830-6af77f67d696,1c999a98-2351-4786-bf7d-c1a622ce58c6,+91 6873491453,primary,Pragati Wireless Communications,2018-11-01,1
445b5b1d-928d-4ee7-8bcf-d5352cb1dbdf,1cc4a8cd-43f4-4668-bff7-0e8e1d57eeed,+91 7314748100,primary,Pragati Wireless Communications,2022-10-03,1
26106a93-8ab5-4d25-bd9c-be384d991bc5,1d81b4ed-c0fc-463d-ac33-b790781668cd,+91 3361875591,primary,Swadeshi CommNet Services,2016-03-30,1
34d2bde2-dcab-4e6d-8a16-edf6cd90a045,1da61097-56d3-445b-8d48-61f56db9919c,+91 4147241179,primary,Vishwa Telelinks Limited,2017-02-05,1
1a8f8aa0-f0be-40b9-acea-dca2156f9ba9,1ec06fb2-834c-4afb-8254-5f294f9bd0da,+91 8128490644,primary,Aryavart Mobile Networks,2016-10-09,1
479c2921-ea52-464b-81c3-042889991cca,1ec06fb2-834c-4afb-8254-5f294f9bd0da,+91 3809171526,work,Pragati Wireless Communications,2022-12-02,1
55e5270a-b7e5-4cac-8593-fce6f7d44cea,1edcdcff-eff3-4399-b490-6ece1fd0a750,+91 3988100073,primary,Aryavart Mobile Networks,2024-04-25,1
2f424b3e-80cd-43ce-8422-1235a757bab8,1f49bc14-1cf3-481e-b071-6ba97b1c6291,+91 5293360932,primary,Vishwa Telelinks Limited,2023-04-11,1
a50d1c3e-1f6c-4b7c-a5b4-0483acdf36ec,1f65d744-3aba-46f0-a383-91348dbc4a37,+91 2438581286,primary,Aryavart Mobile Networks,2020-10-26,1
f2e25f24-f168-4c45-a7a2-bfc15d483b5f,1f65d744-3aba-46f0-a383-91348dbc4a37,+91 8637563693,secondary,Swadeshi CommNet Services,2022-02-24,1
fca35e79-9233-4ced-85e4-75686ea7627a,1fb07f3b-fccd-4edf-81e9-49e79dba6cf5,+91 8640229520,primary,Vishwa Telelinks Limited,2022-01-16,1
f632e3b7-7080-4d60-8ffd-42dc723117bf,1fdabe6f-b1a8-400f-a55a-a40837310fe1,+91 4616689636,primary,Swadeshi CommNet Services,2021-07-01,1
1f017e52-7b31-4054-a9fa-fee9adf73057,20035217-804f-4244-938b-6dcdc1b2df96,+91 6651792333,primary,Swadeshi CommNet Services,2022-01-24,1
d2d4bfa5-548b-47a5-a618-ce3a59e44157,20181e3c-45af-4430-8cf1-491c0abeb0d0,+91 2369912391,primary,Pragati Wireless Communications,2021-05-07,1
c71be2e6-9843-44a6-951a-cd959bde55c7,2024e16f-89ab-4f4a-a9d3-d876bf5f0041,+91 8094961911,primary,Vishwa Telelinks Limited,2021-05-29,1
b4c692c9-1c8f-4202-bb69-f733ecea9158,206e62b7-2142-494b-81be-c598b86ae658,+91 3229665790,primary,Aryavart Mobile Networks,2024-05-17,1
ab7b116c-d9bc-4622-9367-27b12287039f,206f0ab9-49f7-456e-9b19-4e7e0aae328b,+91 0412834062,primary,Vishwa Telelinks Limited,2016-08-12,1
9b340b8f-7341-490e-9962-78909322b68c,2079b283-a7d9-4c89-9be5-31d74e456d99,+91 0531368668,primary,Pragati Wireless Communications,2024-05-06,1
e60dc213-cdeb-4ece-81ea-5469090612f6,2090861b-d686-40ef-bb36-c556e162d4dc,+91 0523722817,primary,Aryavart Mobile Networks,2016-08-07,1
1c7f14de-4332-427f-83a9-027a8ca92726,2090861b-d686-40ef-bb36-c556e162d4dc,+91 8555462849,secondary,Vishwa Telelinks Limited,2023-05-05,1
f7270fd1-e7c6-4ef8-994c-7ab58af012f8,20f29982-b995-44d0-82e8-99340b11d2cb,+91 0658769899,primary,Pragati Wireless Communications,2018-03-23,1
c8f0f066-13e8-4c60-8e1f-063f0649f7bc,2155aaf5-ee51-4357-9110-9dcfd2eb3383,+91 3684418517,primary,Aryavart Mobile Networks,2021-03-14,1
9f604578-8d9c-4d79-b99e-1dcf33b9a24a,217ac4d9-aa17-48ba-bf92-bcbfc6e6d54f,+91 9366524147,primary,Aryavart Mobile Networks,2019-04-24,1
7ee1b85f-4e36-4218-b153-ffbc53e9316d,21b3d97c-017c-48d5-bb9d-45ec192822f3,+91 0824108318,primary,Pragati Wireless Communications,2024-01-17,1
384b2431-26f4-458d-85bb-9da9f454a3b1,21edad88-9510-4e28-b048-b85a9fa20cee,+91 7426832341,primary,Vishwa Telelinks Limited,2017-12-08,1
